id	type	code	parent	name	description	level	hierarchy
OtherRecyclableMaterialsWholesale	ServiceSubclass	551184	55118	Other recyclable materials at wholesale	This subclass comprises wholesaling services for recyclable glass; recyclable rubber and plastic; and recyclable textile materials.	3	Subclass
RecyclableGlass	Service	5511841	551184	Recyclable glass		4	Detail
RecyclableRubber	Service	5511842	551184	Recyclable rubber		4	Detail
RecyclableTextileMaterials	Service	5511843	551184	Recyclable textile materials		4	Detail
RecyclablePlastic	Service	5511844	551184	Recyclable plastic		4	Detail
FabricDryGoods	ServiceSubclass	551185	55118	Fabric dry goods	yarn and thread	3	Subclass
Fibre5511851	Service	5511851	551185	Fibre	and thread	4	Detail
FabricDryGoodsLeather	Service	5511852	551185	Fabric dry goods and leather		4	Detail
NotionsWholesale	Service	5511853	551185	Notions at wholesale	Wholesaling services for notions.	4	Detail
NonAgriculturalChemicals	ServiceSubclass	551186	55118	Non-agricultural chemicals	at wholesale	3	Subclass
Household	Service	5511861	551186	Household	at wholesale	4	Detail
Adhesives	Service	5511862	551186	Adhesives	at wholesale	4	Detail
IndustrialGasesWholesale	Service	5511863	551186	Industrial gases at wholesale	Wholesaling services for industrial gases.	4	Detail
OtherIndustrialChemicals	Service	5511864	551186	Other industrial chemicals		4	Detail
PlasticsResins	Service	5511865	551186	Plastics resins		4	Detail
PlasticBasicShapes	Service	5511866	551186	Plastic basic shapes		4	Detail
Rubber	Service	5511867	551186	Rubber		4	Detail
MetalOresConcentratesNonMetallicMinerals	ServiceSubclass	551187	55118	Metal ores and concentrates and non-metallic minerals		3	Subclass
MetalOresConcentrates	Service	5511871	551187	Metal ores and concentrates (including precious metal bullion)		4	Detail
Clay	Service	5511872	551187	Clay	industrial sand	4	Detail
UnwroughtMetals	ServiceSubclass	551188	55118	Unwrought metals	and metal in other forms n.e.c.	3	Subclass
UnwroughtMetals5511881	Service	5511881	551188	Unwrought metals		4	Detail
MetalBasicShapes	Service	5511882	551188	Metal basic shapes		4	Detail
MetalsOtherFormsNEC	Service	5511883	551188	Metals in other forms n.e.c.		4	Detail
SolidFuelsWholesale	ServiceSubclass	551189	55118	Solid fuels at wholesale	This subclass comprises wholesaling services for coal; and other solid fuels.	3	Subclass
CoalWholesale	Service	5511891	551189	Coal at wholesale	Wholesaling services for coal.	4	Detail
SolidFuelsWholesale5511892	Service	5511892	551189	Solid fuels (except coal) at wholesale	Wholesaling services for solid fuels	4	Detail
OtherGoods	ServiceClass	55119	551	Other goods	at wholesale	2	Class
StationeryOtherOfficeSupplies	ServiceSubclass	551191	55119	Stationery and other office supplies		3	Subclass
StationeryOtherOfficeSupplies5511911	Service	5511911	551191	Stationery and other office supplies		4	Detail
OtherPaperProducts	ServiceSubclass	551192	55119	Other paper products	at wholesale	3	Subclass
PrintingPaper	Service	5511921	551192	Printing paper (including newsprint)		4	Detail
PaperPaperboardPackagingProducts	Service	5511922	551192	Paper and paperboard packaging products		4	Detail
DisposablePaperPlasticProducts	Service	5511923	551192	Disposable paper and plastic products (including aluminum foil)		4	Detail
HouseholdPaperSupplies	Service	5511924	551192	Household paper supplies (including plastic bags)		4	Detail
Household551193	ServiceSubclass	551193	55119	Household	at wholesale	3	Subclass
Household5511931	Service	5511931	551193	Household	at wholesale	4	Detail
Luggage	ServiceSubclass	551194	55119	Luggage	knapsacks	3	Subclass
Luggage5511941	Service	5511941	551194	Luggage	knapsacks	4	Detail
PetFoodWholesale	ServiceSubclass	551195	55119	Pet food at wholesale	This subclass comprises wholesaling services for pet food.	3	Subclass
PetFoodWholesale5511951	Service	5511951	551195	Pet food at wholesale	Wholesaling services for pet food.	4	Detail
MiscellaneousPersonalHouseholdGoods	ServiceSubclass	551196	55119	Miscellaneous personal and household goods		3	Subclass
PetSuppliesWholesale	Service	5511961	551196	Pet supplies at wholesale	Wholesaling services for pet supplies.	4	Detail
HomeLawnGardenSupplies	Service	5511962	551196	Home lawn and garden supplies		4	Detail
HouseholdBatteries	Service	5511963	551196	Household batteries		4	Detail
IceWholesale	Service	5511964	551196	Ice at wholesale	Wholesaling services for ice.	4	Detail
ManufacturedMobileHomes	Service	5511965	551196	Manufactured mobile homes		4	Detail
OtherMiscellaneousPersonalHouseholdGoods	Service	5511966	551196	Other miscellaneous personal and household goods	at wholesale	4	Detail
UsedProductsNEC	ServiceSubclass	551197	55119	Used products n.e.c.		3	Subclass
UsedProductsNEC5511971	Service	5511971	551197	Used products n.e.c.		4	Detail
CannabisProducts55121	ServiceClass	55121	551	Cannabis products		2	Class
CannabisSeedsVegetativePlants551211	ServiceSubclass	551211	55121	Cannabis seeds and vegetative plants		3	Subclass
CannabisSeeds5512111	Service	5512111	551211	Cannabis seeds		4	Detail
CannabisVegetativePlants5512112	Service	5512112	551211	Cannabis vegetative plants		4	Detail
FreshDriedCannabisFloweringTops551212	ServiceSubclass	551212	55121	Fresh and dried cannabis flowering tops (including leaves)		3	Subclass
FreshCannabisFloweringTops5512121	Service	5512121	551212	Fresh cannabis flowering tops (including leaves)		4	Detail
DriedCannabisFloweringTops5512122	Service	5512122	551212	Dried cannabis flowering tops (including leaves)	at wholesale	4	Detail
DriedCannabisFloweringTops5512123	Service	5512123	551212	Dried cannabis flowering tops (including leaves)	at wholesale	4	Detail
CannabisExtractsConcentrates551213	ServiceSubclass	551213	55121	Cannabis extracts and concentrates		3	Subclass
CannabisExtractInhaledProducts5512133	Service	5512133	551213	Cannabis extract inhaled products	at wholesale	4	Detail
CannabisExtractInhaledProducts5512134	Service	5512134	551213	Cannabis extract inhaled products	at wholesale	4	Detail
CannabisExtractsIngestedProducts5512135	Service	5512135	551213	Cannabis extracts ingested products	at wholesale	4	Detail
CannabisExtractsIngestedProducts5512136	Service	5512136	551213	Cannabis extracts ingested products	at wholesale	4	Detail
OtherCannabisExtractsProducts5512139	Service	5512139	551213	Other cannabis extracts products		4	Detail
CannabisPureIntermediates551214	ServiceSubclass	551214	55121	Cannabis pure intermediates		3	Subclass
CannabisPureIntermediates5512141	Service	5512141	551214	Cannabis pure intermediates		4	Detail
CannabisInfusedEdibleProducts551215	ServiceSubclass	551215	55121	Cannabis-infused edible products		3	Subclass
CannabisInfusedBeverages5512151	Service	5512151	551215	Cannabis-infused beverages		4	Detail
CannabisInfusedEdibleProducts5512152	Service	5512152	551215	Cannabis-infused edible products (except beverages)		4	Detail
OtherCannabisProducts551219	ServiceSubclass	551219	55121	Other cannabis products		3	Subclass
CannabisTopicalProducts5512191	Service	5512191	551219	Cannabis topical products		4	Detail
OtherCannabisProducts5512199	Service	5512199	551219	Other cannabis products		4	Detail
WholesaleTradeCommissions	ServiceGroup	552		Wholesale trade commissions	This group comprises the services of arranging the buying or selling of merchandise for others on a commission basis at an intermediate step in the distribution chain.	1	Group
WholesaleTradeCommissions55211	ServiceClass	55211	552	Wholesale trade commissions	This class comprises the services of arranging the buying or selling of merchandise for others on a commission basis at an intermediate step in the distribution chain.	2	Class
WholesaleTradeCommissions552111	ServiceSubclass	552111	55211	Wholesale trade commissions	This subclass comprises the services of arranging the buying or selling of merchandise for others on a commission basis at an intermediate step in the distribution chain.	3	Subclass
WholesaleTradeCommissions5521111	Service	5521111	552111	Wholesale trade commissions (except for cannabis products)	Services of arranging the buying or selling of merchandise for others on a commission basis at an intermediate step in the distribution chain	4	Detail
WholesaleTradeCommissions5521112	Service	5521112	552111	Wholesale trade commissions		4	Detail
RetailServices	ServiceGroup	561		Retail services (except commissions)	This group comprises the services of buying and selling merchandise on own account at the final step in the distribution chain	1	Group
FoodBeveragesRetail	ServiceClass	56111	561	Food and beverages at retail	This class comprises retailing services for fresh food; frozen food; packaged food dry goods; and soft drinks and beverages. Retailing services for cannabis-infused edible products are excluded from this class.	2	Class
FreshFoodRetail	ServiceSubclass	561111	56111	Fresh food at retail	This subclass comprises retailing services for fresh meat and poultry; fresh fish and other fresh seafood; fresh fruit and vegetables; eggs and dairy products and dairy product substitutes	3	Subclass
FreshMeatPoultry	Service	5611111	561111	Fresh meat and poultry		4	Detail
FreshFishOtherFreshSeafood5611112	Service	5611112	561111	Fresh fish and other fresh seafood		4	Detail
FreshFruitVegetables5611113	Service	5611113	561111	Fresh fruit and vegetables		4	Detail
EggsDairyProducts	Service	5611114	561111	Eggs and dairy products (except frozen desserts)		4	Detail
BakedGoodsExceptFrozenProducts	Service	5611115	561111	Baked goods (except frozen products	at retail	4	Detail
PerishablePreparedFoodsIncludingFreshSlicedDeliMeats	Service	5611116	561111	Perishable prepared foods (including fresh sliced deli meats	at retail	4	Detail
FrozenFood	ServiceSubclass	561112	56111	Frozen food	and other foods n.e.c. at retail	3	Subclass
FrozenFoodRetail	Service	5611121	561112	Frozen food at retail	Retailing services for frozen food.	4	Detail
Cookies5611122	Service	5611122	561112	Cookies	and snack foods	4	Detail
PackagedFoodDryGoods	Service	5611123	561112	Packaged food dry goods		4	Detail
OtherFoods5611129	Service	5611129	561112	Other foods	n.e.c. at retail	4	Detail
SoftDrinks	ServiceSubclass	561114	56111	Soft drinks	and ice	3	Subclass
SoftDrinks5611141	Service	5611141	561114	Soft drinks (except bottled water)		4	Detail
NonAlcoholicBeveragesExceptSoftDrinks	Service	5611142	561114	Non-alcoholic beverages (except soft drinks	hot beverages and frozen drinks)	4	Detail
HotPreparedBeverages	Service	5611143	561114	Hot prepared beverages (including hot coffee)		4	Detail
AlcoholicBeverages5611144	Service	5611144	561114	Alcoholic beverages		4	Detail
IceRetail	Service	5611145	561114	Ice at retail	Retailing services for ice.	4	Detail
CannabisProducts56113	ServiceClass	56113	561	Cannabis products		2	Class
CannabisSeedsVegetativePlants561131	ServiceSubclass	561131	56113	Cannabis seeds and vegetative plants		3	Subclass
CannabisSeeds5611311	Service	5611311	561131	Cannabis seeds		4	Detail
CannabisVegetativePlants5611312	Service	5611312	561131	Cannabis vegetative plants		4	Detail
FreshCannabisFloweringTops561132	ServiceSubclass	561132	56113	Fresh cannabis flowering tops (including leaves)		3	Subclass
FreshCannabisFloweringTops5611321	Service	5611321	561132	Fresh cannabis flowering tops (including leaves)	at retail	4	Detail
FreshCannabisFloweringTops5611322	Service	5611322	561132	Fresh cannabis flowering tops (including leaves)	at retail	4	Detail
DriedCannabisFloweringTops561133	ServiceSubclass	561133	56113	Dried cannabis flowering tops (including leaves)		3	Subclass
DriedCannabisFloweringTops5611331	Service	5611331	561133	Dried cannabis flowering tops (including leaves)	at retail	4	Detail
