id	type	code	parent	name	description	level	hierarchy
RoadTransportationSupportServices	ServiceClass	53111	531	Road transportation support services	This class comprises services in support of road transportation	2	Class
RoadTransportationSupportServices531111	ServiceSubclass	531111	53111	Road transportation support services	This subclass comprises services in support of road transportation	3	Subclass
RoadAccessServices	Service	5311111	531111	Road access services	Access to bridges	4	Detail
RoadVehicleTowingServices	Service	5311112	531111	Road vehicle towing services	Towing of road motor vehicles.	4	Detail
BusTerminalServices	Service	5311113	531111	Bus terminal services	Access for carriers to intercity bus stations.	4	Detail
Drayage	Service	5311114	531111	Drayage	Short movements of truck trailers or containers	4	Detail
SnowRemovalServicesRoads	Service	5311115	531111	Snow removal services for roads		4	Detail
RoadTransportationSupportServices5311116	Service	5311116	531111	Road transportation support services		4	Detail
MotorVehicleMaintenanceRepairServices	ServiceClass	53112	531	Motor vehicle maintenance and repair services	This class comprises maintenance and repair services for automobiles and light trucks; maintenance and repair services for motor homes	2	Class
MaintenanceRepairServicesAutomobilesLightTrucks	ServiceSubclass	531121	53112	Maintenance and repair services for automobiles and light trucks	This subclass comprises maintenance and repair services for automobiles and light trucks; washing and cleaning services for automobiles and light trucks; and regulatory safety and emissions inspection services for automobiles and light trucks.	3	Subclass
MaintenanceRepairServicesAutomobilesLightTrucksExceptWashingCleaning	Service	5311211	531121	Maintenance and repair services for automobiles and light trucks (except washing and cleaning		4	Detail
WashingCleaningServicesAutomobilesLightTrucks	Service	5311212	531121	Washing and cleaning services for automobiles and light trucks	Washing and cleaning services for automobiles and light trucks.	4	Detail
RegulatorySafetyEmissionsInspectionServicesAutomobilesLightTrucks	Service	5311213	531121	Regulatory safety and emissions inspection services for automobiles and light trucks	Safety inspections and emissions tests of automobiles and light trucks	4	Detail
MaintenanceRepairServicesMotorHomes	ServiceSubclass	531122	53112	Maintenance and repair services for motor homes		3	Subclass
MaintenanceRepairServicesMotorHomes5311221	Service	5311221	531122	Maintenance and repair services for motor homes		4	Detail
MaintenanceRepairServicesHeavyTrucksBuses	ServiceSubclass	531123	53112	Maintenance and repair services for heavy trucks and buses	This subclass comprises maintenance and repair services for heavy trucks and buses; washing and cleaning services for heavy trucks and buses; and regulatory safety and emissions inspection services for heavy trucks and buses.	3	Subclass
MaintenanceRepairServicesHeavyTrucksBusesExceptWashingCleaning	Service	5311231	531123	Maintenance and repair services for heavy trucks and buses (except washing and cleaning		4	Detail
WashingCleaningServicesHeavyTrucksBuses	Service	5311232	531123	Washing and cleaning services for heavy trucks and buses	Washing and cleaning services for heavy trucks and buses.	4	Detail
RegulatorySafetyEmissionsInspectionServicesHeavyTrucksBuses	Service	5311233	531123	Regulatory safety and emissions inspection services for heavy trucks and buses	Safety inspections and emissions tests of heavy trucks and buses	4	Detail
RailTransportationSupport	ServiceClass	53121	531	Rail transportation support		2	Class
RailTransportationSupport531211	ServiceSubclass	531211	53121	Rail transportation support		3	Subclass
RailTransportationSupportServices	Service	5312111	531211	Rail transportation support services	Rail transportation support services.	4	Detail
MaintenanceRepairLocomotivesRollingStock	Service	5312112	531211	Maintenance and repair of locomotives and rolling stock	Maintenance and repair of locomotives and rolling stock.	4	Detail
MaintenanceRepairRelatedServicesRailwayTracks	Service	5312113	531211	Maintenance and repair and related services for railway tracks	Providing maintenance and repair services (including installation of replacement parts) for railway tracks and equipment	4	Detail
WaterTransportationSupport	ServiceClass	53131	531	Water transportation support		2	Class
WaterTransportationSupport531311	ServiceSubclass	531311	53131	Water transportation support		3	Subclass
MarineFacilityServices	Service	5313111	531311	Marine facility services	Access for marine vessels to ports	4	Detail
NavigationalServicesMarineVessels	Service	5313112	531311	Navigational services for marine vessels	Navigational services for marine vessels.	4	Detail
MarineSalvageServices	Service	5313113	531311	Marine salvage services	Marine salvage services.	4	Detail
WaterTransportationSupportServices	Service	5313114	531311	Water transportation support services		4	Detail
MaintenanceRepairMarineVessels	Service	5313115	531311	Maintenance and repair of marine vessels	Maintenance and repair of marine vessel performed in shipyards	4	Detail
MarineVesselTrafficReporting	Service	5313116	531311	Marine vessel traffic reporting	Publication of information about commercial marine vessels and their movements.	4	Detail
AirTransportationSupportServices	ServiceClass	53141	531	Air transportation support services	This class comprises air terminal services; and other air transportation support services.	2	Class
AirTerminalServices	ServiceSubclass	531411	53141	Air terminal services	This subclass comprises air traffic control and navigation services; fixed base operation (FBO) services; airport operation and administration; and aircraft parking services.	3	Subclass
AirTrafficControlNavigationServices	Service	5314111	531411	Air traffic control and navigation services	Air traffic control and navigation services.	4	Detail
FixedBaseOperationServices	Service	5314112	531411	Fixed base operation (FBO) services	Support services to general aviation aircraft and pilots.	4	Detail
AirportOperationAdministrationServices	Service	5314113	531411	Airport operation and administration services	Allowing aircraft to take off and land	4	Detail
AircraftParkingServices	Service	5314114	531411	Aircraft parking services	Housing of aircraft in hangar or on field.	4	Detail
OtherAirTransportationSupportServices	ServiceSubclass	531412	53141	Other air transportation support services	This subclass comprises other air transportation support services.	3	Subclass
OtherAirTransportationSupportServices5314121	Service	5314121	531412	Other air transportation support services	Other air transportation support services.	4	Detail
AircraftMaintenanceRepairServices	ServiceClass	53142	531	Aircraft maintenance and repair services	This class comprises aircraft maintenance and repair services.	2	Class
AircraftMaintenanceRepairServices531421	ServiceSubclass	531421	53142	Aircraft maintenance and repair services	This subclass comprises aircraft maintenance and repair services.	3	Subclass
AircraftMaintenanceRepairServices5314211	Service	5314211	531421	Aircraft maintenance and repair services	Aircraft maintenance and repair services.	4	Detail
FreightTransportationArrangementCustomsBrokeringServices	ServiceClass	53151	531	Freight transportation arrangement and customs brokering services	This class comprises arranging the international or domestic transportation of goods on a fee for service basis	2	Class
FreightTransportationArrangementServices	ServiceSubclass	531511	53151	Freight transportation arrangement services	This subclass comprises arrangement of the international or domestic transportation of goods on a fee for service basis. May involve consolidating shipments. May include advising on packing	3	Subclass
FreightTransportationArrangementServices5315111	Service	5315111	531511	Freight transportation arrangement services	Arrangement of the international or domestic transportation of goods on a fee for service basis. May involve consolidating shipments. May include advising on packing	4	Detail
CustomsBrokeringServices	ServiceSubclass	531512	53151	Customs brokering services	This subclass comprises facilitating the clearance of goods through customs on behalf of the importer or exporter of the goods. Covers preparing documentation related to a shipment	3	Subclass
CustomsBrokeringServices5315121	Service	5315121	531512	Customs brokering services	Facilitating the clearance of goods through customs on behalf of the importer or exporter of the goods. Covers preparing documentation related to a shipment	4	Detail
OtherTransportationSupportServices	ServiceClass	53152	531	Other transportation support services	This class comprises packing and crating services for transportation or storage; liquefaction and regasification of natural gas; freight loading and unloading services; carpool and vanpool coordination services; and transportation support services	2	Class
OtherTransportationSupportServices531521	ServiceSubclass	531521	53152	Other transportation support services	This subclass comprises packing and crating services for transportation or storage; liquefaction and regasification of natural gas; freight loading and unloading services; carpool and vanpool coordination services; and transportation support services	3	Subclass
PackingCratingServicesTransportationStorage	Service	5315211	531521	Packing and crating services for transportation or storage	Packing and crating of goods for transportation or storage.	4	Detail
LiquefactionRegasificationNaturalGas	Service	5315212	531521	Liquefaction and regasification of natural gas	Liquefaction and regasification of natural gas.	4	Detail
FreightLoadingUnloadingServices	Service	5315213	531521	Freight loading and unloading services	Loading onto	4	Detail
CarpoolVanpoolCoordinationServices	Service	5315214	531521	Carpool and vanpool coordination services	Facilitating contacts among people wishing to organize or join a carpool or vanpool.	4	Detail
TransportationSupportServices5315215	Service	5315215	531521	Transportation support services		4	Detail
WarehousingStorageServices	ServiceGroup	541		Warehousing and storage services	This group comprises grain storage services and warehousing and storage services for other goods.	1	Group
GrainStorage	ServiceClass	54111	541	Grain storage	This class comprises storage and safekeeping of grain.	2	Class
GrainStorage541111	ServiceSubclass	541111	54111	Grain storage	This subclass comprises storage and safekeeping of grain.	3	Subclass
GrainStorage5411111	Service	5411111	541111	Grain storage	Storage and safekeeping of grain.	4	Detail
WarehousingStorageServices54112	ServiceClass	54112	541	Warehousing and storage services (except grain storage)	This class comprises storage and safekeeping of goods other than grain.	2	Class
WarehousingStorageServices541121	ServiceSubclass	541121	54112	Warehousing and storage services (except grain storage)	This subclass comprises storage and safekeeping of goods other than grain.	3	Subclass
WarehousingStorageServices5411211	Service	5411211	541121	Warehousing and storage services (except grain storage)	Storage and safekeeping of goods other than grain.	4	Detail
WholesaleServices	ServiceGroup	551		Wholesale services (except commissions)	This group comprises the services of buying and selling merchandise on own account at an intermediate step in the distribution chain. Wholesale services bundled with services incidental to the own account sale of merchandise such as logistics	1	Group
FarmProductsWholesale	ServiceClass	55111	551	Farm products at wholesale	This class comprises wholesaling services for live animals; oilseeds and grains; nursery stock and live plants; and other farm products. Wholesaling services for cannabis products are excluded from this class.	2	Class
LiveAnimalsWholesale	ServiceSubclass	551111	55111	Live animals at wholesale	This subclass comprises wholesaling services for household pets; and livestock.	3	Subclass
HouseholdPetsWholesale	Service	5511111	551111	Household pets at wholesale	Wholesaling services for live household pets.	4	Detail
Livestock	Service	5511112	551111	Livestock (except pets)		4	Detail
OilseedsGrains	ServiceSubclass	551112	55111	Oilseeds and grains		3	Subclass
OilseedsGrains5511121	Service	5511121	551112	Oilseeds and grains		4	Detail
NurseryStockLivePlants	ServiceSubclass	551113	55111	Nursery stock and live plants		3	Subclass
NurseryStockLivePlants5511131	Service	5511131	551113	Nursery stock and live plants		4	Detail
OtherFarmProductsWholesale	ServiceSubclass	551114	55111	Other farm products at wholesale	This subclass comprises wholesaling services for leaf tobacco	3	Subclass
LeafTobacco	Service	5511141	551114	Leaf tobacco (including stemmed and dried)		4	Detail
RawWool5511142	Service	5511142	551114	Raw wool	at wholesale	4	Detail
AnimalHides	Service	5511143	551114	Animal hides	at wholesale	4	Detail
RawFarmProductsNEC	Service	5511144	551114	Raw farm products n.e.c. (except oilseeds and grains)		4	Detail
PetroleumPetroleumProducts	ServiceClass	55112	551	Petroleum and petroleum products		2	Class
PetroleumPetroleumProducts551121	ServiceSubclass	551121	55112	Petroleum and petroleum products		3	Subclass
CrudePetroleumOilWholesale	Service	5511211	551121	Crude petroleum oil at wholesale	Wholesaling services for crude petroleum oil.	4	Detail
AutomotiveFuelsWholesale	Service	5511212	551121	Automotive fuels at wholesale	Wholesaling services for automotive fuels.	4	Detail
OtherFuelsWholesale	Service	5511213	551121	Other fuels at wholesale	Wholesaling services for fuels other than for automotive.	4	Detail
LubricatingOilsGreases	Service	5511214	551121	Lubricating oils and greases		4	Detail
OtherPetroleumProducts	Service	5511215	551121	Other petroleum products	at wholesale	4	Detail
Food	ServiceClass	55113	551	Food	and tobacco products	2	Class
FreshMeatMeatProducts	ServiceSubclass	551131	55113	Fresh meat and meat products (except canned and frozen)		3	Subclass
FreshMeatMeatProducts5511311	Service	5511311	551131	Fresh meat and meat products (except canned and frozen)		4	Detail
DairyProductsExceptDried	ServiceSubclass	551132	55113	Dairy products (except dried	condensed	3	Subclass
DairyProductsExceptDried5511321	Service	5511321	551132	Dairy products (except dried	condensed	4	Detail
PoultryEggs	ServiceSubclass	551133	55113	Poultry and eggs		3	Subclass
EggsWholesale	Service	5511331	551133	Eggs at wholesale	Wholesaling services for eggs in shell at wholesale.	4	Detail
PoultryPoultryProducts	Service	5511332	551133	Poultry and poultry products (except canned and frozen poultry products)		4	Detail
FreshFishOtherFreshSeafood	ServiceSubclass	551134	55113	Fresh fish and other fresh seafood		3	Subclass
FreshFishOtherFreshSeafood5511341	Service	5511341	551134	Fresh fish and other fresh seafood		4	Detail
FreshFruitVegetables	ServiceSubclass	551135	55113	Fresh fruit and vegetables		3	Subclass
FreshFruitVegetables5511351	Service	5511351	551135	Fresh fruit and vegetables		4	Detail
OtherFoodsWholesale	ServiceSubclass	551136	55113	Other foods at wholesale	This subclass comprises wholesaling services for frozen food; snack foods; confectionery; bread and other baked goods	3	Subclass
FrozenFoodWholesale	Service	5511361	551136	Frozen food at wholesale	Wholesaling services for frozen food.	4	Detail
SnackFoodsWholesale	Service	5511362	551136	Snack foods at wholesale	Wholesaling services for snack foods.	4	Detail
ConfectioneryWholesale	Service	5511363	551136	Confectionery at wholesale	Wholesaling services for confectionery.	4	Detail
BreadOtherBakedGoods	Service	5511364	551136	Bread and other baked goods (including cookies)		4	Detail
CoffeeTea5511365	Service	5511365	551136	Coffee and tea		4	Detail
SugarSugarPreparations	Service	5511366	551136	Sugar and sugar preparations		4	Detail
OtherFoods	Service	5511367	551136	Other foods (including other food dry goods)	at wholesale	4	Detail
NonAlcoholicBeveragesWholesale	ServiceSubclass	551137	55113	Non-alcoholic beverages (except coffee and tea) at wholesale	This subclass comprises wholesaling services for non-alcoholic beverages	3	Subclass
NonAlcoholicBeveragesWholesale5511371	Service	5511371	551137	Non-alcoholic beverages (except coffee and tea) at wholesale	Wholesaling services for non-alcoholic beverages	4	Detail
AlcoholicBeveragesWholesale	ServiceSubclass	551138	55113	Alcoholic beverages at wholesale	This subclass comprises wholesaling services for alcoholic beverages.	3	Subclass
AlcoholicBeveragesWholesale5511381	Service	5511381	551138	Alcoholic beverages at wholesale	Wholesaling services for alcoholic beverages.	4	Detail
TobaccoProductsAccessories	ServiceSubclass	551139	55113	Tobacco products (except raw tobacco) and accessories	at wholesale	3	Subclass
TobaccoProductsAccessories5511391	Service	5511391	551139	Tobacco products and accessories (except raw tobacco and e-cigarettes)		4	Detail
ElectronicCigarettes5511392	Service	5511392	551139	Electronic cigarettes	vaporizers and other e-liquid delivery systems	4	Detail
PersonalHouseholdGoods	ServiceClass	55114	551	Personal and household goods		2	Class
ClothingFootwear	ServiceSubclass	551141	55114	Clothing and footwear		3	Subclass
MenSClothingWholesale	Service	5511411	551141	Men's clothing at wholesale	Wholesaling services for men's clothing.	4	Detail
WomenSClothingWholesale	Service	5511412	551141	Women's clothing at wholesale	Wholesaling services for women's clothing.	4	Detail
ChildrenSInfantClothing	Service	5511413	551141	Children's and infant clothing		4	Detail
Vestments	Service	5511414	551141	Vestments	and non-binary and gender-neutral clothing	4	Detail
ClothingAccessoriesWholesale	Service	5511415	551141	Clothing accessories at wholesale	Wholesaling services for clothing accessories for men	4	Detail
FootwearWholesale	Service	5511416	551141	Footwear at wholesale	Wholesaling services for footwear for men	4	Detail
JewelleryWatches	ServiceSubclass	551142	55114	Jewellery and watches		3	Subclass
Jewellery5511421	Service	5511421	551142	Jewellery (except costume)		4	Detail
SilverwareWholesale	Service	5511422	551142	Silverware at wholesale	Wholesaling services for silverware.	4	Detail
WatchesWatchParts	Service	5511423	551142	Watches and watch parts		4	Detail
CostumeJewelleryWholesale	Service	5511424	551142	Costume jewellery at wholesale	Wholesaling services for costume jewellery.	4	Detail
HomeFurnitureFurnishings	ServiceSubclass	551143	55114	Home furniture and furnishings		3	Subclass
IndoorOutdoorHomeFurniture	Service	5511431	551143	Indoor and outdoor home furniture		4	Detail
WindowTreatments	Service	5511432	551143	Window treatments		4	Detail
FloorCoverings	Service	5511433	551143	Floor coverings (except ceramic tile and wood flooring)		4	Detail
HouseholdTextileProductsNEC	Service	5511434	551143	Household textile products n.e.c.		4	Detail
Tableware	Service	5511435	551143	Tableware	cookware and bakeware	4	Detail
DecorativeHomeFurnishings	Service	5511436	551143	Decorative home furnishings (except textile products)		4	Detail
HouseholdAppliancesWholesale	ServiceSubclass	551144	55114	Household appliances at wholesale	This subclass comprises wholesaling services for household refrigerators and freezers; household stoves	3	Subclass
HouseholdRefrigeratorsFreezers5511441	Service	5511441	551144	Household refrigerators and freezers		4	Detail
HouseholdStoves	Service	5511442	551144	Household stoves	clothes washers	4	Detail
SmallHouseholdAppliances	Service	5511443	551144	Small household appliances		4	Detail
HomeEntertainmentEquipmentWholesale	ServiceSubclass	551145	55114	Home entertainment equipment at wholesale	This subclass comprises wholesaling services for televisions and audio and video equipment; and electronic game consoles and game software.	3	Subclass
TelevisionsAudioVideoEquipment	Service	5511451	551145	Televisions and audio and video equipment		4	Detail
ElectronicGameConsoles	Service	5511452	551145	Electronic game consoles (except game software)		4	Detail
GameSoftware5511453	Service	5511453	551145	Game software		4	Detail
PublishedProductsRecordedMedia551146	ServiceSubclass	551146	55114	Published products and recorded media (except software)		3	Subclass
Books5511461	Service	5511461	551146	Books	newspapers and other publications	4	Detail
AudioRecordingsWholesale	Service	5511462	551146	Audio recordings at wholesale	Wholesaling services for audio or sound recordings.	4	Detail
VideoRecordingsWholesale	Service	5511463	551146	Video recordings at wholesale	Wholesaling services for video recordings.	4	Detail
SportsEquipment	ServiceSubclass	551147	55114	Sports equipment	hobby goods and photographic equipment	3	Subclass
BicyclesWholesale	Service	5511471	551147	Bicycles at wholesale	Wholesaling services for bicycles.	4	Detail
SwimmingPoolsSwimmingPoolSupplies	Service	5511472	551147	Swimming pools and swimming pool supplies (except chemicals)		4	Detail
SportingGoodsEquipment	Service	5511473	551147	Sporting goods and equipment (except bicycles and swimming pool equipment)		4	Detail
DigitalFilmCameras	Service	5511474	551147	Digital and film cameras		4	Detail
PhotographicSupplies	Service	5511475	551147	Photographic supplies (except still cameras)		4	Detail
ToysGames5511476	Service	5511476	551147	Toys and games (except game consoles and software)		4	Detail
MusicalInstrumentsAccessories	Service	5511477	551147	Musical instruments and accessories		4	Detail
HobbyCraftSupplies	Service	5511478	551147	Hobby and craft supplies		4	Detail
FireworksFirecrackers	Service	5511479	551147	Fireworks and firecrackers		4	Detail
PharmaceuticalMedicinalProducts551148	ServiceSubclass	551148	55114	Pharmaceutical and medicinal products		3	Subclass
Medicines	Service	5511481	551148	Medicines	minerals and supplements for human use	4	Detail
VeterinaryMedicines	Service	5511482	551148	Veterinary medicines		4	Detail
Biologics	Service	5511483	551148	Biologics (including vaccines and diagnostic substances)		4	Detail
CosmeticsPersonalCareSupplies	ServiceSubclass	551149	55114	Cosmetics and personal care supplies		3	Subclass
CosmeticsBeautySupplies	Service	5511491	551149	Cosmetics and beauty supplies (including perfumes)		4	Detail
Bath5511492	Service	5511492	551149	Bath	and hand soaps	4	Detail
DisposableDiapers	Service	5511493	551149	Disposable diapers	at wholesale	4	Detail
MedicalSuppliesPersons	Service	5511494	551149	Medical supplies for persons		4	Detail
OtherPersonalCareSupplies	Service	5511495	551149	Other personal care supplies (including non-electric toothbrushes and razors)		4	Detail
MotorVehiclesMotorVehiclePartsAccessories	ServiceClass	55115	551	Motor vehicles and motor vehicle parts and accessories		2	Class
Automobiles	ServiceSubclass	551151	55115	Automobiles	and vans	3	Subclass
Automobiles5511511	Service	5511511	551151	Automobiles	and vans	4	Detail
Buses551152	ServiceSubclass	551152	55115	Buses	and truck tractors	3	Subclass
Buses5511521	Service	5511521	551152	Buses	and truck tractors	4	Detail
RecreationalOtherMotorVehicles	ServiceSubclass	551153	55115	Recreational and other motor vehicles		3	Subclass
MotorHomes5511531	Service	5511531	551153	Motor homes	and campers	4	Detail
Motorcycles	Service	5511532	551153	Motorcycles	at wholesale	4	Detail
TiresTubes	ServiceSubclass	551154	55115	Tires and tubes		3	Subclass
TiresTubes5511541	Service	5511541	551154	Tires and tubes		4	Detail
OtherNewUsedMotorVehiclePartsSupplies	ServiceSubclass	551155	55115	Other new and used motor vehicle parts and supplies		3	Subclass
AutomotiveBatteriesWholesale	Service	5511551	551155	Automotive batteries at wholesale	Wholesaling services for automotive batteries.	4	Detail
NewMotorVehiclePartsAccessories	Service	5511552	551155	New motor vehicle parts and accessories		4	Detail
AutomotiveChemicals	Service	5511553	551155	Automotive chemicals		4	Detail
UsedMotorVehiclePartsAccessories	Service	5511554	551155	Used motor vehicle parts and accessories		4	Detail
BuildingMaterialsSupplies	ServiceClass	55116	551	Building materials and supplies		2	Class
Lumber	ServiceSubclass	551161	55116	Lumber	at wholesale	3	Subclass
HardwoodLumber5511611	Service	5511611	551161	Hardwood lumber		4	Detail
SoftwoodLumber5511612	Service	5511612	551161	Softwood lumber		4	Detail
WoodDoorsWindows	Service	5511613	551161	Wood doors and windows	at wholesale	4	Detail
FlooringProductsWood	Service	5511614	551161	Flooring products of wood (including laminate flooring)		4	Detail
OtherWoodProductsConstructionRenovation	Service	5511615	551161	Other wood products for construction and renovation		4	Detail
Electrical551162	ServiceSubclass	551162	55116	Electrical	at wholesale	3	Subclass
ElectricalMotors	Service	5511621	551162	Electrical motors	at wholesale	4	Detail
ElectricalCommunicationWireCable	Service	5511622	551162	Electrical and communication wire and cable	at wholesale	4	Detail
AlarmSignallingSystems	Service	5511623	551162	Alarm and signalling systems		4	Detail
LightBulbs	Service	5511624	551162	Light bulbs	and flashlights	4	Detail
Plumbing	ServiceSubclass	551163	55116	Plumbing	at wholesale	3	Subclass
PlumbingEquipmentSupplies	Service	5511631	551163	Plumbing equipment and supplies (including valves)		4	Detail
Heating5511632	Service	5511632	551163	Heating	at wholesale	4	Detail
Paint	ServiceSubclass	551164	55116	Paint	at wholesale	3	Subclass
PaintPaintingSupplies	Service	5511641	551164	Paint and painting supplies (except original equipment manufacturers)		4	Detail
OriginalEquipmentManufacturersCoatings	Service	5511642	551164	Original equipment manufacturers coatings		4	Detail
GlassGlassProducts5511643	Service	5511643	551164	Glass and glass products		4	Detail
WallpaperWholesale	Service	5511644	551164	Wallpaper at wholesale	Wholesaling services for wallpaper and similar wall coverings.	4	Detail
HandToolsHardware	ServiceSubclass	551165	55116	Hand tools and hardware		3	Subclass
PowerHandTools	Service	5511651	551165	Power hand tools		4	Detail
HandTools5511652	Service	5511652	551165	Hand tools		4	Detail
FastenerHardware	Service	5511653	551165	Fastener hardware		4	Detail
Hardware5511654	Service	5511654	551165	Hardware (except fastener hardware)		4	Detail
OtherBuildingSuppliesWholesale	ServiceSubclass	551166	55116	Other building supplies at wholesale	This subclass comprises wholesaling services for concrete	3	Subclass
Concrete	Service	5511661	551166	Concrete	sand	4	Detail
CeramicFloorWallTile5511662	Service	5511662	551166	Ceramic floor and wall tile		4	Detail
InsulationProductsWholesale	Service	5511663	551166	Insulation products at wholesale	Wholesaling services for insulation products.	4	Detail
NonWoodRoofingSiding	Service	5511664	551166	Non-wood roofing and siding		4	Detail
IronSteelStructuralMaterials	Service	5511665	551166	Iron and steel structural materials		4	Detail
WireCable	Service	5511666	551166	Wire and cable (except electrical and communication)	at wholesale	4	Detail
MetalDoors	Service	5511667	551166	Metal doors	at wholesale	4	Detail
MetalBuildingMaterials	Service	5511668	551166	Metal building materials	at wholesale	4	Detail
OtherBuildingMaterials	Service	5511669	551166	Other building materials	at wholesale	4	Detail
Machinery	ServiceClass	55117	551	Machinery	at wholesale	2	Class
FarmLawnGardenMachineryEquipment	ServiceSubclass	551171	55117	Farm and lawn and garden machinery and equipment	at wholesale	3	Subclass
FarmMachineryEquipment	Service	5511711	551171	Farm machinery and equipment		4	Detail
LawnGardenMachineryEquipment	Service	5511712	551171	Lawn and garden machinery and equipment		4	Detail
PartsAgriculturalMachineryEquipment5511713	Service	5511713	551171	Parts of agricultural machinery and equipment		4	Detail
AnimalFeed5511714	Service	5511714	551171	Animal feed (except pet food)		4	Detail
SeedsBulbs	Service	5511715	551171	Seeds and bulbs		4	Detail
AgriculturalChemicals	Service	5511716	551171	Agricultural chemicals		4	Detail
OtherAgriculturalSupplies	Service	5511717	551171	Other agricultural supplies		4	Detail
ConstructionForestryMachinery	ServiceSubclass	551172	55117	Construction and forestry machinery	at wholesale	3	Subclass
ConstructionMachineryEquipment	Service	5511721	551172	Construction machinery and equipment		4	Detail
ForestryMachineryEquipment	Service	5511722	551172	Forestry machinery and equipment		4	Detail
PartsSuppliesConstructionForestryMachineryEquipment	Service	5511723	551172	Parts and supplies for construction and forestry machinery and equipment		4	Detail
MiningOilGasWellMachinery	ServiceSubclass	551173	55117	Mining and oil and gas well machinery	at wholesale	3	Subclass
MiningOilGasWellMachineryEquipment	Service	5511731	551173	Mining and oil and gas well machinery and equipment		4	Detail
PartsSuppliesMiningOilWellPipelineMachineryEquipment	Service	5511732	551173	Parts and supplies for mining and oil well and pipeline machinery and equipment		4	Detail
OtherIndustrialMachinery	ServiceSubclass	551174	55117	Other industrial machinery	at wholesale	3	Subclass
MetalworkingMachineryEquipment	Service	5511741	551174	Metalworking machinery and equipment		4	Detail
MaterialsHandlingMachineryEquipment5511742	Service	5511742	551174	Materials handling machinery and equipment		4	Detail
OtherIndustrialMachineryEquipment5511743	Service	5511743	551174	Other industrial machinery and equipment		4	Detail
IndustrialStorageBatteries5511744	Service	5511744	551174	Industrial storage batteries		4	Detail
SolderingWeldingSupplies	Service	5511745	551174	Soldering and welding supplies		4	Detail
MechanicalFluidPowerTransmissionComponentsSupplies	Service	5511746	551174	Mechanical and fluid power transmission components and supplies		4	Detail
PartsSuppliesIndustrialMachineryEquipment	Service	5511747	551174	Parts and supplies for industrial machinery and equipment	at wholesale	4	Detail
PrintersInk	Service	5511748	551174	Printers' ink		4	Detail
PackagingProducts	Service	5511749	551174	Packaging products (except paper and paperboard)		4	Detail
Computer	ServiceSubclass	551175	55117	Computer	at wholesale	3	Subclass
Computers5511751	Service	5511751	551175	Computers	at wholesale	4	Detail
Software	Service	5511752	551175	Software (except game)		4	Detail
ElectronicComponents551176	ServiceSubclass	551176	55117	Electronic components	at wholesale	3	Subclass
ElectronicComponents5511761	Service	5511761	551176	Electronic components		4	Detail
TelephonesRelatedEquipmentIncludingCellularPhones	Service	5511762	551176	Telephones and related equipment (including cellular phones	at wholesale	4	Detail
OtherCommunicationsEquipment	Service	5511763	551176	Other communications equipment		4	Detail
ElectronicEquipment	Service	5511764	551176	Electronic equipment	at wholesale	4	Detail
Office551177	ServiceSubclass	551177	55117	Office	equipment and supplies	3	Subclass
OfficeEquipmentExceptComputers	Service	5511771	551177	Office equipment (except computers	at wholesale	4	Detail
OfficeFurniture5511772	Service	5511772	551177	Office furniture		4	Detail
CommercialServiceIndustryMachineryEquipment5511773	Service	5511773	551177	Commercial and service industry machinery and equipment		4	Detail
PartsSuppliesCommercialServiceIndustryMachineryEquipment	Service	5511774	551177	Parts and supplies for commercial and service industry machinery and equipment		4	Detail
CasketsOtherFuneralGoods	Service	5511775	551177	Caskets and other funeral goods		4	Detail
Medical551178	ServiceSubclass	551178	55117	Medical	and industrial safety equipment and supplies	3	Subclass
Medical5511781	Service	5511781	551178	Medical	laboratory	4	Detail
HomeHealthCareEquipmentAppliances	Service	5511782	551178	Home health care equipment and appliances		4	Detail
MedicalDentalSupplies	Service	5511783	551178	Medical and dental supplies		4	Detail
Eyewear	Service	5511784	551178	Eyewear (including frames and lenses)		4	Detail
IndustrialSafetyEquipmentSupplies	Service	5511785	551178	Industrial safety equipment and supplies		4	Detail
IndustrialEngines	ServiceSubclass	551179	55117	Industrial engines	and other vehicles and transportation equipment	3	Subclass
IndustrialEngines5511791	Service	5511791	551179	Industrial engines		4	Detail
BoatsOtherWatercraft	Service	5511792	551179	Boats and other watercraft		4	Detail
AircraftOtherTransportationEquipment	Service	5511793	551179	Aircraft and other transportation equipment		4	Detail
PartsAircraftOtherTransportationEquipment	Service	5511794	551179	Parts of aircraft and other transportation equipment (except automotive)		4	Detail
IntermediateProductsWholesale	ServiceClass	55118	551	Intermediate products at wholesale	This class comprises wholesaling services for crude wood	2	Class
CrudeWood	ServiceSubclass	551181	55118	Crude wood	wood pulp	3	Subclass
CrudeWoodProductsWholesale	Service	5511811	551181	Crude wood products at wholesale	Wholesaling services for crude wood products.	4	Detail
PulpwoodWoodPulp	Service	5511812	551181	Pulpwood and wood pulp		4	Detail
WoodWasteScrap	Service	5511813	551181	Wood waste and scrap		4	Detail
RecyclableScrapMetal	ServiceSubclass	551182	55118	Recyclable scrap metal		3	Subclass
RecyclableScrapMetal5511821	Service	5511821	551182	Recyclable scrap metal		4	Detail
RecyclablePaperPaperboard	ServiceSubclass	551183	55118	Recyclable paper and paperboard		3	Subclass
RecyclablePaperPaperboard5511831	Service	5511831	551183	Recyclable paper and paperboard		4	Detail
