serviceId	standard	standardCode
HouseholdCleaningChemicalsAtWholesale	NAPCS	5511861
IndustrialCleaningChemicalsAtWholesale	NAPCS	5511861
JanitorialCleaningChemicalsAtWholesale	NAPCS	5511861
AdhesivesAtWholesale	NAPCS	5511862
SealantsAtWholesale	NAPCS	5511862
GluesAtWholesale	NAPCS	5511862
IndustrialGasesAtWholesale	NAPCS	5511863
OtherIndustrialChemicalsAtWholesale	NAPCS	5511864
PlasticsResinsAtWholesale	NAPCS	5511865
PlasticBasicShapesAtWholesale	NAPCS	5511866
RubberAtWholesale	NAPCS	5511867
MetalOresIncludingPreciousMetalBullionAtWholesale	NAPCS	5511871
ConcentratesIncludingPreciousMetalBullionAtWholesale	NAPCS	5511871
ClayRefractoryMineralsMineralsN.e.c.AtWholesale	NAPCS	5511872
IndustrialSandMineralsN.e.c.AtWholesale	NAPCS	5511872
NonMetallicMineralsN.e.c.AtWholesale	NAPCS	5511872
UnwroughtMetalsAtWholesale	NAPCS	5511881
MetalBasicShapesAtWholesale	NAPCS	5511882
MetalsInOtherFormsN.e.c.AtWholesale	NAPCS	5511883
CoalAtWholesale	NAPCS	5511891
SolidFuelsExceptCoalAtWholesale	NAPCS	5511892
StationeryOfficeSuppliesAtWholesale	NAPCS	5511911
OtherOfficeSuppliesAtWholesale	NAPCS	5511911
PrintingPaperIncludingNewsprintAtWholesale	NAPCS	5511921
PaperPackagingProductsAtWholesale	NAPCS	5511922
PaperboardPackagingProductsAtWholesale	NAPCS	5511922
DisposablePaperProductsIncludingAluminumFoilAtWholesale	NAPCS	5511923
PlasticProductsIncludingAluminumFoilAtWholesale	NAPCS	5511923
HouseholdPaperSuppliesIncludingPlasticBagsAtWholesale	NAPCS	5511924
HouseholdSuppliesExceptChemicalsProductsAtWholesale	NAPCS	5511931
PaperProductsAtWholesale	NAPCS	5511931
IndustrialSuppliesExceptChemicalsProductsAtWholesale	NAPCS	5511931
PaperProductsAtWholesale	NAPCS	5511931
JanitorialSuppliesExceptChemicalsProductsAtWholesale	NAPCS	5511931
PaperProductsAtWholesale	NAPCS	5511931
LuggageBriefcasesBagsAtWholesale	NAPCS	5511941
KnapsacksBagsAtWholesale	NAPCS	5511941
DuffelBagsAtWholesale	NAPCS	5511941
PetFoodAtWholesale	NAPCS	5511951
PetSuppliesAtWholesale	NAPCS	5511961
HomeLawnSuppliesAtWholesale	NAPCS	5511962
GardenSuppliesAtWholesale	NAPCS	5511962
HouseholdBatteriesAtWholesale	NAPCS	5511963
IceAtWholesale	NAPCS	5511964
ManufacturedMobileHomesAtWholesale	NAPCS	5511965
OtherMiscellaneousPersonalGoodsN.e.c.AtWholesale	NAPCS	5511966
HouseholdGoodsN.e.c.AtWholesale	NAPCS	5511966
UsedProductsN.e.c.AtWholesale	NAPCS	5511971
CannabisSeedsAtWholesale	NAPCS	5512111
CannabisVegetativePlantsAtWholesale	NAPCS	5512112
FreshCannabisFloweringTopsIncludingLeavesAtWholesale	NAPCS	5512121
DriedCannabisFloweringTopsIncludingLeavesForNonMedicalUseAtWholesale	NAPCS	5512122
DriedCannabisFloweringTopsIncludingLeavesForMedicalUseAtWholesale	NAPCS	5512123
CannabisExtractInhaledProductsForNonMedicalUseAtWholesale	NAPCS	5512133
CannabisExtractInhaledProductsForMedicalUseAtWholesale	NAPCS	5512134
CannabisExtractsIngestedProductsForNonMedicalUseAtWholesale	NAPCS	5512135
CannabisExtractsIngestedProductsForMedicalUseAtWholesale	NAPCS	5512136
OtherCannabisExtractsProductsAtWholesale	NAPCS	5512139
CannabisPureIntermediatesAtWholesale	NAPCS	5512141
CannabisInfusedBeveragesAtWholesale	NAPCS	5512151
CannabisInfusedEdibleProductsExceptBeveragesAtWholesale	NAPCS	5512152
CannabisTopicalProductsAtWholesale	NAPCS	5512191
OtherCannabisProductsN.e.c.AtWholesale	NAPCS	5512199
WholesaleTradeCommissionsExceptForCannabisProducts	NAPCS	5521111
WholesaleTradeCommissionsForCannabisProducts	NAPCS	5521112
FreshMeat	NAPCS	5611111
PoultryAtRetail	NAPCS	5611111
FreshFishFreshSeafoodAtRetail	NAPCS	5611112
OtherFreshSeafoodAtRetail	NAPCS	5611112
FreshFruit	NAPCS	5611113
VegetablesAtRetail	NAPCS	5611113
EggsProductsExceptFrozenDessertsAtRetail	NAPCS	5611114
DairyProductsExceptFrozenDessertsAtRetail	NAPCS	5611114
BakedGoodsExceptFrozenProductsAtRetail	NAPCS	5611115
CookiesAtRetail	NAPCS	5611115
CrackersAtRetail	NAPCS	5611115
PerishablePreparedFoodsIncludingFreshSlicedDeliMeatsPastaAtRetail	NAPCS	5611116
PreparedEntreesPastaAtRetail	NAPCS	5611116
FreshPastaAtRetail	NAPCS	5611116
FrozenFoodAtRetail	NAPCS	5611121
CookiesFoodsAtRetail	NAPCS	5611122
ConfectioneryFoodsAtRetail	NAPCS	5611122
SnackFoodsAtRetail	NAPCS	5611122
PackagedFoodDryGoodsAtRetail	NAPCS	5611123
OtherFoods	NAPCS	5611129
InBundleN.e.c.AtRetail	NAPCS	5611129
SoftDrinksExceptBottledWaterAtRetail	NAPCS	5611141
NonAlcoholicBeveragesExceptSoftDrinksMilkDrinksAtRetail	NAPCS	5611142
HotBeveragesDrinksAtRetail	NAPCS	5611142
FrozenDrinksAtRetail	NAPCS	5611142
HotPreparedBeveragesIncludingHotCoffeeAtRetail	NAPCS	5611143
AlcoholicBeveragesAtRetail	NAPCS	5611144
IceAtRetail	NAPCS	5611145
CannabisSeedsAtRetail	NAPCS	5611311
CannabisVegetativePlantsAtRetail	NAPCS	5611312
FreshCannabisFloweringTopsIncludingLeavesForNonMedicalUseAtRetail	NAPCS	5611321
FreshCannabisFloweringTopsIncludingLeavesForMedicalUseAtRetail	NAPCS	5611322
DriedCannabisFloweringTopsIncludingLeavesForNonMedicalUseAtRetail	NAPCS	5611331
DriedCannabisFloweringTopsIncludingLeavesForMedicalUseAtRetail	NAPCS	5611332
CannabisExtractInhaledProductsForNonMedicalUseAtRetail	NAPCS	5611343
CannabisExtractInhaledProductsForMedicalUseAtRetail	NAPCS	5611344
CannabisExtractsIngestedProductsForNonMedicalUseAtRetail	NAPCS	5611345
CannabisExtractsIngestedProductsForMedicalUseAtRetail	NAPCS	5611346
OtherCannabisExtractsProductsAtRetail	NAPCS	5611349
CannabisInfusedBeveragesAtRetail	NAPCS	5611361
CannabisInfusedEdibleProductsExceptBeveragesAtRetail	NAPCS	5611362
CannabisTopicalProductsAtRetail	NAPCS	5611391
OtherCannabisProductsN.e.c.AtRetail	NAPCS	5611399
Men'sOuterwearCoats	NAPCS	5612111
JacketsAtRetail	NAPCS	5612111
Men'sSuitsAtRetail	NAPCS	5612112
SportJacketsAtRetail	NAPCS	5612112
BlazersAtRetail	NAPCS	5612112
Men'sPantsAtRetail	NAPCS	5612113
ShirtsBottomsAtRetail	NAPCS	5612113
TopsAtRetail	NAPCS	5612113
SweatersBottoms	NAPCS	5612113
TopsAtRetail	NAPCS	5612113
OtherBottoms	NAPCS	5612113
TopsAtRetail	NAPCS	5612113
Men'sSleepwearAtRetail	NAPCS	5612114
UnderwearAtRetail	NAPCS	5612114
HosieryAtRetail	NAPCS	5612114
Men'sHatsGlovesAccessoriesAtRetail	NAPCS	5612115
BeltsAccessoriesAtRetail	NAPCS	5612115
OtherAccessoriesAtRetail	NAPCS	5612115
Men'sClothingN.e.c.AtRetail	NAPCS	5612116
Women'sOuterwearCoats	NAPCS	5612121
JacketsAtRetail	NAPCS	5612121
Women'sDresses	NAPCS	5612122
SuitsAtRetail	NAPCS	5612122
Women'sSkirtsPantsAtRetail	NAPCS	5612123
BlousesBottomsAtRetail	NAPCS	5612123
TopsAtRetail	NAPCS	5612123
SweatersBottoms	NAPCS	5612123
TopsAtRetail	NAPCS	5612123
OtherBottoms	NAPCS	5612123
TopsAtRetail	NAPCS	5612123
Women'sLingerieAtRetail	NAPCS	5612124
SleepwearAtRetail	NAPCS	5612124
UnderwearAtRetail	NAPCS	5612124
Women'sHosieryAtRetail	NAPCS	5612125
Women'sHandbagsAtRetail	NAPCS	5612126
PursesAtRetail	NAPCS	5612126
AccessoriesAtRetail	NAPCS	5612126
Women'sClothingN.e.c.AtRetail	NAPCS	5612127
Boys'Clothing	NAPCS	5612131
AccessoriesAtRetail	NAPCS	5612131
Girls'Clothing	NAPCS	5612132
AccessoriesAtRetail	NAPCS	5612132
InfantClothingAtRetail	NAPCS	5612133
FabricExceptClothDiapersAtRetail	NAPCS	5612133
AccessoriesAtRetail	NAPCS	5612133
InfantClothDiapersAtRetail	NAPCS	5612134
VestmentsCostumesClothingForAdultsAtRetail	NAPCS	5612141
AndNonBinaryClothingForAdultsAtRetail	NAPCS	5612141
GenderNeutralClothingForAdultsAtRetail	NAPCS	5612141
VestmentsCostumesAtRetail	NAPCS	5612142
AndGenderNeutralClothingForInfantsAtRetail	NAPCS	5612142
ChildrenAtRetail	NAPCS	5612142
FineJewelleryIncludingPreciousMetalDiamondsAtRetail	NAPCS	5612311
GemstonesAtRetail	NAPCS	5612311
PearlsAtRetail	NAPCS	5612311
CostumeJewelleryIncludingBaseMetalGlassStonesAtRetail	NAPCS	5612312
PlasticStonesAtRetail	NAPCS	5612312
SyntheticStonesAtRetail	NAPCS	5612312
WatchesAtRetail	NAPCS	5612313
LuggageBriefcasesBagsAtRetail	NAPCS	5612321
KnapsacksBagsAtRetail	NAPCS	5612321
DuffelBagsAtRetail	NAPCS	5612321
Men'sAthleticFootwearAtRetail	NAPCS	5612411
Women'sAthleticFootwearAtRetail	NAPCS	5612412
Men'sNonAthleticFootwear	NAPCS	5612421
AccessoriesAtRetail	NAPCS	5612421
Women'sNonAthleticFootwear	NAPCS	5612422
AccessoriesAtRetail	NAPCS	5612422
InfantFootwear	NAPCS	5612431
AccessoriesAtRetail	NAPCS	5612431
Children'sAthleticFootwear	NAPCS	5612432
AccessoriesAtRetail	NAPCS	5612432
Children'sNonAthleticFootwearN.e.c.AtRetail	NAPCS	5612439
Mattresses	NAPCS	5613111
FoundationsAtRetail	NAPCS	5613111
InfantFurnitureAtRetail	NAPCS	5613112
IndoorHomeFurnitureN.e.c.AtRetail	NAPCS	5613113
OutdoorHomeFurnitureAtRetail	NAPCS	5613121
WindowTreatmentsAtRetail	NAPCS	5613131
HouseholdTextileProductsN.e.c.AtRetail	NAPCS	5613132
DecorativeHomeFurnishingsExceptTextileProductsAtRetail	NAPCS	5613133
TablewareKitchenwareAtRetail	NAPCS	5613141
CookwareAtRetail	NAPCS	5613141
BakewareAtRetail	NAPCS	5613141
HouseholdCleaningSuppliesAtRetail	NAPCS	5613142
MiscellaneousHouseholdSuppliesN.e.c.AtRetail	NAPCS	5613143
SmallHomeAppliancesAtRetail	NAPCS	5613151
MajorHomeAppliancesAtRetail	NAPCS	5613152
ComputersEquipmentAtRetail	NAPCS	5613161
PeripheralsEquipmentAtRetail	NAPCS	5613161
NetworkingEquipmentAtRetail	NAPCS	5613161
ComputerSoftwareExceptGameAtRetail	NAPCS	5613162
TelephonesProductsAtRetail	NAPCS	5613163
CommunicationEquipmentProductsAtRetail	NAPCS	5613163
RelatedProductsAtRetail	NAPCS	5613163
TelevisionsAudiovisualEquipmentAtRetail	NAPCS	5613164
HomeAudiovisualEquipmentAtRetail	NAPCS	5613164
StillCamerasPhotographicEquipment	NAPCS	5613165
SuppliesAtRetail	NAPCS	5613165
OtherPhotographicEquipment	NAPCS	5613165
SuppliesAtRetail	NAPCS	5613165
BicyclesEquipment	NAPCS	5614111
AccessoriesAtRetail	NAPCS	5614111
BikingEquipment	NAPCS	5614111
AccessoriesAtRetail	NAPCS	5614111
ExerciseEquipmentAtRetail	NAPCS	5614112
GolfEquipmentAtRetail	NAPCS	5614113
SkiingEquipmentAtRetail	NAPCS	5614114
SnowboardingEquipmentAtRetail	NAPCS	5614114
HuntingEquipmentAtRetail	NAPCS	5614115
FishingEquipmentAtRetail	NAPCS	5614115
CampingEquipmentAtRetail	NAPCS	5614115
TeamSportingEquipmentAtRetail	NAPCS	5614116
SportingEquipmentN.e.c.AtRetail	NAPCS	5614117
ElectronicGameConsolesExceptGameSoftwareAtRetail	NAPCS	5614121
ToysExceptGameConsoles	NAPCS	5614122
SoftwareAtRetail	NAPCS	5614122
GamesExceptGameConsoles	NAPCS	5614122
SoftwareAtRetail	NAPCS	5614122
Artists'Equipment	NAPCS	5614151
SuppliesAtRetail	NAPCS	5614151
MusicalInstrumentsMusicAtRetail	NAPCS	5614152
PrintedMusicAtRetail	NAPCS	5614152
SewingSuppliesAtRetail	NAPCS	5614153
KnittingSuppliesAtRetail	NAPCS	5614153
CraftKitsSuppliesN.e.c.AtRetail	NAPCS	5614154
LeisureSuppliesN.e.c.AtRetail	NAPCS	5614154
HobbyKitsSuppliesN.e.c.AtRetail	NAPCS	5614154
LeisureSuppliesN.e.c.AtRetail	NAPCS	5614154
PrintedBooksAtRetail	NAPCS	5614211
EBooksAtRetail	NAPCS	5614212
NewspapersPeriodicalsPrintedAtRetail	NAPCS	5614221
MagazinesPeriodicalsPrintedAtRetail	NAPCS	5614221
OtherPeriodicalsPrintedAtRetail	NAPCS	5614221
NewspapersPeriodicalsOnlineAtRetail	NAPCS	5614222
MagazinesPeriodicalsOnlineAtRetail	NAPCS	5614222
OtherPeriodicalsOnlineAtRetail	NAPCS	5614222
OtherPublicationsN.e.c.IncludingPostersArtPrintsCardsPrintedAtRetail	NAPCS	5614231
MapsCardsPrintedAtRetail	NAPCS	5614231
GreetingCardsPrintedAtRetail	NAPCS	5614231
OtherPublicationsN.e.c.IncludingMapsCardsOnlineAtRetail	NAPCS	5614232
GreetingCardsOnlineAtRetail	NAPCS	5614232
AudioRecordingsOnPhysicalMediaAtRetail	NAPCS	5614311
AudioRecordingsDownloadableAtRetail	NAPCS	5614312
MoviesOnPhysicalMediaAtRetail	NAPCS	5614321
MoviesDownloadableAtRetail	NAPCS	5614322
TelevisionProgramsVideoRecordingsOnPhysicalMediaAtRetail	NAPCS	5614323
OtherVideoRecordingsOnPhysicalMediaAtRetail	NAPCS	5614323
TelevisionProgramsVideoRecordingsDownloadableAtRetail	NAPCS	5614324
OtherVideoRecordingsDownloadableAtRetail	NAPCS	5614324
GameSoftwareOnPhysicalMediaAtRetail	NAPCS	5614331
GameSoftwareDownloadableAtRetail	NAPCS	5614332
NewPassengerAutomobilesAtRetail	NAPCS	5615111
NewMinivansTrucksAtRetail	NAPCS	5615112
SportUtilityVehiclesTrucksAtRetail	NAPCS	5615112
LightTrucksAtRetail	NAPCS	5615112
NewMediumTrucksAtRetail	NAPCS	5615113
HeavyTrucksAtRetail	NAPCS	5615113
UsedPassengerAutomobilesAtRetail	NAPCS	5615121
UsedMinivansTrucksAtRetail	NAPCS	5615122
SportUtilityVehiclesTrucksAtRetail	NAPCS	5615122
LightTrucksAtRetail	NAPCS	5615122
UsedMediumTrucksAtRetail	NAPCS	5615123
HeavyTrucksAtRetail	NAPCS	5615123
NewMotorcycles	NAPCS	5615211
ScootersAtRetail	NAPCS	5615211
NewMotorHomesCampersAtRetail	NAPCS	5615212
TravelTrailersCampersAtRetail	NAPCS	5615212
TruckCampersAtRetail	NAPCS	5615212
NewSnowmobilesOffRoadVehiclesAtRetail	NAPCS	5615213
PersonalOffRoadVehiclesAtRetail	NAPCS	5615213
NewRecreationalBoatsAtRetail	NAPCS	5615214
NewUnmannedAircraftNewRecreationalVehiclesN.e.c.AtRetail	NAPCS	5615215
OtherNewRecreationalVehiclesN.e.c.AtRetail	NAPCS	5615215
UsedMotorcycles	NAPCS	5615221
ScootersAtRetail	NAPCS	5615221
UsedMotorHomesCampersAtRetail	NAPCS	5615222
TravelTrailersCampersAtRetail	NAPCS	5615222
TruckCampersAtRetail	NAPCS	5615222
UsedSnowmobilesOffRoadVehiclesAtRetail	NAPCS	5615223
PersonalOffRoadVehiclesAtRetail	NAPCS	5615223
UsedRecreationalBoatsAtRetail	NAPCS	5615224
UsedUnmannedAircraftUsedRecreationalVehiclesN.e.c.AtRetail	NAPCS	5615225
OtherUsedRecreationalVehiclesN.e.c.AtRetail	NAPCS	5615225
NewMotorVehicleTiresAtRetail	NAPCS	5615311
MotorVehiclePartsExceptTiresAtRetail	NAPCS	5615312
AccessoriesExceptTiresAtRetail	NAPCS	5615312
NewAtRetail	NAPCS	5615312
UsedAtRetail	NAPCS	5615312
AutomotiveChemicalsAtRetail	NAPCS	5615313
AutomotiveFuelsAtRetail	NAPCS	5616111
AutomotiveAlternativeFuelsAtRetail	NAPCS	5616112
HouseholdHeatingOilsAtRetail	NAPCS	5616121
HouseholdFuelsExceptHeatingOilsAtRetail	NAPCS	5616122
PrescriptionPharmaceuticalsAtRetail	NAPCS	5617111
NonPrescriptionPharmaceuticalsAtRetail	NAPCS	5617112
VitaminsHealthSupplementsAtRetail	NAPCS	5617113
MineralsHealthSupplementsAtRetail	NAPCS	5617113
OtherHealthSupplementsAtRetail	NAPCS	5617113
PrescriptionEyewearAtRetail	NAPCS	5617121
NonPrescriptionEyewearAtRetail	NAPCS	5617122
HomeHealthProductsN.e.c.AtRetail	NAPCS	5617131
InfantDisposableDiapersAtRetail	NAPCS	5617211
InfantCarSeatsAtRetail	NAPCS	5617212
Children'sCarSeatsAtRetail	NAPCS	5617212
StrollersCareProductsN.e.c.AtRetail	NAPCS	5617213
InfantCareProductsN.e.c.AtRetail	NAPCS	5617213
Cosmetics	NAPCS	5617221
FragrancesAtRetail	NAPCS	5617221
ToiletriesAtRetail	NAPCS	5617222
FeminineHygieneProductsAtRetail	NAPCS	5617223
IncontinenceProductsAtRetail	NAPCS	5617224
PersonalCareSupplies	NAPCS	5617225
EquipmentN.e.c.AtRetail	NAPCS	5617225
HardwareAtRetail	NAPCS	5618111
HandToolsAtRetail	NAPCS	5618112
PowerToolsAtRetail	NAPCS	5618113
AirConditioningEquipmentAtRetail	NAPCS	5618121
HeatingEquipmentAtRetail	NAPCS	5618121
PlumbingSuppliesIncludingFixturesAtRetail	NAPCS	5618122
ElectricalSuppliesIncludingFixturesAtRetail	NAPCS	5618122
PaintAtRetail	NAPCS	5618123
PaintingSuppliesAtRetail	NAPCS	5618123
WallpaperAtRetail	NAPCS	5618123
FloorCoveringsIncludingWoodFlooring	NAPCS	5618124
TilesAtRetail	NAPCS	5618124
LumberRenovationMaterials	NAPCS	5618125
SuppliesAtRetail	NAPCS	5618125
OtherRenovationMaterials	NAPCS	5618125
SuppliesAtRetail	NAPCS	5618125
HardwareRelatedProductsN.e.c.AtRetail	NAPCS	5618126
RenovationRelatedProductsN.e.c.AtRetail	NAPCS	5618126
LawnmowersToolsAtRetail	NAPCS	5618131
SnowblowersToolsAtRetail	NAPCS	5618131
GardeningToolsAtRetail	NAPCS	5618131
LivePlantsAtRetail	NAPCS	5618132
SeedsSuppliesExceptAgriculturalFertilizersAtRetail	NAPCS	5618132
PesticidesAtRetail	NAPCS	5618132
AndOtherHomeSuppliesExceptAgriculturalFertilizers	NAPCS	5618132
PesticidesAtRetail	NAPCS	5618132
GardenSuppliesExceptAgriculturalFertilizers	NAPCS	5618132
PesticidesAtRetail	NAPCS	5618132
PetsAtRetail	NAPCS	5619111
PetFoodAtRetail	NAPCS	5619112
SuppliesAtRetail	NAPCS	5619112
AccessoriesAtRetail	NAPCS	5619112
TobaccoProductsExceptECigarettesAtRetail	NAPCS	5619121
AccessoriesExceptECigarettesAtRetail	NAPCS	5619121
ElectronicCigarettesELiquidRefillsELiquidDeliverySystemsAtRetail	NAPCS	5619122
VaporizersELiquidDeliverySystemsAtRetail	NAPCS	5619122
OtherELiquidDeliverySystemsAtRetail	NAPCS	5619122
HomeOfficeEquipmentN.e.c.AtRetail	NAPCS	5619131
HomeOfficeSuppliesN.e.c.AtRetail	NAPCS	5619132
FarmEquipmentAtRetail	NAPCS	5619141
FarmSuppliesAtRetail	NAPCS	5619142
SuppliesForBeer	NAPCS	5619151
WineMakingAtRetail	NAPCS	5619151
CutFlowersSuppliesAtRetail	NAPCS	5619152
IndoorPottedPlantsSuppliesAtRetail	NAPCS	5619152
FloralSuppliesAtRetail	NAPCS	5619152
Monuments	NAPCS	5619153
TombstonesAtRetail	NAPCS	5619153
ManufacturedMobileHomesAtRetail	NAPCS	5619154
ProfessionalInstrumentsAtRetail	NAPCS	5619155
ScientificInstrumentsAtRetail	NAPCS	5619155
EquipmentForNonFarmActivitiesN.e.c.AtRetail	NAPCS	5619156
SuppliesForNonFarmActivitiesN.e.c.AtRetail	NAPCS	5619156
OtherMiscellaneousEquipment	NAPCS	5619157
SuppliesN.e.c.AtRetail	NAPCS	5619157
ArtworkAtRetail	NAPCS	5619161
Collectors'ItemsAtRetail	NAPCS	5619162
AntiquesMerchandiseExceptMotorVehiclesHomesAtRetail	NAPCS	5619163
MobileHomesAtRetail	NAPCS	5619163
AndUsedMerchandiseExceptMotorVehiclesHomesAtRetail	NAPCS	5619163
MobileHomesAtRetail	NAPCS	5619163
SecondHandMerchandiseExceptMotorVehiclesHomesAtRetail	NAPCS	5619163
MobileHomesAtRetail	NAPCS	5619163
RetailTradeCommissionsForCannabisProducts	NAPCS	5621112
RetailCommissionsBasedOnSellingRepairServices	NAPCS	5621113
MaintenanceServices	NAPCS	5621113
RetailCommissionsBasedOnRentalServices	NAPCS	5621114
LeasingServices	NAPCS	5621114
RetailCommissionsBasedOnNonMedicalCareServicesForPets	NAPCS	5621115
RetailCommissionsBasedOnPostalCourierServices	NAPCS	5621116
ParcelServices	NAPCS	5621116
DeliveryServices	NAPCS	5621116
RetailCommissionsBasedOnRestaurantsMeals	NAPCS	5621117
Beverages	NAPCS	5621117
PreparedMeals	NAPCS	5621117
Beverages	NAPCS	5621117
RetailCommissionsBasedOnSellingLotteryTicketsGiftCertificates	NAPCS	5621118
Cards	NAPCS	5621118
OtherRetailTradeCommissionsN.e.c.	NAPCS	5621119
MaintenanceServicesExceptCleaningForAgriculturalConstructionMachinery	NAPCS	5711111
Equipment	NAPCS	5711111
RepairServicesExceptCleaningForAgriculturalConstructionMachinery	NAPCS	5711111
Equipment	NAPCS	5711111
MiningMachinery	NAPCS	5711111
Equipment	NAPCS	5711111
ForestryMachinery	NAPCS	5711111
Equipment	NAPCS	5711111
MaintenanceServicesExceptCleaningForCommercialRefrigerationEquipment	NAPCS	5711112
RepairServicesExceptCleaningForCommercialRefrigerationEquipment	NAPCS	5711112
MaintenanceServicesExceptCleaningForServiceIndustryCommercialMachinery	NAPCS	5711113
Equipment	NAPCS	5711113
OtherCommercialMachinery	NAPCS	5711113
Equipment	NAPCS	5711113
RepairServicesExceptCleaningForServiceIndustryCommercialMachinery	NAPCS	5711113
Equipment	NAPCS	5711113
OtherCommercialMachinery	NAPCS	5711113
Equipment	NAPCS	5711113
MaintenanceServicesExceptCleaningForIndustrialMachinery	NAPCS	5711114
Equipment	NAPCS	5711114
RepairServicesExceptCleaningForIndustrialMachinery	NAPCS	5711114
Equipment	NAPCS	5711114
IndustrialMachineryCleaningServices	NAPCS	5711115
EquipmentCleaningServices	NAPCS	5711115
CommercialMachineryCleaningServices	NAPCS	5711115
EquipmentCleaningServices	NAPCS	5711115
MaintenanceServicesForComputerHardware	NAPCS	5711121
Software	NAPCS	5711121
RepairServicesForComputerHardware	NAPCS	5711121
Software	NAPCS	5711121
MaintenanceServicesForCommunicationEquipment	NAPCS	5711122
NavigationEquipment	NAPCS	5711122
RepairServicesForCommunicationEquipment	NAPCS	5711122
NavigationEquipment	NAPCS	5711122
MaintenanceServicesForOfficeEquipmentExceptComputerHardware	NAPCS	5711123
Peripherals	NAPCS	5711123
RepairServicesForOfficeEquipmentExceptComputerHardware	NAPCS	5711123
Peripherals	NAPCS	5711123
MaintenanceServicesForConsumerElectronics	NAPCS	5711124
RepairServicesForConsumerElectronics	NAPCS	5711124
MaintenanceServicesForElectronicMedicalEquipment	NAPCS	5711125
RepairServicesForElectronicMedicalEquipment	NAPCS	5711125
MaintenanceServicesForOtherElectronicEquipment	NAPCS	5711126
PrecisionEquipment	NAPCS	5711126
RepairServicesForOtherElectronicEquipment	NAPCS	5711126
PrecisionEquipment	NAPCS	5711126
MaintenanceServicesForHouseholdTypeAppliances	NAPCS	5711131
Equipment	NAPCS	5711131
RepairServicesForHouseholdTypeAppliances	NAPCS	5711131
Equipment	NAPCS	5711131
MaintenanceServicesIncludingReupholsteryForHomeFurniture	NAPCS	5711132
RepairServicesIncludingReupholsteryForHomeFurniture	NAPCS	5711132
MaintenanceRepairServicesForApparelFootwearWatches	NAPCS	5711133
Jewellery	NAPCS	5711133
AlterationServicesForApparelFootwearWatches	NAPCS	5711133
Jewellery	NAPCS	5711133
MaintenanceServicesForSportingVehicles	NAPCS	5711134
Equipment	NAPCS	5711134
RepairServicesForSportingVehicles	NAPCS	5711134
Equipment	NAPCS	5711134
FitnessVehicles	NAPCS	5711134
Equipment	NAPCS	5711134
RecreationalVehicles	NAPCS	5711134
Equipment	NAPCS	5711134
MaintenanceServicesForOtherPersonalGoods	NAPCS	5711135
HouseholdGoods	NAPCS	5711135
RepairServicesForOtherPersonalGoods	NAPCS	5711135
HouseholdGoods	NAPCS	5711135
RentalServicesOfAutomobilesTrucks	NAPCS	5811111
LightTrucks	NAPCS	5811111
OperatingLeasingServicesOfAutomobilesTrucks	NAPCS	5811112
LightTrucks	NAPCS	5811112
RentalLeasingServicesOfMotorHomesTravelTrailers	NAPCS	5811121
Campers	NAPCS	5811121
OperatingLeasingServicesOfMotorHomesTravelTrailers	NAPCS	5811121
Campers	NAPCS	5811121
RentalLeasingServicesOfBusesWithoutOperator	NAPCS	5811131
Driver	NAPCS	5811131
OperatingLeasingServicesOfBusesWithoutOperator	NAPCS	5811131
Driver	NAPCS	5811131
RentalLeasingServicesOfHeavyTrucksTrailersWithoutOperator	NAPCS	5811132
Driver	NAPCS	5811132
TruckTrailersWithoutOperator	NAPCS	5811132
Driver	NAPCS	5811132
OperatingLeasingServicesOfHeavyTrucksTrailersWithoutOperator	NAPCS	5811132
Driver	NAPCS	5811132
TruckTrailersWithoutOperator	NAPCS	5811132
Driver	NAPCS	5811132
RentalLeasingServicesOfComputerEquipment	NAPCS	5812111
OperatingLeasingServicesOfComputerEquipment	NAPCS	5812111
RentalLeasingServicesOfOfficeFurniture	NAPCS	5812211
OperatingLeasingServicesOfOfficeFurniture	NAPCS	5812211
RentalLeasingServicesOfOtherOfficeEquipment	NAPCS	5812212
OperatingLeasingServicesOfOtherOfficeEquipment	NAPCS	5812212
RentalLeasingServicesOfAirTransportationEquipmentWithoutOperator	NAPCS	5813111
OperatingLeasingServicesOfAirTransportationEquipmentWithoutOperator	NAPCS	5813111
RentalLeasingServicesOfRailTransportationEquipmentWithoutOperator	NAPCS	5813112
OperatingLeasingServicesOfRailTransportationEquipmentWithoutOperator	NAPCS	5813112
RentalLeasingServicesOfWaterTransportationEquipmentWithoutOperator	NAPCS	5813113
OperatingLeasingServicesOfWaterTransportationEquipmentWithoutOperator	NAPCS	5813113
RentalLeasingServicesOfHeavyMachinery	NAPCS	5813121
EquipmentWithoutOperator	NAPCS	5813121
OperatingLeasingServicesOfHeavyMachinery	NAPCS	5813121
EquipmentWithoutOperator	NAPCS	5813121
RentalLeasingServicesOfCommunicationEquipmentWithoutOperator	NAPCS	5813122
OperatingLeasingServicesOfCommunicationEquipmentWithoutOperator	NAPCS	5813122
RentalLeasingServicesOfOtherCommercialMachineryN.e.c.WithoutOperator	NAPCS	5813123
EquipmentN.e.c.WithoutOperator	NAPCS	5813123
IndustrialMachineryN.e.c.WithoutOperator	NAPCS	5813123
EquipmentN.e.c.WithoutOperator	NAPCS	5813123
OperatingLeasingServicesOfOtherCommercialMachineryN.e.c.WithoutOperator	NAPCS	5813123
