skillId	occupationId
Active_Learning	Glass_Blowers,_Molders,_Benders,_and_Finishers
Active_Learning	Glaziers
Active_Learning	Government_Property_Inspectors_and_Investigators
Active_Learning	Graders_and_Sorters,_Agricultural_Products
Active_Learning	Graphic_Designers
Active_Learning	Grinding_and_Polishing_Workers,_Hand
Active_Learning	Grinding,_Lapping,_Polishing,_and_Buffing_Machine_Tool_Setters,_Operators,_and_Tenders,_Metal_and_Plastic
Active_Learning	Hairdressers,_Hairstylists,_and_Cosmetologists
Active_Learning	Hazardous_Materials_Removal_Workers
Active_Learning	Health_and_Safety_Engineers,_Except_Mining_Safety_Engineers_and_Inspectors
Active_Learning	Health_Education_Specialists
Active_Learning	Health_Informatics_Specialists
Active_Learning	Health_Specialties_Teachers,_Postsecondary
Active_Learning	Healthcare_Social_Workers
Active_Learning	Hearing_Aid_Specialists
Active_Learning	Heat_Treating_Equipment_Setters,_Operators,_and_Tenders,_Metal_and_Plastic
Active_Learning	Heating,_Air_Conditioning,_and_Refrigeration_Mechanics_and_Installers
Active_Learning	Heavy_and_Tractor-Trailer_Truck_Drivers
Active_Learning	Helpers--Brickmasons,_Blockmasons,_Stonemasons,_and_Tile_and_Marble_Setters
Active_Learning	Helpers--Carpenters
Active_Learning	Helpers--Electricians
Active_Learning	Helpers--Extraction_Workers
Active_Learning	Helpers--Installation,_Maintenance,_and_Repair_Workers
Active_Learning	Helpers--Painters,_Paperhangers,_Plasterers,_and_Stucco_Masons
Active_Learning	Helpers--Pipelayers,_Plumbers,_Pipefitters,_and_Steamfitters
Active_Learning	Helpers--Production_Workers
Active_Learning	Helpers--Roofers
Active_Learning	Highway_Maintenance_Workers
Active_Learning	Histology_Technicians
Active_Learning	Historians
Active_Learning	History_Teachers,_Postsecondary
Active_Learning	Histotechnologists
Active_Learning	Hoist_and_Winch_Operators
Active_Learning	Home_Appliance_Repairers
Active_Learning	Home_Health_Aides
Active_Learning	Hospitalists
Active_Learning	Hosts_and_Hostesses,_Restaurant,_Lounge,_and_Coffee_Shop
Active_Learning	Hotel,_Motel,_and_Resort_Desk_Clerks
Active_Learning	Human_Factors_Engineers_and_Ergonomists
Active_Learning	Human_Resources_Assistants,_Except_Payroll_and_Timekeeping
Active_Learning	Human_Resources_Managers
Active_Learning	Human_Resources_Specialists
Active_Learning	Hydroelectric_Plant_Technicians
Active_Learning	Hydroelectric_Production_Managers
Active_Learning	Hydrologists
Active_Learning	Industrial_Ecologists
Active_Learning	Industrial_Engineering_Technologists_and_Technicians
Active_Learning	Industrial_Engineers
Active_Learning	Industrial_Machinery_Mechanics
Active_Learning	Industrial_Production_Managers
Active_Learning	Industrial_Truck_and_Tractor_Operators
Active_Learning	Industrial-Organizational_Psychologists
Active_Learning	Information_Security_Analysts
Active_Learning	Information_Security_Engineers
Active_Learning	Information_Technology_Project_Managers
Active_Learning	Inspectors,_Testers,_Sorters,_Samplers,_and_Weighers
Active_Learning	Instructional_Coordinators
Active_Learning	Insulation_Workers,_Floor,_Ceiling,_and_Wall
Active_Learning	Insulation_Workers,_Mechanical
Active_Learning	Insurance_Appraisers,_Auto_Damage
Active_Learning	Insurance_Claims_and_Policy_Processing_Clerks
Active_Learning	Insurance_Sales_Agents
Active_Learning	Insurance_Underwriters
Active_Learning	Intelligence_Analysts
Active_Learning	Interior_Designers
Active_Learning	Interpreters_and_Translators
Active_Learning	Interviewers,_Except_Eligibility_and_Loan
Active_Learning	Investment_Fund_Managers
Active_Learning	Janitors_and_Cleaners,_Except_Maids_and_Housekeeping_Cleaners
Active_Learning	Jewelers_and_Precious_Stone_and_Metal_Workers
Active_Learning	Judges,_Magistrate_Judges,_and_Magistrates
Active_Learning	Judicial_Law_Clerks
Active_Learning	Kindergarten_Teachers,_Except_Special_Education
Active_Learning	Labor_Relations_Specialists
Active_Learning	Laborers_and_Freight,_Stock,_and_Material_Movers,_Hand
Active_Learning	Landscape_Architects
Active_Learning	Landscaping_and_Groundskeeping_Workers
Active_Learning	Lathe_and_Turning_Machine_Tool_Setters,_Operators,_and_Tenders,_Metal_and_Plastic
Active_Learning	Laundry_and_Dry-Cleaning_Workers
Active_Learning	Law_Teachers,_Postsecondary
Active_Learning	Lawyers
Active_Learning	Layout_Workers,_Metal_and_Plastic
Active_Learning	Legal_Secretaries_and_Administrative_Assistants
Active_Learning	Librarians_and_Media_Collections_Specialists
Active_Learning	Library_Assistants,_Clerical
Active_Learning	Library_Science_Teachers,_Postsecondary
Active_Learning	Library_Technicians
Active_Learning	Licensed_Practical_and_Licensed_Vocational_Nurses
Active_Learning	Lifeguards,_Ski_Patrol,_and_Other_Recreational_Protective_Service_Workers
Active_Learning	Light_Truck_Drivers
Active_Learning	Loading_and_Moving_Machine_Operators,_Underground_Mining
Active_Learning	Loan_Interviewers_and_Clerks
Active_Learning	Loan_Officers
Active_Learning	Locker_Room,_Coatroom,_and_Dressing_Room_Attendants
Active_Learning	Locksmiths_and_Safe_Repairers
Active_Learning	Locomotive_Engineers
Active_Learning	Lodging_Managers
Active_Learning	Log_Graders_and_Scalers
Active_Learning	Logging_Equipment_Operators
Active_Learning	Logisticians
Active_Learning	Logistics_Analysts
Active_Learning	Logistics_Engineers
Active_Learning	Loss_Prevention_Managers
Active_Learning	Low_Vision_Therapists,_Orientation_and_Mobility_Specialists,_and_Vision_Rehabilitation_Therapists
Active_Learning	Machine_Feeders_and_Offbearers
Active_Learning	Machinists
Active_Learning	Magnetic_Resonance_Imaging_Technologists
Active_Learning	Maids_and_Housekeeping_Cleaners
Active_Learning	Mail_Clerks_and_Mail_Machine_Operators,_Except_Postal_Service
Active_Learning	Maintenance_and_Repair_Workers,_General
Active_Learning	Maintenance_Workers,_Machinery
Active_Learning	Makeup_Artists,_Theatrical_and_Performance
Active_Learning	Management_Analysts
Active_Learning	Manicurists_and_Pedicurists
Active_Learning	Manufactured_Building_and_Mobile_Home_Installers
Active_Learning	Manufacturing_Engineers
Active_Learning	Marine_Engineers_and_Naval_Architects
Active_Learning	Market_Research_Analysts_and_Marketing_Specialists
Active_Learning	Marketing_Managers
Active_Learning	Marriage_and_Family_Therapists
Active_Learning	Massage_Therapists
Active_Learning	Materials_Engineers
Active_Learning	Materials_Scientists
Active_Learning	Mathematical_Science_Teachers,_Postsecondary
Active_Learning	Mathematicians
Active_Learning	Meat,_Poultry,_and_Fish_Cutters_and_Trimmers
Active_Learning	Mechanical_Door_Repairers
Active_Learning	Mechanical_Drafters
Active_Learning	Mechanical_Engineering_Technologists_and_Technicians
Active_Learning	Mechanical_Engineers
Active_Learning	Mechatronics_Engineers
Active_Learning	Media_Programming_Directors
Active_Learning	Media_Technical_Directors_Managers
Active_Learning	Medical_and_Clinical_Laboratory_Technicians
Active_Learning	Medical_and_Clinical_Laboratory_Technologists
Active_Learning	Medical_and_Health_Services_Managers
Active_Learning	Medical_Appliance_Technicians
Active_Learning	Medical_Assistants
Active_Learning	Medical_Dosimetrists
Active_Learning	Medical_Equipment_Preparers
Active_Learning	Medical_Equipment_Repairers
Active_Learning	Medical_Scientists,_Except_Epidemiologists
Active_Learning	Medical_Secretaries_and_Administrative_Assistants
Active_Learning	Medical_Transcriptionists
Active_Learning	Meeting,_Convention,_and_Event_Planners
Active_Learning	Mental_Health_and_Substance_Abuse_Social_Workers
Active_Learning	Mental_Health_Counselors
Active_Learning	Merchandise_Displayers_and_Window_Trimmers
Active_Learning	Metal-Refining_Furnace_Operators_and_Tenders
Active_Learning	Meter_Readers,_Utilities
Active_Learning	Microbiologists
Active_Learning	Microsystems_Engineers
Active_Learning	Middle_School_Teachers,_Except_Special_and_Career_Technical_Education
Active_Learning	Midwives
Active_Learning	Milling_and_Planing_Machine_Setters,_Operators,_and_Tenders,_Metal_and_Plastic
Active_Learning	Millwrights
Active_Learning	Mining_and_Geological_Engineers,_Including_Mining_Safety_Engineers
Active_Learning	Mixing_and_Blending_Machine_Setters,_Operators,_and_Tenders
Active_Learning	Mobile_Heavy_Equipment_Mechanics,_Except_Engines
Active_Learning	Model_Makers,_Metal_and_Plastic
Active_Learning	Model_Makers,_Wood
Active_Learning	Models
Active_Learning	Molders,_Shapers,_and_Casters,_Except_Metal_and_Plastic
Active_Learning	Molding,_Coremaking,_and_Casting_Machine_Setters,_Operators,_and_Tenders,_Metal_and_Plastic
Active_Learning	Molecular_and_Cellular_Biologists
Active_Learning	Morticians,_Undertakers,_and_Funeral_Arrangers
Active_Learning	Motion_Picture_Projectionists
Active_Learning	Motorboat_Mechanics_and_Service_Technicians
Active_Learning	Motorboat_Operators
Active_Learning	Motorcycle_Mechanics
