ns	type	id	name	description	code	commodityTitle
onet.org.ai	Tool	PumpActionRifles	Pump action rifles	Pump action rifles	49131605	
onet.org.ai	Tool	PurseSeines	Purse seines	Purse seines	21111504	
onet.org.ai	Tool	Quivers	Quivers	Quivers	49181603	
onet.org.ai	Tool	RadioBuoys	Radio buoys	Radio buoys	21111506	
onet.org.ai	Tool	Radio_Direction_Finders_Rdf	Radio direction finders RDF	Radio direction finders RDF	41112902	
onet.org.ai	Tool	RadioHeadsets	Radio headsets	Radio headsets	43191609	
onet.org.ai	Tool	RatchetShears	Ratchet shears	Ratchet shears	27111506	
onet.org.ai	Tool	RecurveBows	Recurve bows	Recurve bows	49181602	
onet.org.ai	Tool	ReloadingCalipers	Reloading calipers	Reloading calipers	41111621	
onet.org.ai	Tool	ReloadingDies	Reloading dies	Reloading dies	46101506	
onet.org.ai	Tool	ReloadingPowderFunnels	Reloading powder funnels	Reloading powder funnels	40141735	
onet.org.ai	Tool	ReloadingPresses	Reloading presses	Reloading presses	46101506	
onet.org.ai	Tool	RifleBorescopes	Rifle borescopes	Rifle borescopes	41111716	
onet.org.ai	Tool	RifleScopes	Rifle scopes	Rifle scopes	41111715	
onet.org.ai	Tool	SatelliteRadios	Satellite radios	Satellite radios	25111901	
onet.org.ai	Tool	ScottishSeines	Scottish seines	Scottish seines	21111504	
onet.org.ai	Tool	SearchlightSonars	Searchlight sonars	Searchlight sonars	41115501	
onet.org.ai	Tool	Seiners	Seiners	Seiners	25111501	
onet.org.ai	Tool	SemiAutomaticRifles	Semi-automatic rifles	Semi-automatic rifles	49131605	
onet.org.ai	Tool	SetNets	Set nets	Set nets	21111504	
onet.org.ai	Tool	ShootingGlasses	Shooting glasses	Shooting glasses	46181802	
onet.org.ai	Tool	ShootingSticks	Shooting sticks	Shooting sticks	56101536	
onet.org.ai	Tool	ShotgunScopes	Shotgun scopes	Shotgun scopes	41111715	
onet.org.ai	Tool	ShrimpWinches	Shrimp winches	Shrimp winches	21111508	
onet.org.ai	Tool	SignalMirrors	Signal mirrors	Signal mirrors	31241702	
onet.org.ai	Tool	SingleActionRevolvers	Single-action revolvers	Single-action revolvers	46101504	
onet.org.ai	Tool	SinkLines	Sink lines	Sink lines	21111503	
onet.org.ai	Tool	Skiffs	Skiffs	Skiffs	25111502	
onet.org.ai	Tool	SkinningKnives	Skinning knives	Skinning knives	27111503	
onet.org.ai	Tool	SlatBoxes	Slat boxes	Slat boxes	49131603	
onet.org.ai	Tool	Small_Decked_Fishing_Vessels	Small decked fishing vessels	Small decked fishing vessels	25111502	
onet.org.ai	Tool	Snares	Snares	Snares	49131603	
onet.org.ai	Tool	SonicCleaners	Sonic cleaners	Sonic cleaners	42282017	
onet.org.ai	Tool	SpaceBlankets	Space blankets	Space blankets	42171702	
onet.org.ai	Tool	StakeNets	Stake nets	Stake nets	21111504	
onet.org.ai	Tool	StakePullers	Stake pullers	Stake pullers	27112013	
onet.org.ai	Tool	StowNets	Stow nets	Stow nets	21111504	
onet.org.ai	Tool	StringSilencers	String silencers	String silencers	49181608	
onet.org.ai	Tool	StrobeLights	Strobe lights	Strobe lights	39111706	
onet.org.ai	Tool	SurvivalPocketKnives	Survival pocket knives	Survival pocket knives	27111504	
onet.org.ai	Tool	TacticalAxes	Tactical axes	Tactical axes	27112005	
onet.org.ai	Tool	ThreadCleaningTools	Thread cleaning tools	Thread cleaning tools	27112806	
onet.org.ai	Tool	ThrowingAxes	Throwing axes	Throwing axes	27112005	
onet.org.ai	Tool	Toggles	Toggles	Toggles	21111506	
onet.org.ai	Tool	TrailCameras	Trail cameras	Trail cameras	45121501	
onet.org.ai	Tool	TrammelNets	Trammel nets	Trammel nets	21111504	
onet.org.ai	Tool	TrapHarnesses	Trap harnesses	Trap harnesses	49131603	
onet.org.ai	Tool	TrapSetters	Trap setters	Trap setters	27112104	
onet.org.ai	Tool	TrapSettingTongs	Trap setting tongs	Trap setting tongs	27112104	
onet.org.ai	Tool	TrapStakes	Trap stakes	Trap stakes	49131603	
onet.org.ai	Tool	TrapTriggers	Trap triggers	Trap triggers	49131603	
onet.org.ai	Tool	Trawlers	Trawlers	Trawlers	25111502	
onet.org.ai	Tool	TreeSteps	Tree steps	Tree steps	31162609	
onet.org.ai	Tool	TriggerLocks	Trigger locks	Trigger locks	46101506	
onet.org.ai	Tool	TriggerPullGauges	Trigger pull gauges	Trigger pull gauges	41111934	
onet.org.ai	Tool	TriplexTrawls	Triplex trawls	Triplex trawls	21111504	
onet.org.ai	Tool	Trollers	Trollers	Trollers	25111502	
onet.org.ai	Tool	TrollingBlocks	Trolling blocks	Trolling blocks	24101613	
onet.org.ai	Tool	Trotlines	Trotlines	Trotlines	21111503	
onet.org.ai	Tool	TunnelTraps	Tunnel traps	Tunnel traps	49131603	
onet.org.ai	Tool	UndeckedFishingVessels	Undecked fishing vessels	Undecked fishing vessels	25111502	
onet.org.ai	Tool	Very_High_Frequency_Vhf_Radiotelephone_Systems	Very high frequency VHF radiotelephone systems	Very high frequency VHF radiotelephone systems	25111901	
onet.org.ai	Tool	ViewingEquipmentTripods	Viewing equipment tripods	Viewing equipment tripods	45121602	
onet.org.ai	Tool	WaterPurifiers	Water purifiers	Water purifiers	47101514	
onet.org.ai	Tool	WeatherAlertRadios	Weather alert radios	Weather alert radios	52161511	
onet.org.ai	Tool	WeirTraps	Weir traps	Weir traps	49131603	
onet.org.ai	Tool	Wildlife_Food_Plot_Spreaders	Wildlife food plot spreaders	Wildlife food plot spreaders	21101804	
onet.org.ai	Tool	WireRopeCutters	Wire rope cutters	Wire rope cutters	27111511	
onet.org.ai	Tool	WoodShellBlocks	Wood shell blocks	Wood shell blocks	24101613	
onet.org.ai	Tool	WristSlings	Wrist slings	Wrist slings	24101611	
onet.org.ai	Tool	BrushHogs	Brush hogs	Brush hogs	21101701	
onet.org.ai	Tool	EpicormicKnives	Epicormic knives	Epicormic knives	21102204	
onet.org.ai	Tool	HarvestingMachines	Harvesting machines	Harvesting machines	21101703	
onet.org.ai	Tool	Motorboats	Motorboats	Motorboats	25111802	
onet.org.ai	Tool	PlantingDrills	Planting drills	Planting drills	21101601	
onet.org.ai	Tool	PortableLadders	Portable ladders	Portable ladders	30191501	
onet.org.ai	Tool	SprayGuns	Spray guns	Spray guns	27112903	
onet.org.ai	Tool	AugerBits	Auger bits	Auger bits	27111537	
onet.org.ai	Tool	BoomBoats	Boom boats	Boom boats	25111506	
onet.org.ai	Tool	CaulkBoots	Caulk boots	Caulk boots	46181604	
onet.org.ai	Tool	ChainSawChaps	Chain saw chaps	Chain saw chaps	46181527	
onet.org.ai	Tool	CombiCans	Combi cans	Combi cans	24111802	
onet.org.ai	Tool	DiameterTapeMeasures	Diameter tape measures	Diameter tape measures	27111801	
onet.org.ai	Tool	FellingAxes	Felling axes	Felling axes	21102202	
onet.org.ai	Tool	FileSharpeners	File sharpeners	File sharpeners	27111908	
onet.org.ai	Tool	ForestryHelicopters	Forestry helicopters	Forestry helicopters	25131603	
onet.org.ai	Tool	ForwarderCranes	Forwarder cranes	Forwarder cranes	24101625	
onet.org.ai	Tool	Frequency_Modulation_Fm_Two_Way_Radios	Frequency modulation FM two way radios	Frequency modulation FM two way radios	43191510	
onet.org.ai	Tool	GasCans	Gas cans	Gas cans	24111802	
onet.org.ai	Tool	Guylines	Guylines	Guylines	31151703	
onet.org.ai	Tool	HandWinches	Hand winches	Hand winches	24101608	
onet.org.ai	Tool	HaulbackLines	Haulback lines	Haulback lines	31151703	
onet.org.ai	Tool	ImpactResonanceDevices	Impact resonance devices	Impact resonance devices	41111804	
onet.org.ai	Tool	LoggingBoats	Logging boats	Logging boats	25111510	
onet.org.ai	Tool	LoggingTrucks	Logging trucks	Logging trucks	25101611	
onet.org.ai	Tool	MechanicalTreeHarvesters	Mechanical tree harvesters	Mechanical tree harvesters	21101703	
onet.org.ai	Tool	PocketCalculators	Pocket calculators	Pocket calculators	44101807	
onet.org.ai	Tool	Portable_Dry_Chemical_Fire_Extinguishers	Portable dry chemical fire extinguishers	Portable dry chemical fire extinguishers	46191601	
onet.org.ai	Tool	ProtectiveHardHats	Protective hard hats	Protective hard hats	46181701	
onet.org.ai	Tool	RemoteDetonationSystems	Remote detonation systems	Remote detonation systems	12131702	
onet.org.ai	Tool	Resistographs	Resistographs	Resistographs	21102206	
onet.org.ai	Tool	RubberTireSkidders	Rubber tire skidders	Rubber tire skidders	21102205	
onet.org.ai	Tool	Screnches	Screnches	Screnches	27111714	
onet.org.ai	Tool	Self_Loading_Log_Transporters	Self-loading log transporters	Self-loading log transporters	21102202	
onet.org.ai	Tool	SharpeningJigs	Sharpening jigs	Sharpening jigs	23153018	
onet.org.ai	Tool	SkiddingLines	Skidding lines	Skidding lines	31151703	
onet.org.ai	Tool	Skylines	Skylines	Skylines	31151703	
onet.org.ai	Tool	SonicDevices	Sonic devices	Sonic devices	41111804	
onet.org.ai	Tool	Strawlines	Strawlines	Strawlines	31151703	
onet.org.ai	Tool	TowerYarders	Tower yarders	Tower yarders	21102202	
onet.org.ai	Tool	TuningScrewdrivers	Tuning screwdrivers	Tuning screwdrivers	27111701	
onet.org.ai	Tool	WideTrackBulldozers	Wide track bulldozers	Wide track bulldozers	22101522	
onet.org.ai	Tool	CableSkidders	Cable skidders	Cable skidders	21102205	
onet.org.ai	Tool	Delimbers	Delimbers	Delimbers	21102202	
onet.org.ai	Tool	Digital_Tire_Pressure_Gauges	Digital tire pressure gauges	Digital tire pressure gauges	25191835	
onet.org.ai	Tool	Drive_To_Tree_Feller_Bunchers	Drive-to-tree feller bunchers	Drive-to-tree feller bunchers	21102202	
onet.org.ai	Tool	FellingHeads	Felling heads	Felling heads	21102202	
onet.org.ai	Tool	ForestryCrawlerDozers	Forestry crawler dozers	Forestry crawler dozers	22101533	
onet.org.ai	Tool	ForestryHoes	Forestry hoes	Forestry hoes	27112008	
onet.org.ai	Tool	ForestrySwingMachines	Forestry swing machines	Forestry swing machines	21102202	
onet.org.ai	Tool	Forwarders	Forwarders	Forwarders	21102202	
onet.org.ai	Tool	GrappleSkidders	Grapple skidders	Grapple skidders	21102205	
onet.org.ai	Tool	HarvestingHeads	Harvesting heads	Harvesting heads	21102202	
onet.org.ai	Tool	HeavyDutyChainsaws	Heavy duty chainsaws	Heavy duty chainsaws	27112746	
onet.org.ai	Tool	LoadingGrapples	Loading grapples	Loading grapples	22101709	
onet.org.ai	Tool	LogForks	Log forks	Log forks	21102202	
onet.org.ai	Tool	LogLoaders	Log loaders	Log loaders	21102202	
onet.org.ai	Tool	LogStackers	Log stackers	Log stackers	24101606	
onet.org.ai	Tool	LogTrailers	Log trailers	Log trailers	25181702	
onet.org.ai	Tool	LogTransportTrucks	Log transport trucks	Log transport trucks	25101611	
onet.org.ai	Tool	LogWinches	Log winches	Log winches	24101608	
onet.org.ai	Tool	NailingHammers	Nailing hammers	Nailing hammers	27111618	
onet.org.ai	Tool	ProcessingHeads	Processing heads	Processing heads	21102202	
onet.org.ai	Tool	ScarifierAttachments	Scarifier attachments	Scarifier attachments	22101704	
onet.org.ai	Tool	TrackedFellerBunchers	Tracked feller bunchers	Tracked feller bunchers	21102202	
onet.org.ai	Tool	TrackedHarvesters	Tracked harvesters	Tracked harvesters	21102202	
onet.org.ai	Tool	TractorCranes	Tractor cranes	Tractor cranes	24101625	
onet.org.ai	Tool	Truck_Mounted_Boom_Loaders	Truck mounted boom loaders	Truck mounted boom loaders	22101803	
onet.org.ai	Tool	WheeledHarvesters	Wheeled harvesters	Wheeled harvesters	21102202	
onet.org.ai	Tool	YardingGrapples	Yarding grapples	Yarding grapples	22101709	
onet.org.ai	Tool	DigitalMeasuringWheels	Digital measuring wheels	Digital measuring wheels	41111616	
onet.org.ai	Tool	ForestryHardHats	Forestry hard hats	Forestry hard hats	46181701	
onet.org.ai	Tool	ForestrySafetyGlasses	Forestry safety glasses	Forestry safety glasses	46181802	
onet.org.ai	Tool	LightCurtains	Light curtains	Light curtains	41115321	
onet.org.ai	Tool	LogCalipers	Log calipers	Log calipers	41111621	
onet.org.ai	Tool	LogCounters	Log counters	Log counters	41111902	
onet.org.ai	Tool	LogTruckScales	Log truck scales	Log truck scales	41111511	
onet.org.ai	Tool	LoggerTapes	Logger tapes	Logger tapes	41114201	
onet.org.ai	Tool	LumberCrayons	Lumber crayons	Lumber crayons	44121709	
onet.org.ai	Tool	SafetyWhistles	Safety whistles	Safety whistles	46171602	
onet.org.ai	Tool	SingleBitHatchets	Single-bit hatchets	Single-bit hatchets	27111604	
onet.org.ai	Tool	WoodMoistureMeters	Wood moisture meters	Wood moisture meters	41112304	
onet.org.ai	Tool	X_Ray_Log_Scanners	X-ray log scanners	X-ray log scanners	41111808	
onet.org.ai	Tool	AcetyleneWeldingEquipment	Acetylene welding equipment	Acetylene welding equipment	23271707	
onet.org.ai	Tool	AerialPersonnelLifts	Aerial personnel lifts	Aerial personnel lifts	22101801	
onet.org.ai	Tool	AnalogTemperatureAnalyzers	Analog temperature analyzers	Analog temperature analyzers	41112212	
onet.org.ai	Tool	BlastingMachines	Blasting machines	Blasting machines	12131708	
onet.org.ai	Tool	BrickTrowels	Brick trowels	Brick trowels	27112201	
onet.org.ai	Tool	BubbleLevels	Bubble levels	Bubble levels	27111802	
onet.org.ai	Tool	CaulkingGuns	Caulking guns	Caulking guns	27112906	
onet.org.ai	Tool	ChalkLines	Chalk lines	Chalk lines	27112304	
onet.org.ai	Tool	ClampOnMeters	Clamp-on meters	Clamp-on meters	41113601	
onet.org.ai	Tool	ConcreteFloats	Concrete floats	Concrete floats	27112202	
onet.org.ai	Tool	Detonators	Detonators	Detonators	12131702	
onet.org.ai	Tool	DigitalTemperatureAnalyzers	Digital temperature analyzers	Digital temperature analyzers	41112212	
onet.org.ai	Tool	FlatbedTruckTrailers	Flatbed truck trailers	Flatbed truck trailers	25181702	
onet.org.ai	Tool	FuelBurningKettles	Fuel-burning kettles	Fuel-burning kettles	40101816	
onet.org.ai	Tool	GlassGloves	Glass gloves	Glass gloves	46181504	
onet.org.ai	Tool	GlassHolders	Glass holders	Glass holders	27112132	
onet.org.ai	Tool	GlassLifters	Glass lifters	Glass lifters	24101604	
onet.org.ai	Tool	GlassTongs	Glass tongs	Glass tongs	27112104	
onet.org.ai	Tool	HydraulicCrimpingTools	Hydraulic crimping tools	Hydraulic crimping tools	27111518	
onet.org.ai	Tool	Hydraulic_Knock_Out_Punches	Hydraulic knock-out punches	Hydraulic knock-out punches	27112804	
onet.org.ai	Tool	Insulated_Adjustable_Widemouth_Pliers	Insulated adjustable widemouth pliers	Insulated adjustable widemouth pliers	27112107	
onet.org.ai	Tool	InsulatedScrewdrivers	Insulated screwdrivers	Insulated screwdrivers	27111736	
onet.org.ai	Tool	Manlifts	Manlifts	Manlifts	22101801	
onet.org.ai	Tool	MegohmMeters	Megohm meters	Megohm meters	41113631	
onet.org.ai	Tool	MortarMixers	Mortar mixers	Mortar mixers	22101902	
onet.org.ai	Tool	OxyfuelGasWelders	Oxyfuel gas welders	Oxyfuel gas welders	23271707	
onet.org.ai	Tool	PipeThreaders	Pipe threaders	Pipe threaders	27112805	
onet.org.ai	Tool	PipeVises	Pipe vises	Pipe vises	27112101	
onet.org.ai	Tool	Planes	Planes	Planes	27111903	
onet.org.ai	Tool	PointingTrowels	Pointing trowels	Pointing trowels	27112201	
onet.org.ai	Tool	PowerLockouts	Power lockouts	Power lockouts	46171511	
onet.org.ai	Tool	PowerNailers	Power nailers	Power nailers	27112716	
onet.org.ai	Tool	PowerPolishers	Power polishers	Power polishers	27112702	
onet.org.ai	Tool	RefrigerantReclamationEquipment	Refrigerant reclamation equipment	Refrigerant reclamation equipment	40151607	
onet.org.ai	Tool	ScoringTools	Scoring tools	Scoring tools	27112303	
onet.org.ai	Tool	Screeds	Screeds	Screeds	22101905	
onet.org.ai	Tool	SlicklineFishingTools	Slickline fishing tools	Slickline fishing tools	20122349	
onet.org.ai	Tool	SteelChisels	Steel chisels	Steel chisels	27111901	
onet.org.ai	Tool	SwingStages	Swing stages	Swing stages	22101801	
onet.org.ai	Tool	VacuumCups	Vacuum cups	Vacuum cups	24101631	
onet.org.ai	Tool	WheeledBulldozers	Wheeled bulldozers	Wheeled bulldozers	22101523	
onet.org.ai	Tool	WirePullingMachines	Wire pulling machines	Wire pulling machines	23251509	
onet.org.ai	Tool	AcetyleneTorches	Acetylene torches	Acetylene torches	23271702	
onet.org.ai	Tool	CaulkingEquipment	Caulking equipment	Caulking equipment	27112906	
onet.org.ai	Tool	ChargingPumps	Charging pumps	Charging pumps	40151523	
onet.org.ai	Tool	CrimpingLugs	Crimping lugs	Crimping lugs	27111518	
onet.org.ai	Tool	DrillBitSets	Drill bit sets	Drill bit sets	27112845	
onet.org.ai	Tool	HoleCutters	Hole cutters	Hole cutters	27112826	
onet.org.ai	Tool	ImpactDrills	Impact drills	Impact drills	27112703	
onet.org.ai	Tool	JigSaws	Jig saws	Jig saws	27112709	
onet.org.ai	Tool	LargePipeWrenches	Large pipe wrenches	Large pipe wrenches	27111708	
onet.org.ai	Tool	MediumPipeWrenches	Medium pipe wrenches	Medium pipe wrenches	27111708	
onet.org.ai	Tool	PairOfDykes	Pair of dykes	Pair of dykes	27111511	
onet.org.ai	Tool	PipeTaps	Pipe taps	Pipe taps	27112806	
onet.org.ai	Tool	RatTailFiles	Rat tail files	Rat tail files	27111930	
onet.org.ai	Tool	RightAngleDrills	Right-angle drills	Right-angle drills	27112703	
onet.org.ai	Tool	SmallPryBars	Small pry bars	Small pry bars	27112502	
onet.org.ai	Tool	SolarAnalysisSystems	Solar analysis systems	Solar analysis systems	43211715	
onet.org.ai	Tool	StudLocators	Stud locators	Stud locators	27111810	
onet.org.ai	Tool	TubingBenders	Tubing benders	Tubing benders	23251505	
onet.org.ai	Tool	UtilityWorkMachines	Utility work machines	Utility work machines	22101501	
onet.org.ai	Tool	VideoProbeSystems	Video probe systems	Video probe systems	45121516	
onet.org.ai	Tool	AdjustableCrescentWrenches	Adjustable crescent wrenches	Adjustable crescent wrenches	27111707	
onet.org.ai	Tool	Air_Carbon_Arc_Cutting_Equipment	Air carbon arc cutting equipment	Air carbon arc cutting equipment	23271409	
onet.org.ai	Tool	AirGrinders	Air grinders	Air grinders	27131511	
onet.org.ai	Tool	AirHammers	Air hammers	Air hammers	27131504	
onet.org.ai	Tool	AirManifolds	Air manifolds	Air manifolds	27131601	
onet.org.ai	Tool	AirScalers	Air scalers	Air scalers	27131507	
onet.org.ai	Tool	AtmosphericMonitoringDevices	Atmospheric monitoring devices	Atmospheric monitoring devices	41113118	
onet.org.ai	Tool	AtmosphericTestingEquipment	Atmospheric testing equipment	Atmospheric testing equipment	41104008	
onet.org.ai	Tool	BarClamps	Bar clamps	Bar clamps	27112103	
onet.org.ai	Tool	BeamClamps	Beam clamps	Beam clamps	24101616	
onet.org.ai	Tool	BeamTrolleys	Beam trolleys	Beam trolleys	24101627	
onet.org.ai	Tool	BevelingMachines	Beveling machines	Beveling machines	27131511	
onet.org.ai	Tool	BlacksmithsPunches	Blacksmiths' punches	Blacksmiths' punches	27111505	
onet.org.ai	Tool	Brakes	Brakes	Brakes	23251502	
onet.org.ai	Tool	BullPins	Bull pins	Bull pins	31162008	
onet.org.ai	Tool	Carbon_Dioxide_Co2_Meters	Carbon dioxide CO2 meters	Carbon dioxide CO2 meters	41113117	
onet.org.ai	Tool	CatalystDispensers	Catalyst dispensers	Catalyst dispensers	27112903	
onet.org.ai	Tool	ChainFalls	Chain falls	Chain falls	24101602	
onet.org.ai	Tool	ChainHoists	Chain hoists	Chain hoists	24101602	
onet.org.ai	Tool	ChainPulleys	Chain pulleys	Chain pulleys	24101613	
onet.org.ai	Tool	ChainWrenches	Chain wrenches	Chain wrenches	27111714	
onet.org.ai	Tool	ChippingHammers	Chipping hammers	Chipping hammers	27112705	
onet.org.ai	Tool	ClearLenses	Clear lenses	Clear lenses	46181802	
onet.org.ai	Tool	Computer_Controlled_Welding_Equipment	Computer-controlled welding equipment	Computer-controlled welding equipment	23153204	
onet.org.ai	Tool	ContourMarkers	Contour markers	Contour markers	27112305	
onet.org.ai	Tool	CuttingTorches	Cutting torches	Cutting torches	23271702	
onet.org.ai	Tool	DigitalLasers	Digital lasers	Digital lasers	41115307	
onet.org.ai	Tool	DriftPins	Drift pins	Drift pins	27111505	
onet.org.ai	Tool	DrillPointGauges	Drill point gauges	Drill point gauges	41111650	
onet.org.ai	Tool	EarPlugs	Ear plugs	Ear plugs	46181905	
onet.org.ai	Tool	ElectrodeHolders	Electrode holders	Electrode holders	23242102	
onet.org.ai	Tool	ElectrodeOvens	Electrode ovens	Electrode ovens	23271707	
onet.org.ai	Tool	EndCuttingPliers	End cutting pliers	End cutting pliers	27112117	
onet.org.ai	Tool	EngineersLevels	Engineers' levels	Engineers' levels	27111802	
onet.org.ai	Tool	FilteredLenses	Filtered lenses	Filtered lenses	46181802	
onet.org.ai	Tool	FireRetardantCoveralls	Fire retardant coveralls	Fire retardant coveralls	46181508	
onet.org.ai	Tool	FlaringTools	Flaring tools	Flaring tools	27112728	
onet.org.ai	Tool	FlashbackArrestors	Flashback arrestors	Flashback arrestors	23271717	
onet.org.ai	Tool	FrictionLighters	Friction lighters	Friction lighters	12131707	
onet.org.ai	Tool	FullBodyHarnesses	Full body harnesses	Full body harnesses	46182306	
onet.org.ai	Tool	GroundClamps	Ground clamps	Ground clamps	27112120	
onet.org.ai	Tool	HammerWrenches	Hammer wrenches	Hammer wrenches	27111714	
onet.org.ai	Tool	HydraulicBoomTrucks	Hydraulic boom trucks	Hydraulic boom trucks	24101624	
onet.org.ai	Tool	HydraulicCranes	Hydraulic cranes	Hydraulic cranes	24101630	
onet.org.ai	Tool	HydraulicStubPullers	Hydraulic stub pullers	Hydraulic stub pullers	27111712	
onet.org.ai	Tool	HydrostaticTesters	Hydrostatic testers	Hydrostatic testers	41112403	
onet.org.ai	Tool	LeadHammers	Lead hammers	Lead hammers	27111602	
onet.org.ai	Tool	LeatherProtectiveClothing	Leather protective clothing	Leather protective clothing	46181503	
onet.org.ai	Tool	LongnosePliers	Longnose pliers	Longnose pliers	27112134	
onet.org.ai	Tool	MetalCuttingChisels	Metal-cutting chisels	Metal-cutting chisels	27111901	
onet.org.ai	Tool	MetalCuttingSnips	Metal-cutting snips	Metal-cutting snips	27111519	
onet.org.ai	Tool	NeedlePressureGauges	Needle pressure gauges	Needle pressure gauges	41112403	
onet.org.ai	Tool	Nibblers	Nibblers	Nibblers	27111521	
onet.org.ai	Tool	OverheadHoists	Overhead hoists	Overhead hoists	24101602	
onet.org.ai	Tool	OxygenConcentrationMeters	Oxygen concentration meters	Oxygen concentration meters	41113117	
onet.org.ai	Tool	OxygenLances	Oxygen lances	Oxygen lances	23271702	
onet.org.ai	Tool	Pipe_And_Tubing_Cutters	Pipe and tubing cutters	Pipe and tubing cutters	23241610	
onet.org.ai	Tool	Plasma_Arc_Welding_Equipment	Plasma arc welding equipment	Plasma arc welding equipment	23271404	
onet.org.ai	Tool	PlateClamps	Plate clamps	Plate clamps	24101605	
onet.org.ai	Tool	PneumaticDrills	Pneumatic drills	Pneumatic drills	27131505	
onet.org.ai	Tool	PneumaticHoists	Pneumatic hoists	Pneumatic hoists	24101602	
onet.org.ai	Tool	PneumaticImpactWrenches	Pneumatic impact wrenches	Pneumatic impact wrenches	27131501	
onet.org.ai	Tool	PortableWeldingMachines	Portable welding machines	Portable welding machines	23271406	
onet.org.ai	Tool	PreHeatingTorches	Pre-heating torches	Pre-heating torches	23271702	
onet.org.ai	Tool	ResinSprayGuns	Resin spray guns	Resin spray guns	27112904	
onet.org.ai	Tool	RespiratoryProtectionEquipment	Respiratory protection equipment	Respiratory protection equipment	46182002	
onet.org.ai	Tool	ScaleRules	Scale rules	Scale rules	44111807	
onet.org.ai	Tool	ScrewJacks	Screw jacks	Screw jacks	24101612	
onet.org.ai	Tool	SerratingTools	Serrating tools	Serrating tools	27111901	
onet.org.ai	Tool	Shackles	Shackles	Shackles	24101641	
onet.org.ai	Tool	SlidingTBevels	Sliding t-bevels	Sliding t-bevels	27111809	
onet.org.ai	Tool	SplittingChisels	Splitting chisels	Splitting chisels	27111901	
onet.org.ai	Tool	SpreaderBeams	Spreader beams	Spreader beams	24101616	
onet.org.ai	Tool	SpudWrenches	Spud wrenches	Spud wrenches	27111714	
onet.org.ai	Tool	StagingEquipment	Staging equipment	Staging equipment	22101802	
onet.org.ai	Tool	SteamboatRatchetJacks	Steamboat ratchet jacks	Steamboat ratchet jacks	24101612	
onet.org.ai	Tool	StickElectrodes	Stick electrodes	Stick electrodes	23271810	
onet.org.ai	Tool	StrapWrenches	Strap wrenches	Strap wrenches	27112127	
onet.org.ai	Tool	SwivelHoistRings	Swivel hoist rings	Swivel hoist rings	24101605	
onet.org.ai	Tool	TapSets	Tap sets	Tap sets	27112806	
onet.org.ai	Tool	TelescopingLifts	Telescoping lifts	Telescoping lifts	22101804	
onet.org.ai	Tool	TemperatureSticks	Temperature sticks	Temperature sticks	23271708	
onet.org.ai	Tool	TrammelPoints	Trammel points	Trammel points	44111803	
onet.org.ai	Tool	TubeDrifts	Tube drifts	Tube drifts	27111505	
onet.org.ai	Tool	TubeEndFacers	Tube end facers	Tube end facers	23251506	
onet.org.ai	Tool	TubeMillingMachines	Tube milling machines	Tube milling machines	23101513	
onet.org.ai	Tool	TubePullers	Tube pullers	Tube pullers	27111723	
onet.org.ai	Tool	Tube_Wall_Reducing_Tools	Tube wall reducing tools	Tube wall reducing tools	27112837	
onet.org.ai	Tool	UtilityHoists	Utility hoists	Utility hoists	24101602	
onet.org.ai	Tool	WaterLevels	Water levels	Water levels	27111802	
onet.org.ai	Tool	WeldingAdaptors	Welding adaptors	Welding adaptors	23271707	
onet.org.ai	Tool	WeldingDistributionPanels	Welding distribution panels	Welding distribution panels	23271709	
onet.org.ai	Tool	WeldingOxygenRegulators	Welding oxygen regulators	Welding oxygen regulators	40142204	
onet.org.ai	Tool	WeldingShields	Welding shields	Welding shields	46181703	
onet.org.ai	Tool	Welding_Tip_Cleaning_Files	Welding tip cleaning files	Welding tip cleaning files	23271710	
onet.org.ai	Tool	WeldingTips	Welding tips	Welding tips	23271711	
onet.org.ai	Tool	WireBrushes	Wire brushes	Wire brushes	27111907	
onet.org.ai	Tool	WireRopePullers	Wire rope pullers	Wire rope pullers	24101605	
onet.org.ai	Tool	AdhesiveTrowels	Adhesive trowels	Adhesive trowels	27112201	
onet.org.ai	Tool	BosunChairs	Bosun chairs	Bosun chairs	22101801	
onet.org.ai	Tool	BracingEquipment	Bracing equipment	Bracing equipment	22101906	
onet.org.ai	Tool	BrickBolsters	Brick bolsters	Brick bolsters	27111901	
onet.org.ai	Tool	BrickHammers	Brick hammers	Brick hammers	27111611	
onet.org.ai	Tool	BrickJointers	Brick jointers	Brick jointers	27112201	
onet.org.ai	Tool	BrickSets	Brick sets	Brick sets	27111901	
onet.org.ai	Tool	BrickSpacingRulers	Brick spacing rulers	Brick spacing rulers	41111604	
onet.org.ai	Tool	BrickTongs	Brick tongs	Brick tongs	27112104	
onet.org.ai	Tool	CarpentersHammers	Carpenters' hammers	Carpenters' hammers	27111602	
onet.org.ai	Tool	ChainBlocks	Chain blocks	Chain blocks	24101613	
onet.org.ai	Tool	ConcaveJointers	Concave jointers	Concave jointers	27112201	
onet.org.ai	Tool	ConcreteVibrators	Concrete vibrators	Concrete vibrators	27112205	
onet.org.ai	Tool	Edgers	Edgers	Edgers	27112203	
onet.org.ai	Tool	ElectricWinches	Electric winches	Electric winches	24101608	
onet.org.ai	Tool	Floats	Floats	Floats	27112202	
onet.org.ai	Tool	Groovers	Groovers	Groovers	27112203	
