id	name	description	code
SurgicalForceps	Surgical forceps	Surgical forceps	42291802
SurgicalFractureTables	Surgical fracture tables	Surgical fracture tables	42295108
SurgicalGloves	Surgical gloves	Surgical gloves	42132205
SurgicalGraspers	Surgical graspers	Surgical graspers	42294908
SurgicalHandDrills	Surgical hand drills	Surgical hand drills	42291701
SurgicalHandDrivers	Surgical hand drivers	Surgical hand drivers	42292402
SurgicalHandles	Surgical handles	Surgical handles	42152901
SurgicalHandSaws	Surgical hand saws	Surgical hand saws	42291604
SurgicalHookCrimpingPliers	Surgical hook crimping pliers	Surgical hook crimping pliers	42152713
SurgicalIrrigationSets	Surgical irrigation sets	Surgical irrigation sets	42293509
SurgicalKnives	Surgical knives	Surgical knives	42151676
SurgicalLasers	Surgical lasers	Surgical lasers	42295119
SurgicalLights	Surgical lights	Surgical lights	42294972
SurgicalLoupes	Surgical loupes	Surgical loupes	42295121
SurgicalMagnifiers	Surgical magnifiers	Surgical magnifiers	42295121
SurgicalMallets	Surgical mallets	Surgical mallets	42292502
SurgicalMasks	Surgical masks	Surgical masks	42131713
SurgicalMicroscopes	Surgical microscopes	Surgical microscopes	42295121
SurgicalNavigationSystems	Surgical navigation systems	Surgical navigation systems	42295173
SurgicalNeedleHolders	Surgical needle holders	Surgical needle holders	42292903
SurgicalNerveStimulators	Surgical nerve stimulators	Surgical nerve stimulators	42295419
SurgicalNippers	Surgical nippers	Surgical nippers	42291609
SurgicalPneumaticDrills	Surgical pneumatic drills	Surgical pneumatic drills	42295202
SurgicalPowerDrills	Surgical power drills	Surgical power drills	42295202
SurgicalPowerSaws	Surgical power saws	Surgical power saws	42295202
SurgicalProbes	Surgical probes	Surgical probes	42292603
SurgicalProtectiveGoggles	Surgical protective goggles	Surgical protective goggles	46181804
SurgicalRasps	Surgical rasps or files	Surgical rasps or files	42291611
SurgicalRazors	Surgical razors	Surgical razors	42295424
SurgicalRetractors	Surgical retractors	Surgical retractors	42293107
SurgicalRoboticsEquipment	Surgical robotics equipment	Surgical robotics equipment	42295203
SurgicalRobots	Surgical robots	Surgical robots	42295203
SurgicalRulers	Surgical rulers	Surgical rulers	42293001
SurgicalScalpels	Surgical scalpels	Surgical scalpels	42291613
SurgicalScissors	Surgical scissors	Surgical scissors	42151638
SurgicalSpeculas	Surgical speculas	Surgical speculas	42293303
SurgicalStapleRemovers	Surgical staple removers	Surgical staple removers	42312018
SurgicalStaplingEquipment	Surgical stapling equipment	Surgical stapling equipment	42312009
SurgicalSuits	Surgical suits	Surgical suits	42131707
SurgicalSutureNeedles	Surgical suture needles	Surgical suture needles	42312206
SurgicalTaps	Surgical taps	Surgical taps	42292401
SurgicalThumbForceps	Surgical thumb forceps	Surgical thumb forceps	42291802
SurgicalTissueForceps	Surgical tissue forceps	Surgical tissue forceps	42291802
SurgicalTourniquets	Surgical tourniquets	Surgical tourniquets	42295122
SurgicalTrays	Surgical trays/tables	Surgical trays/tables	42295131
SurgicalTrocars	Surgical trocars	Surgical trocars	42291635
SurgicalTubing	Surgical tubing or irrigation tubing	Surgical tubing or irrigation tubing	42295453
SurgicalWireCutters	Surgical wire cutters	Surgical wire cutters	42291602
SurroundSoundSystems	Surround sound systems	Surround sound systems	52161512
SurveillanceBinoculars	Surveillance binoculars	Surveillance binoculars	41111717
SurveillanceCameras	Surveillance cameras	Surveillance cameras	46171610
SurveyAltimeters	Survey altimeters	Survey altimeters	41111614
SurveyingGradiometers	Surveying gradiometers	Surveying gradiometers	41113806
SurveyingRods	Surveying rods	Surveying rods	41114202
SurveyingTapes	Surveying tapes	Surveying tapes	41114201
SurveyingWheels	Surveying wheels	Surveying wheels	41111616
SurveyInstrumentControlUnits	Survey instrument control units	Survey instrument control units	43211715
SurveyLevels	Survey levels	Survey levels	41114204
SurveyMeters	Survey meters	Survey meters	41111929
SurveyorsLevelingRods	Surveyors leveling rods	Surveyors leveling rods	41114202
SurveyTransits	Survey transits	Survey transits	41114204
SurvivalPocketKnives	Survival pocket knives	Survival pocket knives	27111504
SurvivalSuits	Survival suits	Survival suits	46181509
SuspectFingerprintingEquipment	Suspect fingerprinting equipment	Suspect fingerprinting equipment	46151715
SuspendedSolidMeasurementEquipment	Suspended solid measurement equipment	Suspended solid measurement equipment	47101516
SustainPedals	Sustain pedals	Sustain pedals	60131515
SutureDevices	Suture devices	Suture devices	42292908
SutureForceps	Suture forceps	Suture forceps	42291802
SutureKits	Suture kits	Suture kits	42312202
SutureNeedleholders	Suture needleholders	Suture needleholders	42292903
SutureNeedleHolders	Suture needle holders	Suture needle holders	42292903
SutureNeedles	Suture needles	Suture needles	42312206
SuturePassers	Suture passers	Suture passers	42292904
SutureRemovalKits	Suture removal kits	Suture removal kits	42312207
SutureRemovers	Suture removers	Suture removers	42312208
SutureScissors	Suture scissors	Suture scissors	42151638
SuturingKits	Suturing kits	Suturing kits	42312202
SuturingNeedleForceps	Suturing needle forceps	Suturing needle forceps	42312202
SuturingNeedles	Suturing needles	Suturing needles	42312206
SwabDryers	Swab dryers	Swab dryers	41102426
SwabTransports	Swab transports	Swab transports	41104116
SwagingTools	Swaging tools	Swaging tools	27111607
SwanCatheters	Swan catheters	Swan catheters	42203402
SwanGanzArteryCatheters	Swan Ganz artery catheters	Swan Ganz artery catheters	42221501
SwathTurners	Swath turners	Swath turners	21101702
SweepCultivatorShovels	Sweep cultivator shovels	Sweep cultivator shovels	21101503
Sweepers	Sweepers	Sweepers	22101619
SweeperVehicles	Sweeper vehicles	Sweeper vehicles	25101919
SweepingNets	Sweeping nets	Sweeping nets	41102507
SweepOarBoats	Sweep-oar boats	Sweep-oar boats	25111527
SweepOscillators	Sweep oscillators	Sweep oscillators	41113632
SweepTestingTools	Sweep testing tools	Sweep testing tools	41113710
SwimFins	Swim fins	Swim fins	49141606
SwimFlippers	Swim flippers	Swim flippers	49141606
SwimmingGoggles	Swimming goggles	Swimming goggles	49141606
SwingarmStands	Swingarm stands	Swingarm stands	25191704
SwingChairs	Swing chairs	Swing chairs	22101801
SwingingBucketCentrifuges	Swinging bucket centrifuges	Swinging bucket centrifuges	41103903
SwingingLeads	Swinging leads	Swinging leads	24101602
SwingingStages	Swinging stages	Swinging stages	30191502
SwingSaws	Swing saws	Swing saws	27112709
SwingStages	Swing stages	Swing stages	22101801
SwingStageScaffolds	Swing-stage scaffolds	Swing-stage scaffolds	30191502
SwingWaterSamplers	Swing water samplers	Swing water samplers	41104007
SwissExerciseBalls	Swiss exercise balls	Swiss exercise balls	42251610
SwissHammers	Swiss hammers	Swiss hammers	27111602
SwissScrewMachines	Swiss screw machines	Swiss screw machines	23242505
SwissStyleLathes	Swiss-style lathes	Swiss-style lathes	23242302
SwissTurningCenters	Swiss turning centers	Swiss turning centers	23242302
SwissTypeAutomaticScrewingMachines	Swiss-type automatic screwing machines	Swiss-type automatic screwing machines	23242505
SwitchAdjustingWrenches	Switch adjusting wrenches	Switch adjusting wrenches	27111714
SwitchbladeTrowels	Switchblade trowels	Switchblade trowels	27112201
Switchboards	Switchboards	Switchboards	43221504
SwitchControls	Switch controls	Switch controls	25121701
SwitchedAmplifiers	Switched amplifiers	Switched amplifiers	32101514
SwitchHandles	Switch handles	Switch handles	25121714
SwitchingDieselEngines	Switching diesel engines	Switching diesel engines	25121501
SwitchingLocomotives	Switching locomotives	Switching locomotives	25121501
SwitchingSystemControls	Switching system controls	Switching system controls	25121701
SwitchMachines	Switch machines	Switch machines	25121701
SwitchObstructionGauges	Switch obstruction gauges	Switch obstruction gauges	41111642
SwitchTestingDevices	Switch testing devices	Switch testing devices	41113630
SwitchUseTools	Switch use tools	Switch use tools	42211701
SwitchYardEquipment	Switch yard equipment	Switch yard equipment	26131813
SwivelCarabiners	Swivel carabiners	Swivel carabiners	46182313
SwivelHeadVises	Swivel head vises	Swivel head vises	27112146
SwivelHoistRings	Swivel hoist rings	Swivel hoist rings	24101605
SwivelHooks	Swivel hooks	Swivel hooks	31162601
SwivelLockStretchers	Swivel-lock stretchers	Swivel-lock stretchers	27112124
SwivelPeelers	Swivel peelers	Swivel peelers	52151609
SynchronizedIntermittentMandatoryVentilatorsSimv	Synchronized intermittent mandatory ventilators SIMV	Synchronized intermittent mandatory ventilators SIMV	42272205
SynchronousOpticalNetworkSonetAnalyzers	Synchronous optical network SONET analyzers	Synchronous optical network SONET analyzers	41113711
Synchrotrons	Synchrotrons	Synchrotrons	41101802
Synoptophores	Synoptophores	Synoptophores	42183046
SynthesizedContinuousWaveCwGenerators	Synthesized continuous wave CW generators	Synthesized continuous wave CW generators	41115320
SynthesizerKeyboards	Synthesizer keyboards	Synthesizer keyboards	60131006
Synthesizers	Synthesizers	Synthesizers	60131006
SyntheticApertureRadarSar	Synthetic aperture radar SAR	Synthetic aperture radar SAR	41115201
SyntheticFireHoses	Synthetic fire hoses	Synthetic fire hoses	46191603
SyntheticMaterialExtruders	Synthetic material extruders	Synthetic material extruders	23151503
SyntheticMooringRopes	Synthetic mooring ropes	Synthetic mooring ropes	25111907
SyntheticWebSlings	Synthetic web slings	Synthetic web slings	24101637
SyringeNeedles	Syringe needles	Syringe needles	42142609
SyringePumps	Syringe pumps	Syringe pumps	41105104
Syringes	Syringes	Syringes	42142608
SyringeShields	Syringe shields	Syringe shields	42204003
TableBanks	Table banks	Table banks	44111605
TableChipTrays	Table chip trays	Table chip trays	44111608
TableGameDropBoxes	Table game drop boxes	Table game drop boxes	44111605
TableGameManagementSystemSoftware	Table game management system software	Table game management system software	48121301
TableRouters	Table routers	Table routers	27112707
Tables	Surgical trays/tables	Surgical trays/tables	42295131
TableSaws	Table saws	Table saws	27112709
TabletComputers	Tablet computers	Tablet computers	43211509
TabletCountingMachines	Tablet counting machines	Tablet counting machines	23151812
TabletopCentrifuges	Tabletop centrifuges	Tabletop centrifuges	41103903
TableTopCentrifuges	Table top centrifuges	Table top centrifuges	41103903
TabletopFilmProcessors	Tabletop film processors	Tabletop film processors	42203707
TabletopLooms	Tabletop looms	Tabletop looms	60122006
TabletopPresses	Tabletop presses	Tabletop presses	60121712
TabletopPrintingPresses	Tabletop printing presses	Tabletop printing presses	45101507
Tachometers	Tachometers	Tachometers	41112802
TackCloths	Tack cloths	Tack cloths	47131502
TackerGuns	Tacker guns	Tacker guns	27112716
Tackers	Tackers	Tackers	23121614
TackHammers	Tack hammers	Tack hammers	27111602
Tackle	Blocks and tackle	Blocks and tackle	24101613
TackleEquipment	Block and tackle equipment	Block and tackle equipment	24101613
TacklessCutterBlades	Tackless cutter blades	Tackless cutter blades	27111501
TackPullers	Tack pullers	Tack pullers	27111712
TackRemovers	Tack removers	Tack removers	27111712
TackSpacers	Tack spacers	Tack spacers	27112132
TackStripCutters	Tack strip cutters	Tack strip cutters	27111507
TackTweezers	Tack tweezers	Tack tweezers	27112105
TackWeldingEquipment	Tack welding equipment	Tack welding equipment	23271406
TacticalAxes	Tactical axes	Tactical axes	27112005
TacticalRiotShields	Tactical riot shields	Tactical riot shields	46151503
TactileMaps	Tactile maps	Tactile maps	42211702
TactileProbes	Tactile probes	Tactile probes	42292603
TailDockers	Tail dockers	Tail dockers	21101902
Tailor'sHams	Tailor's hams	Tailor's hams	53141604
Tailor'sPointScissors	Tailor's point scissors	Tailor's point scissors	27111506
Tailor'sSquares	Tailor's squares	Tailor's squares	27111803
TailoringRulers	Tailoring rulers	Tailoring rulers	53141622
TailPipeCutters	Exhaust/tail pipe cutters	Exhaust/tail pipe cutters	23241610
TalkingCalculators	Talking calculators	Talking calculators	44101809
TalkingThermometers	Talking thermometers	Talking thermometers	41112213
TalkingWordProcessorSoftware	Talking word processor software	Talking word processor software	42211711
Tampers	Tampers	Tampers	22101507
TampingMachines	Tamping machines	Tamping machines	22101507
TampingRods	Tamping rods	Tamping rods	22101507
TandemAxleDumpTrucks	Tandem axle dump trucks	Tandem axle dump trucks	25101601
TandemDisks	Tandem disks	Tandem disks	21101513
TandemRollingMills	Tandem rolling mills	Tandem rolling mills	23251603
TangamGamingTableeye21	Tangam Gaming TableEye21	Tangam Gaming TableEye21	48121301
TangamGamingTableeyebacc	Tangam Gaming TableEyeBacc	Tangam Gaming TableEyeBacc	48121301
TangentBenders	Tangent benders	Tangent benders	23251504
TangentialCoffeeRoasters	Tangential coffee roasters	Tangential coffee roasters	23181702
TangentScreens	Tangent screens	Tangent screens	42183027
TankCarDomeSocketWrenches	Tank car dome socket wrenches	Tank car dome socket wrenches	27111714
TankcarSamplers	Tankcar samplers	Tankcar samplers	41104017
TankCleaningBrushes	Tank cleaning brushes	Tank cleaning brushes	47131605
Tankers	Tankers	Tankers	25101610
TankerTrucks	Tanker trucks	Tanker trucks	25101610
TankFarms	Tank farms	Tank farms	20142903
TankLevelGauges	Tank level gauges	Tank level gauges	41112401
TankTrailers	Tank trailers	Tank trailers	25181704
Tap	Tap and die sets	Tap and die sets	23241615
TapeBindingMachines	Tape binding machines	Tape binding machines	45101808
TapeCasters	Tape casters	Tape casters	23161510
TapeGuns	Tape guns	Tape guns	24102202
TapeLibraries	Tape libraries	Tape libraries	43201806
TapeMachines	Tape machines	Tape machines	52161502
TapeMeasures	Tape measures	Tape measures	27111801
TapeRecorders	Tape recorders	Tape recorders	52161502
TaperedBagTriers	Tapered bag triers	Tapered bag triers	41104017
TaperedEyewireClosurePliers	Tapered eyewire closure pliers	Tapered eyewire closure pliers	42183040
TaperedFeelerGauges	Tapered feeler gauges	Tapered feeler gauges	41111617
TaperedHandFiles	Tapered hand files	Tapered hand files	27111929
TaperedReamers	Tapered reamers	Tapered reamers	27112837
TaperFeelerGauges	Taper feeler gauges	Taper feeler gauges	41111617
TaperGauges	Taper gauges	Taper gauges	41111648
TaperPlugGauges	Taper plug gauges	Taper plug gauges	41111648
TaperPointKnives	Taper point knives	Taper point knives	27111502
TaperPunches	Taper punches	Taper punches	27111505
TaperTaps	Taper taps	Taper taps	23241615
TapeSplicers	Tape splicers	Tape splicers	45121703
TapestryLooms	Tapestry looms	Tapestry looms	60122005
TapExtractors	Tap extractors	Tap extractors	27111718
TapingKnives	Taping knives	Taping knives	27112601
TapingMachines	Taping machines	Taping machines	23152902
Tappers	Tappers	Tappers	27112806
TappingBlocks	Tapping blocks	Tapping blocks	27112202
TappingMachines	Tapping machines	Tapping machines	23242613
TappingTools	Tapping tools	Tapping tools	23242116
Taps	Taps	Taps	23241615
TapSets	Tap sets	Tap sets	27112806
TapWrenches	Tap wrenches	Tap wrenches	27111720
TarDistributors	Tar distributors	Tar distributors	22101611
TargetRods	Vertical/target rods	Vertical/target rods	41114202
TargetShootingArrows	Target shooting arrows	Target shooting arrows	49181603
TarKettles	Tar kettles	Tar kettles	40101816
TarMops	Tar mops	Tar mops	27112909
TartletMachines	Tartlet machines	Tartlet machines	23181511
TartRings	Tart rings	Tart rings	48101802
TartTampers	Tart tampers	Tart tampers	48101802
TattooEquipment	Tattoo equipment	Tattoo equipment	21101905
Taxicabs	Taxicabs	Taxicabs	25101503
Taximeters	Taximeters	Taximeters	41111613
TaylorTypePercussionHammers	Taylor-type percussion hammers	Taylor-type percussion hammers	42182302
TBallEquipment	T-ball equipment	T-ball equipment	49161518
TBars	T-bars	T-bars	22101801
TBevels	T-bevels	T-bevels	27111809
TBirds	T-Birds	T-Birds	41113711
TeaBrewers	Tea brewers	Tea brewers	48101505
TeachPendants	Teach pendants	Teach pendants	32101628
TearOffBars	Tear-off bars	Tear-off bars	30151610
TearOffShovels	Tear-off shovels	Tear-off shovels	30151610
TeaserHairbrushes	Teaser hairbrushes	Teaser hairbrushes	53131604
TeasingCombs	Teasing combs	Teasing combs	53131604
TektronixCommunicationsNetwork&ServiceAnalyzerNsa	Tektronix Communications Network & Service Analyzer NSA	Tektronix Communications Network & Service Analyzer NSA	41113711
TelecheckProcessingTerminals	Telecheck processing terminals	Telecheck processing terminals	43211720
TelecommunicationAnalyzers	Telecommunication analyzers	Telecommunication analyzers	41113711
TelecommunicationDevicesTdd	Telecommunication devices TDD	Telecommunication devices TDD	42211707
TelecomTestSets	Telecom test sets	Telecom test sets	41113740
TeleconferencingEquipment	Teleconferencing equipment	Teleconferencing equipment	43221522
TeleconferencingSystems	Teleconferencing systems	Teleconferencing systems	43221522
Telehandlers	Telehandlers	Telehandlers	24101603
TelemedicineEquipment	Telemedicine equipment	Telemedicine equipment	52161523
TelemetryEquipment	Telemetry equipment	Telemetry equipment	20121910
TelemetryLeads	Telemetry leads	Telemetry leads	42181719
TelemetryMonitors	Telemetry monitors	Telemetry monitors	42181719
TelemetryUnits	Telemetry units	Telemetry units	42181719
TelephoneAnsweringMachines	Telephone answering machines	Telephone answering machines	43191505
TelephoneCallIdentificationSystems	Telephone call identification systems	Telephone call identification systems	43221505
TelephoneFunctionTestSets	Telephone function test sets	Telephone function test sets	41113724
TelephoneHeadsets	Telephone headsets	Telephone headsets	43191609
TelephoneSwitchboards	Telephone switchboards	Telephone switchboards	43221504
TelephoneTestSets	Telephone test sets	Telephone test sets	43221517
TelephotoCameraLenses	Telephoto camera lenses	Telephoto camera lenses	45121603
TelephotoLenses	Telephoto lenses	Telephoto lenses	45121603
Teleprompters	Teleprompters	Teleprompters	45111810
Telescopes	Telescopes	Telescopes	41111715
TelescopicBooms	Telescopic booms	Telescopic booms	22101804
TelescopicForklifts	Telescopic forklifts	Telescopic forklifts	22101804
TelescopicInspectionMirrors	Telescopic inspection mirrors	Telescopic inspection mirrors	27111814
TelescopicViewers	Telescopic viewers	Telescopic viewers	41111613
TelescopingBasinWrenches	Telescoping basin wrenches	Telescoping basin wrenches	27111714
TelescopingBoomTrucks	Telescoping boom trucks	Telescoping boom trucks	22101804
TelescopingExcavators	Telescoping excavators	Telescoping excavators	22101524
TelescopingGauges	Telescoping gauges	Telescoping gauges	41111646
TelescopingInspectionMirrors	Telescoping inspection mirrors	Telescoping inspection mirrors	27111814
TelescopingLifts	Telescoping lifts	Telescoping lifts	22101804
TelescopingLightedPickups	Telescoping lighted pickups	Telescoping lighted pickups	27112109
TelescopingMagneticPickupTools	Telescoping magnetic pickup tools	Telescoping magnetic pickup tools	27112109
TelescopingMeasuringRods	Telescoping measuring rods	Telescoping measuring rods	27111801
TelescopingPoleSaws	Telescoping pole saws	Telescoping pole saws	27111508
TelescopingPowerPruners	Telescoping power pruners	Telescoping power pruners	27112007
Telethermometers	Telethermometers	Telethermometers	42182201
TeletypeTerminals	Teletype terminals	Teletype terminals	43223001
TeletypewritersTty	Teletypewriters TTY	Teletypewriters TTY	42211707
TelevisionCameras	Television cameras	Television cameras	45121516
TelevisionMonitors	Television monitors	Television monitors	52161505
TelevisionSignalGenerators	Television signal generators	Television signal generators	41115320
TellerAcuityCards	Teller acuity cards	Teller acuity cards	42183001
TellerAlarms	Teller alarms	Teller alarms	46171604
TellerTerminals	Teller terminals	Teller terminals	43211510
Tellurometers	Tellurometers	Tellurometers	41111613
Temperature	Temperature and humidity data loggers	Temperature and humidity data loggers	41114408
TemperatureChambers	Temperature chambers	Temperature chambers	41103410
TemperatureControlledReachInGrowthChambers	Temperature controlled reach-in growth chambers	Temperature controlled reach-in growth chambers	41103410
TemperatureControllers	Temperature controllers	Temperature controllers	41112214
TemperatureDataLoggers	Temperature data loggers	Temperature data loggers	41112210
TemperatureGauges	Temperature gauges	Temperature gauges	41112222
TemperatureGuns	Temperature guns	Temperature guns	41112224
TemperatureIndicatorStrips	Temperature indicator strips	Temperature indicator strips	41112210
TemperatureMeasurementDevices	Pressure and temperature measurement devices	Pressure and temperature measurement devices	41113615
TemperatureMeters	Air velocity and temperature meters	Air velocity and temperature meters	41112509
TemperatureMonitors	Temperature monitors	Temperature monitors	41112509
TemperatureProbes	Temperature probes	Temperature probes	41112210
TemperatureProfileRecorders	Temperature profile recorders	Temperature profile recorders	41112207
TemperatureReactors	High-pressure/temperature reactors	High-pressure/temperature reactors	23151804
TemperatureRecorders	Temperature recorders	Temperature recorders	41112222
TemperatureRecordingInstruments	Temperature recording instruments	Temperature recording instruments	41112210
TemperatureRegulatedShakingWaterBaths	Temperature regulated shaking water baths	Temperature regulated shaking water baths	41103710
TemperatureSensors	Temperature sensors	Temperature sensors	41112105
TemperatureSimulators	Temperature simulators	Temperature simulators	41113646
TemperatureSticks	Temperature sticks	Temperature sticks	23271708
TemperatureSystems	Magnetic susceptibility/temperature systems	Magnetic susceptibility/temperature systems	41113112
TemperatureTesters	Temperature testers	Temperature testers	41103416
TemperatureTracing	Temperature tracing and recording thermometers	Temperature tracing and recording thermometers	41112202
TemperatureTransmitters	Temperature transmitters	Temperature transmitters	41112105
TemperingFurnaces	Tempering furnaces	Tempering furnaces	23281603
Templates	Templates	Templates	44111809
TemporaryProtectiveGrounds	Temporary protective grounds	Temporary protective grounds	46182103
Tempscribes	Tempscribes	Tempscribes	41112207
TennisBalls	Tennis balls	Tennis balls	49161604
TennisNets	Tennis nets	Tennis nets	49221505
TennisRackets	Tennis rackets	Tennis rackets	49161607
Tenoners	Tenoners	Tenoners	23101508
TenonExpanders	Tenon expanders	Tenon expanders	23101532
TenonJigs	Mortise and tenon jigs	Mortise and tenon jigs	23101532
TenonSaws	Tenon saws	Tenon saws	27111508
TenotomyScissors	Tenotomy scissors	Tenotomy scissors	42291614
TensileTesters	Tensile testers	Tensile testers	41114621
Tensiometers	Tensiometers	Tensiometers	41114509
TensionGauges	Tension gauges	Tension gauges	41114509
TensionMachines	Tension machines	Tension machines	26121635
Tensionmeters	Tensionmeters	Tensionmeters	41114509
TensionMeters	Tension meters	Tension meters	41114621
TensionWrenches	Tension wrenches	Tension wrenches	27112124
Tensometers	Tensometers	Tensometers	41114621
TeradyneCatalyst	Teradyne Catalyst	Teradyne Catalyst	41113706
TeradyneJ750Testers	Teradyne J750 testers	Teradyne J750 testers	41113706
TerminalCleaners	Battery post and terminal cleaners	Battery post and terminal cleaners	27111907
TerminalComputers	Terminal computers	Terminal computers	43211510
TerminalCrimpers	Terminal crimpers	Terminal crimpers	27111518
TerminalPostWrenches	Terminal post wrenches	Terminal post wrenches	27111714
TerminalWrenches	Terminal wrenches	Terminal wrenches	27111714
TerminationTools	Termination tools	Termination tools	32101527
TerrainConductivityMeters	Terrain conductivity meters	Terrain conductivity meters	41115609
TerrainTorches	Terrain torches	Terrain torches	12131707
TestChargingManifolds	Test charging manifolds	Test charging manifolds	41112508
TestingWorkstations	Testing workstations	Testing workstations	43211510
TestLamps	Test lamps	Test lamps	41113637
TestLights	Test lights	Test lights	41113642
TestPatternGenerators	Test pattern generators	Test pattern generators	41115320
TestPumps	Test pumps	Test pumps	40151548
TestSeparators	Test separators	Test separators	20122213
TestSieves	Test sieves	Test sieves	41105003
TestTubeClamps	Test tube clamps	Test tube clamps	41122413
TestTubeRacks	Test tube racks	Test tube racks	41122804
TestTubes	Test tubes	Test tubes	41121701
TestTubeShakers	Test tube shakers	Test tube shakers	41103814
TestWeightApparatuses	Test weight apparatuses	Test weight apparatuses	41111517
TestWeightKits	Test weight kits	Test weight kits	41111505
TextileCardingMachines	Textile carding machines	Textile carding machines	23121512
TextileCleaningBrushes	Textile cleaning brushes	Textile cleaning brushes	47131605
TextileCombingMachines	Textile combing machines	Textile combing machines	23121512
TextileDyeingMachines	Textile dyeing machines	Textile dyeing machines	23121610
TextileDyingMachines	Textile dying machines	Textile dying machines	23121610
TextileFinishingMachines	Textile finishing machines	Textile finishing machines	23121508
TextileMoistureMeters	Textile moisture meters	Textile moisture meters	41112304
TextileReelingMachines	Textile reeling machines	Textile reeling machines	23121609
TextileShears	Textile shears	Textile shears	27111506
TextileTwistingMachines	Textile twisting machines	Textile twisting machines	23121504
TextileWarpingMachines	Textile warping machines	Textile warping machines	23121520
TextileWindingMachines	Textile winding machines	Textile winding machines	23121503
TextMessagingEquipment	Text messaging equipment	Text messaging equipment	43223205
TextureBrushes	Texture brushes	Texture brushes	31211904
TexturedMats	Textured mats	Textured mats	48101817
TextureGuns	Texture guns	Texture guns	27112903
TextureHammers	Texture hammers	Texture hammers	27111602
TextureRollers	Texture rollers	Texture rollers	31211906
TextureSprayers	Texture sprayers	Texture sprayers	27112903
TexturingBrushes	Texturing brushes	Texturing brushes	60124311
TexturingHammers	Texturing hammers	Texturing hammers	27111602
TexturingTrowels	Texturing trowels	Texturing trowels	27112201
THandleAllenWrenches	T handle allen wrenches	T handle allen wrenches	27111763
THandleBoningHooks	T-handle boning hooks	T-handle boning hooks	48101801
THandleHexWrenches	T handle hex wrenches	T handle hex wrenches	27111710
THandleNutDrivers	T-handle nut drivers	T-handle nut drivers	27111702
THandleTapWrenches	T handle tap wrenches	T handle tap wrenches	27111720
TheaterLights	Theater lights	Theater lights	39111504
Theodolites	Theodolites	Theodolites	41114204
TherapeuticAcupunctureMagnets	Therapeutic acupuncture magnets	Therapeutic acupuncture magnets	42144202
TherapeuticBalls	Therapeutic balls	Therapeutic balls	42251610
TherapeuticColdLasers	Therapeutic cold lasers	Therapeutic cold lasers	42295119
TherapeuticColdPacks	Therapeutic cold packs	Therapeutic cold packs	42142108
TherapeuticCoolingBlankets	Therapeutic cooling blankets	Therapeutic cooling blankets	42142106
TherapeuticCoolingPacks	Therapeutic cooling packs	Therapeutic cooling packs	42142108
TherapeuticDiathermyMachines	Therapeutic diathermy machines	Therapeutic diathermy machines	42141806
TherapeuticElasticStockings	Therapeutic elastic stockings	Therapeutic elastic stockings	42142802
TherapeuticExerciseBands	Therapeutic exercise bands	Therapeutic exercise bands	42251608
TherapeuticExtremityWhirlpoolBaths	Therapeutic extremity whirlpool baths	Therapeutic extremity whirlpool baths	42142201
TherapeuticHeatingPacks	Therapeutic heating packs	Therapeutic heating packs	42142108
TherapeuticHotPacks	Therapeutic hot packs	Therapeutic hot packs	42142108
TherapeuticIcePacks	Therapeutic ice packs	Therapeutic ice packs	42142111
TherapeuticMassageTables	Therapeutic massage tables	Therapeutic massage tables	42192003
TherapeuticParaffinBaths	Therapeutic paraffin baths	Therapeutic paraffin baths	42142112
TherapeuticParallelBars	Therapeutic parallel bars	Therapeutic parallel bars	42251705
TherapeuticSandbags	Therapeutic sandbags	Therapeutic sandbags	42251614
TherapeuticSaunas	Therapeutic saunas	Therapeutic saunas	42142105
TherapeuticTreadmillExercisers	Therapeutic treadmill exercisers	Therapeutic treadmill exercisers	42251613
TherapeuticTreadmills	Therapeutic treadmills	Therapeutic treadmills	42251613
TherapeuticUltrasoundEquipment	Therapeutic ultrasound equipment	Therapeutic ultrasound equipment	42251623
TherapeuticVoiceSynthesizers	Therapeutic voice synthesizers	Therapeutic voice synthesizers	42211711
TherapeuticWeightMachines	Therapeutic weight machines	Therapeutic weight machines	42251624
TherapeuticWeightSets	Therapeutic weight sets	Therapeutic weight sets	42251612
TherapeuticWhirlpoolBaths	Therapeutic whirlpool baths	Therapeutic whirlpool baths	42142202
Thermal	Thermal/catalytic oxidizers TCO	Thermal/catalytic oxidizers TCO	41104002
ThermalAnalysisSystems	Thermal analysis systems	Thermal analysis systems	41113009
ThermalBinderMachines	Thermal binder machines	Thermal binder machines	44102802
ThermalBookBinders	Thermal book binders	Thermal book binders	45101808
ThermalBookBindingEquipment	Thermal book binding equipment	Thermal book binding equipment	45101808
ThermalBookBindingMachines	Thermal book binding machines	Thermal book binding machines	45101808
ThermalCameras	Thermal cameras	Thermal cameras	41115325
ThermalCauteryUnits	Thermal cautery units	Thermal cautery units	42295104
ThermalChambers	Thermal chambers	Thermal chambers	41103412
ThermalCirculators	Thermal circulators	Thermal circulators	48101510
ThermalConductivityDetectors	Thermal conductivity detectors	Thermal conductivity detectors	41113114
ThermalConductivityTesters	Thermal conductivity testers	Thermal conductivity testers	41115609
ThermalCutters	Thermal cutters	Thermal cutters	23241506
ThermalCuttingMachines	Thermal cutting machines	Thermal cutting machines	23101508
