education_program_id	cip_code	career_cluster_id	subcluster_id
journalism	09.0401	education	education/teaching-training-facilitation
broadcast-journalism	09.0402	arts-entertainment-design	arts-entertainment-design/media-production-broadcasting
broadcast-journalism	09.0402	education	education/teaching-training-facilitation
photojournalism	09.0404	arts-entertainment-design	arts-entertainment-design/media-production-broadcasting
photojournalism	09.0404	arts-entertainment-design	arts-entertainment-design/design-digital-arts
photojournalism	09.0404	arts-entertainment-design	arts-entertainment-design/fine-arts
business-and-economic-journalism	09.0405	arts-entertainment-design	arts-entertainment-design/media-production-broadcasting
business-and-economic-journalism	09.0405	education	education/teaching-training-facilitation
cultural-journalism	09.0406	arts-entertainment-design	arts-entertainment-design/media-production-broadcasting
cultural-journalism	09.0406	education	education/teaching-training-facilitation
sciencehealthenvironmental-journalism	09.0407	arts-entertainment-design	arts-entertainment-design/media-production-broadcasting
sciencehealthenvironmental-journalism	09.0407	education	education/teaching-training-facilitation
journalism-other	09.0499	arts-entertainment-design	arts-entertainment-design/media-production-broadcasting
journalism-other	09.0499	education	education/teaching-training-facilitation
radio-and-television	09.0701	arts-entertainment-design	arts-entertainment-design/media-production-broadcasting
radio-and-television	09.0701	arts-entertainment-design	arts-entertainment-design/design-digital-arts
radio-and-television	09.0701	education	education/teaching-training-facilitation
digital-communication-and-mediamultimedia	09.0702	arts-entertainment-design	arts-entertainment-design/design-digital-arts
digital-communication-and-mediamultimedia	09.0702	arts-entertainment-design	arts-entertainment-design/media-production-broadcasting
digital-communication-and-mediamultimedia	09.0702	digital-technology	digital-technology/web-cloud
digital-communication-and-mediamultimedia	09.0702	education	education/teaching-training-facilitation
digital-communication-and-mediamultimedia	09.0702	management-entrepreneurship	management-entrepreneurship/leadership-operations
public-relations-advertising-and-applied-communication	09.0900	education	education/teaching-training-facilitation
public-relations-advertising-and-applied-communication	09.0900	financial-services	financial-services/financial-strategy-investments
public-relations-advertising-and-applied-communication	09.0900	hospitality-events-tourism	hospitality-events-tourism/conferences-events
public-relations-advertising-and-applied-communication	09.0900	management-entrepreneurship	management-entrepreneurship/leadership-operations
public-relations-advertising-and-applied-communication	09.0900	marketing-sales	marketing-sales/marketing-advertising
organizational-communication-general	09.0901	management-entrepreneurship	management-entrepreneurship/leadership-operations
organizational-communication-general	09.0901	public-service-safety	public-service-safety/local-state-federal-services
public-relationsimage-management	09.0902	education	education/teaching-training-facilitation
public-relationsimage-management	09.0902	financial-services	financial-services/financial-strategy-investments
public-relationsimage-management	09.0902	hospitality-events-tourism	hospitality-events-tourism/conferences-events
public-relationsimage-management	09.0902	management-entrepreneurship	management-entrepreneurship/leadership-operations
public-relationsimage-management	09.0902	marketing-sales	marketing-sales/marketing-advertising
advertising	09.0903	education	education/teaching-training-facilitation
advertising	09.0903	marketing-sales	marketing-sales/marketing-advertising
political-communication	09.0904	arts-entertainment-design	arts-entertainment-design/media-production-broadcasting
political-communication	09.0904	education	education/teaching-training-facilitation
political-communication	09.0904	hospitality-events-tourism	hospitality-events-tourism/conferences-events
political-communication	09.0904	management-entrepreneurship	management-entrepreneurship/leadership-operations
health-communication	09.0905	education	education/teaching-training-facilitation
health-communication	09.0905	healthcare-human-services	healthcare-human-services/community-social-services
health-communication	09.0905	management-entrepreneurship	management-entrepreneurship/leadership-operations
health-communication	09.0905	public-service-safety	public-service-safety/local-state-federal-services
sports-communication	09.0906	arts-entertainment-design	arts-entertainment-design/performing-arts
sports-communication	09.0906	arts-entertainment-design	arts-entertainment-design/media-production-broadcasting
sports-communication	09.0906	education	education/teaching-training-facilitation
sports-communication	09.0906	management-entrepreneurship	management-entrepreneurship/leadership-operations
international-and-intercultural-communication	09.0907	arts-entertainment-design	arts-entertainment-design/media-production-broadcasting
international-and-intercultural-communication	09.0907	education	education/teaching-training-facilitation
international-and-intercultural-communication	09.0907	management-entrepreneurship	management-entrepreneurship/leadership-operations
technical-and-scientific-communication	09.0908	arts-entertainment-design	arts-entertainment-design/media-production-broadcasting
technical-and-scientific-communication	09.0908	education	education/teaching-training-facilitation
technical-and-scientific-communication	09.0908	energy-natural-resources	energy-natural-resources/ecological-research-development
communication-management-and-strategic-communications	09.0909	financial-services	financial-services/financial-strategy-investments
communication-management-and-strategic-communications	09.0909	hospitality-events-tourism	hospitality-events-tourism/conferences-events
communication-management-and-strategic-communications	09.0909	management-entrepreneurship	management-entrepreneurship/leadership-operations
publishing	09.1001	arts-entertainment-design	arts-entertainment-design/media-production-broadcasting
communication-journalism-and-related-programs-other	09.9999	arts-entertainment-design	arts-entertainment-design/media-production-broadcasting
communication-journalism-and-related-programs-other	09.9999	education	education/teaching-training-facilitation
communications-technologytechnician	10.0105	arts-entertainment-design	arts-entertainment-design/media-production-broadcasting
communications-technologytechnician	10.0105	arts-entertainment-design	arts-entertainment-design/lighting-sound-technology
photographic-and-filmvideo-technologytechnician	10.0201	arts-entertainment-design	arts-entertainment-design/lighting-sound-technology
radio-and-television-broadcasting-technologytechnician	10.0202	arts-entertainment-design	arts-entertainment-design/media-production-broadcasting
radio-and-television-broadcasting-technologytechnician	10.0202	arts-entertainment-design	arts-entertainment-design/lighting-sound-technology
