education_program_id	cip_code	career_cluster_id	subcluster_id
arabic-language-and-literature	16.1101	education	education/learner-support-community-engagement
hebrew-language-and-literature	16.1102	education	education/teaching-training-facilitation
hebrew-language-and-literature	16.1102	education	education/learner-support-community-engagement
ancient-near-eastern-and-biblical-languages-literatures-and-linguistics	16.1103	education	education/learner-support-community-engagement
ancient-near-eastern-and-biblical-languages-literatures-and-linguistics	16.1103	education	education/teaching-training-facilitation
middlenear-eastern-and-semitic-languages-literatures-and-linguistics-other	16.1199	education	education/learner-support-community-engagement
middlenear-eastern-and-semitic-languages-literatures-and-linguistics-other	16.1199	education	education/teaching-training-facilitation
classics-and-classical-languages-literatures-and-linguistics-general	16.1200	education	education/teaching-training-facilitation
classics-and-classical-languages-literatures-and-linguistics-general	16.1200	education	education/learner-support-community-engagement
ancientclassical-greek-language-and-literature	16.1202	education	education/teaching-training-facilitation
ancientclassical-greek-language-and-literature	16.1202	education	education/learner-support-community-engagement
latin-language-and-literature	16.1203	education	education/teaching-training-facilitation
latin-language-and-literature	16.1203	education	education/learner-support-community-engagement
classics-and-classical-languages-literatures-and-linguistics-other	16.1299	education	education/teaching-training-facilitation
classics-and-classical-languages-literatures-and-linguistics-other	16.1299	education	education/learner-support-community-engagement
celtic-languages-literatures-and-linguistics	16.1301	education	education/learner-support-community-engagement
celtic-languages-literatures-and-linguistics	16.1301	education	education/teaching-training-facilitation
southeast-asian-languages-literatures-and-linguistics-general	16.1400	education	education/learner-support-community-engagement
southeast-asian-languages-literatures-and-linguistics-general	16.1400	education	education/teaching-training-facilitation
australianoceanicpacific-languages-literatures-and-linguistics	16.1401	education	education/learner-support-community-engagement
australianoceanicpacific-languages-literatures-and-linguistics	16.1401	education	education/teaching-training-facilitation
indonesianmalay-languages-and-literatures	16.1402	education	education/learner-support-community-engagement
indonesianmalay-languages-and-literatures	16.1402	education	education/teaching-training-facilitation
burmese-language-and-literature	16.1403	education	education/learner-support-community-engagement
burmese-language-and-literature	16.1403	education	education/teaching-training-facilitation
filipinotagalog-language-and-literature	16.1404	education	education/learner-support-community-engagement
filipinotagalog-language-and-literature	16.1404	education	education/teaching-training-facilitation
khmercambodian-language-and-literature	16.1405	education	education/learner-support-community-engagement
khmercambodian-language-and-literature	16.1405	education	education/teaching-training-facilitation
lao-language-and-literature	16.1406	education	education/learner-support-community-engagement
lao-language-and-literature	16.1406	education	education/teaching-training-facilitation
thai-language-and-literature	16.1407	education	education/learner-support-community-engagement
thai-language-and-literature	16.1407	education	education/teaching-training-facilitation
vietnamese-language-and-literature	16.1408	education	education/learner-support-community-engagement
vietnamese-language-and-literature	16.1408	education	education/teaching-training-facilitation
hawaiian-language-and-literature	16.1409	education	education/teaching-training-facilitation
hawaiian-language-and-literature	16.1409	education	education/learner-support-community-engagement
southeast-asian-and-australasianpacific-languages-literatures-and-linguistics-other	16.1499	education	education/teaching-training-facilitation
southeast-asian-and-australasianpacific-languages-literatures-and-linguistics-other	16.1499	education	education/learner-support-community-engagement
turkish-language-and-literature	16.1501	education	education/learner-support-community-engagement
turkish-language-and-literature	16.1501	education	education/teaching-training-facilitation
uralic-languages-literatures-and-linguistics	16.1502	education	education/learner-support-community-engagement
uralic-languages-literatures-and-linguistics	16.1502	education	education/teaching-training-facilitation
hungarianmagyar-language-and-literature	16.1503	education	education/learner-support-community-engagement
hungarianmagyar-language-and-literature	16.1503	education	education/teaching-training-facilitation
mongolian-language-and-literature	16.1504	education	education/learner-support-community-engagement
mongolian-language-and-literature	16.1504	education	education/teaching-training-facilitation
turkic-uralic-altaic-caucasian-and-central-asian-languages-literatures-and-linguistics-other	16.1599	education	education/learner-support-community-engagement
turkic-uralic-altaic-caucasian-and-central-asian-languages-literatures-and-linguistics-other	16.1599	education	education/teaching-training-facilitation
american-sign-language-asl	16.1601	education	education/teaching-training-facilitation
american-sign-language-asl	16.1601	education	education/learner-support-community-engagement
linguistics-of-asl-and-other-sign-languages	16.1602	education	education/teaching-training-facilitation
linguistics-of-asl-and-other-sign-languages	16.1602	education	education/learner-support-community-engagement
sign-language-interpretation-and-translation	16.1603	education	education/learner-support-community-engagement
american-sign-language-other	16.1699	education	education/learner-support-community-engagement
armenian-language-and-literature	16.1801	education	education/learner-support-community-engagement
armenian-language-and-literature	16.1801	education	education/teaching-training-facilitation
foreign-languages-literatures-and-linguistics-other	16.9999	education	education/teaching-training-facilitation
foreign-languages-literatures-and-linguistics-other	16.9999	education	education/learner-support-community-engagement
family-and-consumer-scienceshuman-sciences-general	19.0101	education	education/teaching-training-facilitation
business-family-and-consumer-scienceshuman-sciences	19.0201	education	education/teaching-training-facilitation
family-and-consumer-scienceshuman-sciences-communication	19.0202	arts-entertainment-design	arts-entertainment-design/media-production-broadcasting
family-and-consumer-scienceshuman-sciences-communication	19.0202	education	education/teaching-training-facilitation
family-and-consumer-scienceshuman-sciences-communication	19.0202	management-entrepreneurship	management-entrepreneurship/entrepreneurship-small-business
family-and-consumer-scienceshuman-sciences-communication	19.0202	management-entrepreneurship	management-entrepreneurship/leadership-operations
consumer-merchandisingretailing-management	19.0203	education	education/teaching-training-facilitation
consumer-merchandisingretailing-management	19.0203	marketing-sales	marketing-sales/marketing-advertising
consumer-merchandisingretailing-management	19.0203	marketing-sales	marketing-sales/retail-customer-experience
consumer-merchandisingretailing-management	19.0203	marketing-sales	marketing-sales/market-research-analytics-ethics
family-and-consumer-scienceshuman-sciences-business-services-other	19.0299	education	education/teaching-training-facilitation
family-resource-management-studies-general	19.0401	education	education/teaching-training-facilitation
family-resource-management-studies-general	19.0401	financial-services	financial-services/accounting
family-resource-management-studies-general	19.0401	financial-services	financial-services/financial-strategy-investments
consumer-economics	19.0402	education	education/teaching-training-facilitation
consumer-services-and-advocacy	19.0403	education	education/teaching-training-facilitation
family-and-consumer-economics-and-related-services-other	19.0499	education	education/teaching-training-facilitation
foods-nutrition-and-wellness-studies-general	19.0501	education	education/teaching-training-facilitation
foods-nutrition-and-wellness-studies-general	19.0501	healthcare-human-services	healthcare-human-services/personal-care-services
foods-nutrition-and-wellness-studies-general	19.0501	healthcare-human-services	healthcare-human-services/physical-health
human-nutrition	19.0504	education	education/teaching-training-facilitation
human-nutrition	19.0504	healthcare-human-services	healthcare-human-services/personal-care-services
human-nutrition	19.0504	healthcare-human-services	healthcare-human-services/physical-health
foodservice-systems-administrationmanagement	19.0505	education	education/teaching-training-facilitation
foodservice-systems-administrationmanagement	19.0505	healthcare-human-services	healthcare-human-services/physical-health
foodservice-systems-administrationmanagement	19.0505	healthcare-human-services	healthcare-human-services/personal-care-services
foodservice-systems-administrationmanagement	19.0505	hospitality-events-tourism	hospitality-events-tourism/culinary-food-services
foodservice-systems-administrationmanagement	19.0505	public-service-safety	public-service-safety/local-state-federal-services
foods-nutrition-and-related-services-other	19.0599	education	education/teaching-training-facilitation
foods-nutrition-and-related-services-other	19.0599	healthcare-human-services	healthcare-human-services/physical-health
housing-and-human-environments-general	19.0601	education	education/teaching-training-facilitation
facilities-planning-and-management	19.0604	arts-entertainment-design	arts-entertainment-design/fashion-interiors
facilities-planning-and-management	19.0604	hospitality-events-tourism	hospitality-events-tourism/conferences-events
facilities-planning-and-management	19.0604	management-entrepreneurship	management-entrepreneurship/leadership-operations
home-furnishings-and-equipment-installers	19.0605	education	education/teaching-training-facilitation
housing-and-human-environments-other	19.0699	arts-entertainment-design	arts-entertainment-design/fashion-interiors
human-development-and-family-studies-general	19.0701	education	education/teaching-training-facilitation
adult-development-and-aging	19.0702	education	education/teaching-training-facilitation
adult-development-and-aging	19.0702	healthcare-human-services	healthcare-human-services/behavioral-mental-health
adult-development-and-aging	19.0702	healthcare-human-services	healthcare-human-services/physical-health
family-systems	19.0704	education	education/teaching-training-facilitation
child-development	19.0706	education	education/early-childhood-development
child-development	19.0706	education	education/teaching-training-facilitation
child-development	19.0706	healthcare-human-services	healthcare-human-services/behavioral-mental-health
family-and-community-services	19.0707	education	education/teaching-training-facilitation
child-care-and-support-services-management	19.0708	education	education/early-childhood-development
child-care-and-support-services-management	19.0708	education	education/teaching-training-facilitation
child-care-providerassistant	19.0709	education	education/early-childhood-development
developmental-services-worker	19.0710	healthcare-human-services	healthcare-human-services/community-social-services
early-childhood-and-family-studies	19.0711	education	education/early-childhood-development
early-childhood-and-family-studies	19.0711	education	education/teaching-training-facilitation
early-childhood-and-family-studies	19.0711	healthcare-human-services	healthcare-human-services/behavioral-mental-health
early-childhood-and-family-studies	19.0711	healthcare-human-services	healthcare-human-services/community-social-services
parent-education-services	19.0712	education	education/teaching-training-facilitation
parent-education-services	19.0712	healthcare-human-services	healthcare-human-services/community-social-services
apparel-and-textiles-general	19.0901	education	education/teaching-training-facilitation
apparel-and-textile-manufacture	19.0902	advanced-manufacturing	advanced-manufacturing/production-automation
apparel-and-textile-manufacture	19.0902	arts-entertainment-design	arts-entertainment-design/fashion-interiors
apparel-and-textile-manufacture	19.0902	education	education/teaching-training-facilitation
textile-science	19.0904	advanced-manufacturing	advanced-manufacturing/engineering
textile-science	19.0904	arts-entertainment-design	arts-entertainment-design/fashion-interiors
textile-science	19.0904	education	education/teaching-training-facilitation
apparel-and-textile-marketing-management	19.0905	marketing-sales	marketing-sales/marketing-advertising
apparel-and-textile-marketing-management	19.0905	marketing-sales	marketing-sales/strategic-sales
apparel-and-textile-marketing-management	19.0905	marketing-sales	marketing-sales/market-research-analytics-ethics
apparel-and-textile-marketing-management	19.0905	supply-chain-transportation	supply-chain-transportation/purchasing-warehousing
fashion-and-fabric-consultant	19.0906	arts-entertainment-design	arts-entertainment-design/fashion-interiors
work-and-family-studies	19.1001	education	education/teaching-training-facilitation
legal-studies	22.0000	public-service-safety	public-service-safety/judicial-systems
law	22.0101	education	education/teaching-training-facilitation
law	22.0101	public-service-safety	public-service-safety/judicial-systems
advanced-legal-researchstudies-general	22.0201	education	education/teaching-training-facilitation
advanced-legal-researchstudies-general	22.0201	public-service-safety	public-service-safety/judicial-systems
programs-for-foreign-lawyers	22.0202	public-service-safety	public-service-safety/judicial-systems
americanus-lawlegal-studiesjurisprudence	22.0203	education	education/teaching-training-facilitation
americanus-lawlegal-studiesjurisprudence	22.0203	public-service-safety	public-service-safety/judicial-systems
canadian-lawlegal-studiesjurisprudence	22.0204	education	education/teaching-training-facilitation
canadian-lawlegal-studiesjurisprudence	22.0204	public-service-safety	public-service-safety/judicial-systems
banking-corporate-finance-and-securities-law	22.0205	education	education/teaching-training-facilitation
banking-corporate-finance-and-securities-law	22.0205	public-service-safety	public-service-safety/judicial-systems
comparative-law	22.0206	education	education/teaching-training-facilitation
comparative-law	22.0206	public-service-safety	public-service-safety/judicial-systems
energy-environment-and-natural-resources-law	22.0207	education	education/teaching-training-facilitation
energy-environment-and-natural-resources-law	22.0207	public-service-safety	public-service-safety/judicial-systems
health-law	22.0208	education	education/teaching-training-facilitation
health-law	22.0208	public-service-safety	public-service-safety/judicial-systems
international-law-and-legal-studies	22.0209	education	education/teaching-training-facilitation
international-law-and-legal-studies	22.0209	public-service-safety	public-service-safety/judicial-systems
international-business-trade-and-tax-law	22.0210	education	education/teaching-training-facilitation
international-business-trade-and-tax-law	22.0210	public-service-safety	public-service-safety/judicial-systems
tax-lawtaxation	22.0211	education	education/teaching-training-facilitation
tax-lawtaxation	22.0211	public-service-safety	public-service-safety/judicial-systems
intellectual-property-law	22.0212	education	education/teaching-training-facilitation
intellectual-property-law	22.0212	public-service-safety	public-service-safety/judicial-systems
patent-law	22.0213	education	education/teaching-training-facilitation
patent-law	22.0213	public-service-safety	public-service-safety/judicial-systems
agriculture-law	22.0214	education	education/teaching-training-facilitation
agriculture-law	22.0214	public-service-safety	public-service-safety/judicial-systems
arts-and-entertainment-law	22.0215	education	education/teaching-training-facilitation
arts-and-entertainment-law	22.0215	public-service-safety	public-service-safety/judicial-systems
compliance-law	22.0216	education	education/teaching-training-facilitation
compliance-law	22.0216	public-service-safety	public-service-safety/judicial-systems
criminal-law-and-procedure	22.0217	education	education/teaching-training-facilitation
criminal-law-and-procedure	22.0217	public-service-safety	public-service-safety/judicial-systems
entrepreneurship-law	22.0218	education	education/teaching-training-facilitation
entrepreneurship-law	22.0218	public-service-safety	public-service-safety/judicial-systems
familychildelder-law	22.0219	education	education/teaching-training-facilitation
familychildelder-law	22.0219	public-service-safety	public-service-safety/judicial-systems
human-resources-law	22.0220	education	education/teaching-training-facilitation
human-resources-law	22.0220	public-service-safety	public-service-safety/judicial-systems
insurance-law	22.0221	education	education/teaching-training-facilitation
insurance-law	22.0221	public-service-safety	public-service-safety/judicial-systems
real-estate-and-land-development-law	22.0222	education	education/teaching-training-facilitation
real-estate-and-land-development-law	22.0222	public-service-safety	public-service-safety/judicial-systems
transportation-law	22.0223	education	education/teaching-training-facilitation
transportation-law	22.0223	public-service-safety	public-service-safety/judicial-systems
tribalindigenous-law	22.0224	education	education/teaching-training-facilitation
tribalindigenous-law	22.0224	public-service-safety	public-service-safety/judicial-systems
legal-research-and-advanced-professional-studies-other	22.0299	education	education/teaching-training-facilitation
legal-research-and-advanced-professional-studies-other	22.0299	public-service-safety	public-service-safety/judicial-systems
legal-administrative-assistantsecretary	22.0301	public-service-safety	public-service-safety/judicial-systems
legal-assistantparalegal	22.0302	financial-services	financial-services/insurance
legal-assistantparalegal	22.0302	public-service-safety	public-service-safety/judicial-systems
court-reporting-and-captioningcourt-reporter	22.0303	public-service-safety	public-service-safety/judicial-systems
court-interpreter	22.0304	education	education/learner-support-community-engagement
court-interpreter	22.0304	public-service-safety	public-service-safety/judicial-systems
scopist	22.0305	public-service-safety	public-service-safety/judicial-systems
english-language-and-literature-general	23.0101	arts-entertainment-design	arts-entertainment-design/media-production-broadcasting
english-language-and-literature-general	23.0101	education	education/teaching-training-facilitation
writing-general	23.1301	arts-entertainment-design	arts-entertainment-design/media-production-broadcasting
writing-general	23.1301	education	education/teaching-training-facilitation
creative-writing	23.1302	arts-entertainment-design	arts-entertainment-design/media-production-broadcasting
creative-writing	23.1302	education	education/teaching-training-facilitation
professional-technical-business-and-scientific-writing	23.1303	arts-entertainment-design	arts-entertainment-design/media-production-broadcasting
professional-technical-business-and-scientific-writing	23.1303	education	education/teaching-training-facilitation
rhetoric-and-composition	23.1304	arts-entertainment-design	arts-entertainment-design/media-production-broadcasting
rhetoric-and-composition	23.1304	education	education/teaching-training-facilitation
rhetoric-and-compositionwriting-studies-other	23.1399	arts-entertainment-design	arts-entertainment-design/media-production-broadcasting
rhetoric-and-compositionwriting-studies-other	23.1399	education	education/teaching-training-facilitation
general-literature	23.1401	arts-entertainment-design	arts-entertainment-design/media-production-broadcasting
general-literature	23.1401	education	education/teaching-training-facilitation
american-literature-united-states	23.1402	education	education/teaching-training-facilitation
american-literature-canadian	23.1403	education	education/teaching-training-facilitation
english-literature-british-and-commonwealth	23.1404	education	education/teaching-training-facilitation
childrens-and-adolescent-literature	23.1405	arts-entertainment-design	arts-entertainment-design/media-production-broadcasting
childrens-and-adolescent-literature	23.1405	education	education/teaching-training-facilitation
literature-other	23.1499	arts-entertainment-design	arts-entertainment-design/media-production-broadcasting
literature-other	23.1499	education	education/teaching-training-facilitation
english-language-and-literatureletters-other	23.9999	education	education/teaching-training-facilitation
liberal-arts-and-sciencesliberal-studies	24.0101	education	education/teaching-training-facilitation
general-studies	24.0102	education	education/teaching-training-facilitation
humanitieshumanistic-studies	24.0103	education	education/teaching-training-facilitation
library-and-information-science	25.0101	education	education/learner-support-community-engagement
library-and-information-science	25.0101	education	education/teaching-training-facilitation
library-and-information-science	25.0101	management-entrepreneurship	management-entrepreneurship/leadership-operations
children-and-youth-library-services	25.0102	education	education/learner-support-community-engagement
children-and-youth-library-services	25.0102	education	education/teaching-training-facilitation
archivesarchival-administration	25.0103	education	education/learner-support-community-engagement
archivesarchival-administration	25.0103	management-entrepreneurship	management-entrepreneurship/leadership-operations
archivesarchival-administration	25.0103	public-service-safety	public-service-safety/local-state-federal-services
library-science-and-administration-other	25.0199	education	education/learner-support-community-engagement
library-and-archives-assisting	25.0301	education	education/learner-support-community-engagement
biologybiological-sciences-general	26.0101	agriculture	agriculture/water-systems
biologybiological-sciences-general	26.0101	agriculture	agriculture/plant-systems
biologybiological-sciences-general	26.0101	agriculture	agriculture/food-science-processing
biologybiological-sciences-general	26.0101	education	education/teaching-training-facilitation
biologybiological-sciences-general	26.0101	energy-natural-resources	energy-natural-resources/conservation-land-management
biologybiological-sciences-general	26.0101	energy-natural-resources	energy-natural-resources/ecological-research-development
biologybiological-sciences-general	26.0101	healthcare-human-services	healthcare-human-services/biotechnology-research-development
biologybiological-sciences-general	26.0101	public-service-safety	public-service-safety/judicial-systems
biomedical-sciences-general	26.0102	education	education/teaching-training-facilitation
biomedical-sciences-general	26.0102	healthcare-human-services	healthcare-human-services/biotechnology-research-development
biochemistry	26.0202	advanced-manufacturing	advanced-manufacturing/engineering
biochemistry	26.0202	agriculture	agriculture/food-science-processing
biochemistry	26.0202	education	education/teaching-training-facilitation
biochemistry	26.0202	energy-natural-resources	energy-natural-resources/conservation-land-management
biochemistry	26.0202	energy-natural-resources	energy-natural-resources/ecological-research-development
biochemistry	26.0202	healthcare-human-services	healthcare-human-services/biotechnology-research-development
biophysics	26.0203	advanced-manufacturing	advanced-manufacturing/engineering
biophysics	26.0203	education	education/teaching-training-facilitation
biophysics	26.0203	healthcare-human-services	healthcare-human-services/biotechnology-research-development
molecular-biology	26.0204	agriculture	agriculture/water-systems
molecular-biology	26.0204	education	education/teaching-training-facilitation
molecular-biology	26.0204	energy-natural-resources	energy-natural-resources/conservation-land-management
molecular-biology	26.0204	energy-natural-resources	energy-natural-resources/ecological-research-development
molecular-biology	26.0204	healthcare-human-services	healthcare-human-services/biotechnology-research-development
molecular-biochemistry	26.0205	advanced-manufacturing	advanced-manufacturing/engineering
molecular-biochemistry	26.0205	education	education/teaching-training-facilitation
molecular-biochemistry	26.0205	energy-natural-resources	energy-natural-resources/conservation-land-management
molecular-biochemistry	26.0205	energy-natural-resources	energy-natural-resources/ecological-research-development
molecular-biochemistry	26.0205	healthcare-human-services	healthcare-human-services/biotechnology-research-development
molecular-biophysics	26.0206	advanced-manufacturing	advanced-manufacturing/engineering
molecular-biophysics	26.0206	education	education/teaching-training-facilitation
structural-biology	26.0207	advanced-manufacturing	advanced-manufacturing/engineering
structural-biology	26.0207	agriculture	agriculture/plant-systems
structural-biology	26.0207	agriculture	agriculture/water-systems
structural-biology	26.0207	education	education/teaching-training-facilitation
structural-biology	26.0207	energy-natural-resources	energy-natural-resources/ecological-research-development
structural-biology	26.0207	healthcare-human-services	healthcare-human-services/biotechnology-research-development
photobiology	26.0208	agriculture	agriculture/water-systems
photobiology	26.0208	education	education/teaching-training-facilitation
photobiology	26.0208	energy-natural-resources	energy-natural-resources/conservation-land-management
photobiology	26.0208	energy-natural-resources	energy-natural-resources/ecological-research-development
photobiology	26.0208	healthcare-human-services	healthcare-human-services/biotechnology-research-development
radiation-biologyradiobiology	26.0209	agriculture	agriculture/water-systems
radiation-biologyradiobiology	26.0209	education	education/teaching-training-facilitation
radiation-biologyradiobiology	26.0209	energy-natural-resources	energy-natural-resources/conservation-land-management
radiation-biologyradiobiology	26.0209	energy-natural-resources	energy-natural-resources/ecological-research-development
radiation-biologyradiobiology	26.0209	healthcare-human-services	healthcare-human-services/biotechnology-research-development
biochemistry-and-molecular-biology	26.0210	advanced-manufacturing	advanced-manufacturing/engineering
biochemistry-and-molecular-biology	26.0210	agriculture	agriculture/water-systems
biochemistry-and-molecular-biology	26.0210	education	education/teaching-training-facilitation
biochemistry-and-molecular-biology	26.0210	energy-natural-resources	energy-natural-resources/conservation-land-management
biochemistry-and-molecular-biology	26.0210	energy-natural-resources	energy-natural-resources/ecological-research-development
biochemistry-and-molecular-biology	26.0210	healthcare-human-services	healthcare-human-services/biotechnology-research-development
biochemistry-biophysics-and-molecular-biology-other	26.0299	agriculture	agriculture/water-systems
biochemistry-biophysics-and-molecular-biology-other	26.0299	education	education/teaching-training-facilitation
biochemistry-biophysics-and-molecular-biology-other	26.0299	energy-natural-resources	energy-natural-resources/conservation-land-management
biochemistry-biophysics-and-molecular-biology-other	26.0299	energy-natural-resources	energy-natural-resources/ecological-research-development
biochemistry-biophysics-and-molecular-biology-other	26.0299	healthcare-human-services	healthcare-human-services/biotechnology-research-development
botanyplant-biology	26.0301	agriculture	agriculture/plant-systems
botanyplant-biology	26.0301	agriculture	agriculture/water-systems
botanyplant-biology	26.0301	education	education/teaching-training-facilitation
botanyplant-biology	26.0301	energy-natural-resources	energy-natural-resources/conservation-land-management
botanyplant-biology	26.0301	energy-natural-resources	energy-natural-resources/ecological-research-development
botanyplant-biology	26.0301	healthcare-human-services	healthcare-human-services/biotechnology-research-development
plant-pathologyphytopathology	26.0305	agriculture	agriculture/plant-systems
plant-pathologyphytopathology	26.0305	agriculture	agriculture/water-systems
plant-pathologyphytopathology	26.0305	education	education/teaching-training-facilitation
plant-pathologyphytopathology	26.0305	energy-natural-resources	energy-natural-resources/conservation-land-management
plant-pathologyphytopathology	26.0305	energy-natural-resources	energy-natural-resources/ecological-research-development
plant-pathologyphytopathology	26.0305	healthcare-human-services	healthcare-human-services/biotechnology-research-development
plant-physiology	26.0307	agriculture	agriculture/plant-systems
plant-physiology	26.0307	agriculture	agriculture/water-systems
plant-physiology	26.0307	education	education/teaching-training-facilitation
plant-physiology	26.0307	energy-natural-resources	energy-natural-resources/conservation-land-management
plant-physiology	26.0307	energy-natural-resources	energy-natural-resources/ecological-research-development
plant-physiology	26.0307	healthcare-human-services	healthcare-human-services/biotechnology-research-development
plant-molecular-biology	26.0308	agriculture	agriculture/plant-systems
plant-molecular-biology	26.0308	agriculture	agriculture/water-systems
plant-molecular-biology	26.0308	energy-natural-resources	energy-natural-resources/ecological-research-development
plant-molecular-biology	26.0308	healthcare-human-services	healthcare-human-services/biotechnology-research-development
botanyplant-biology-other	26.0399	agriculture	agriculture/plant-systems
botanyplant-biology-other	26.0399	agriculture	agriculture/water-systems
botanyplant-biology-other	26.0399	education	education/teaching-training-facilitation
botanyplant-biology-other	26.0399	energy-natural-resources	energy-natural-resources/conservation-land-management
botanyplant-biology-other	26.0399	energy-natural-resources	energy-natural-resources/ecological-research-development
botanyplant-biology-other	26.0399	healthcare-human-services	healthcare-human-services/biotechnology-research-development
cellcellular-biology-and-histology	26.0401	education	education/teaching-training-facilitation
cellcellular-biology-and-histology	26.0401	energy-natural-resources	energy-natural-resources/conservation-land-management
cellcellular-biology-and-histology	26.0401	energy-natural-resources	energy-natural-resources/ecological-research-development
cellcellular-biology-and-histology	26.0401	healthcare-human-services	healthcare-human-services/biotechnology-research-development
cellcellular-biology-and-histology	26.0401	healthcare-human-services	healthcare-human-services/physical-health
cellcellular-biology-and-histology	26.0401	public-service-safety	public-service-safety/local-state-federal-services
anatomy	26.0403	agriculture	agriculture/water-systems
anatomy	26.0403	education	education/teaching-training-facilitation
anatomy	26.0403	energy-natural-resources	energy-natural-resources/ecological-research-development
anatomy	26.0403	healthcare-human-services	healthcare-human-services/biotechnology-research-development
developmental-biology-and-embryology	26.0404	agriculture	agriculture/water-systems
developmental-biology-and-embryology	26.0404	education	education/teaching-training-facilitation
developmental-biology-and-embryology	26.0404	energy-natural-resources	energy-natural-resources/ecological-research-development
developmental-biology-and-embryology	26.0404	healthcare-human-services	healthcare-human-services/biotechnology-research-development
cellcellular-and-molecular-biology	26.0406	agriculture	agriculture/water-systems
cellcellular-and-molecular-biology	26.0406	education	education/teaching-training-facilitation
cellcellular-and-molecular-biology	26.0406	energy-natural-resources	energy-natural-resources/ecological-research-development
cellcellular-and-molecular-biology	26.0406	healthcare-human-services	healthcare-human-services/biotechnology-research-development
cell-biology-and-anatomy	26.0407	agriculture	agriculture/water-systems
cell-biology-and-anatomy	26.0407	education	education/teaching-training-facilitation
cell-biology-and-anatomy	26.0407	energy-natural-resources	energy-natural-resources/ecological-research-development
cell-biology-and-anatomy	26.0407	healthcare-human-services	healthcare-human-services/biotechnology-research-development
cellcellular-biology-and-anatomical-sciences-other	26.0499	advanced-manufacturing	advanced-manufacturing/engineering
cellcellular-biology-and-anatomical-sciences-other	26.0499	agriculture	agriculture/plant-systems
cellcellular-biology-and-anatomical-sciences-other	26.0499	agriculture	agriculture/water-systems
cellcellular-biology-and-anatomical-sciences-other	26.0499	education	education/teaching-training-facilitation
cellcellular-biology-and-anatomical-sciences-other	26.0499	energy-natural-resources	energy-natural-resources/ecological-research-development
cellcellular-biology-and-anatomical-sciences-other	26.0499	healthcare-human-services	healthcare-human-services/biotechnology-research-development
microbiology-general	26.0502	agriculture	agriculture/plant-systems
microbiology-general	26.0502	agriculture	agriculture/food-science-processing
microbiology-general	26.0502	education	education/teaching-training-facilitation
microbiology-general	26.0502	energy-natural-resources	energy-natural-resources/ecological-research-development
microbiology-general	26.0502	healthcare-human-services	healthcare-human-services/biotechnology-research-development
medical-microbiology-and-bacteriology	26.0503	agriculture	agriculture/water-systems
medical-microbiology-and-bacteriology	26.0503	education	education/teaching-training-facilitation
medical-microbiology-and-bacteriology	26.0503	energy-natural-resources	energy-natural-resources/ecological-research-development
medical-microbiology-and-bacteriology	26.0503	healthcare-human-services	healthcare-human-services/biotechnology-research-development
virology	26.0504	agriculture	agriculture/plant-systems
virology	26.0504	agriculture	agriculture/water-systems
virology	26.0504	education	education/teaching-training-facilitation
virology	26.0504	energy-natural-resources	energy-natural-resources/ecological-research-development
virology	26.0504	healthcare-human-services	healthcare-human-services/biotechnology-research-development
parasitology	26.0505	agriculture	agriculture/plant-systems
parasitology	26.0505	agriculture	agriculture/water-systems
parasitology	26.0505	education	education/teaching-training-facilitation
parasitology	26.0505	energy-natural-resources	energy-natural-resources/ecological-research-development
parasitology	26.0505	healthcare-human-services	healthcare-human-services/biotechnology-research-development
mycology	26.0506	agriculture	agriculture/water-systems
mycology	26.0506	education	education/teaching-training-facilitation
mycology	26.0506	energy-natural-resources	energy-natural-resources/ecological-research-development
mycology	26.0506	healthcare-human-services	healthcare-human-services/biotechnology-research-development
immunology	26.0507	agriculture	agriculture/plant-systems
immunology	26.0507	agriculture	agriculture/water-systems
immunology	26.0507	education	education/teaching-training-facilitation
immunology	26.0507	energy-natural-resources	energy-natural-resources/ecological-research-development
immunology	26.0507	healthcare-human-services	healthcare-human-services/biotechnology-research-development
microbiology-and-immunology	26.0508	agriculture	agriculture/plant-systems
microbiology-and-immunology	26.0508	agriculture	agriculture/water-systems
microbiology-and-immunology	26.0508	education	education/teaching-training-facilitation
microbiology-and-immunology	26.0508	energy-natural-resources	energy-natural-resources/ecological-research-development
microbiology-and-immunology	26.0508	healthcare-human-services	healthcare-human-services/biotechnology-research-development
infectious-disease-and-global-health	26.0509	agriculture	agriculture/water-systems
infectious-disease-and-global-health	26.0509	energy-natural-resources	energy-natural-resources/ecological-research-development
infectious-disease-and-global-health	26.0509	healthcare-human-services	healthcare-human-services/health-data-administration
infectious-disease-and-global-health	26.0509	healthcare-human-services	healthcare-human-services/biotechnology-research-development
infectious-disease-and-global-health	26.0509	public-service-safety	public-service-safety/local-state-federal-services
microbiological-sciences-and-immunology-other	26.0599	agriculture	agriculture/plant-systems
microbiological-sciences-and-immunology-other	26.0599	education	education/teaching-training-facilitation
microbiological-sciences-and-immunology-other	26.0599	energy-natural-resources	energy-natural-resources/ecological-research-development
zoologyanimal-biology	26.0701	education	education/teaching-training-facilitation
zoologyanimal-biology	26.0701	energy-natural-resources	energy-natural-resources/conservation-land-management
zoologyanimal-biology	26.0701	energy-natural-resources	energy-natural-resources/ecological-research-development
zoologyanimal-biology	26.0701	healthcare-human-services	healthcare-human-services/biotechnology-research-development
entomology	26.0702	agriculture	agriculture/plant-systems
