child	childCode	parent	parentCode	level
SpecialPurposeCoatingsIncludingAllMarineCoatingsIndustrialConstructionAndMaintenanceCoatingsAndTrafficMarkingPaints	4631122	OtherPaintsAndCoatings	463112	Detail→Subclass
PaintRemoversAndThinnersAndGlazingCompounds	4631131	PaintRemoversAndThinnersAndGlazingCompounds	463113	Detail→Subclass
NonStructuralCaulkingCompoundsAndSealants	4631141	CaulksAndSealants	463114	Detail→Subclass
StructuralSealants	4631142	CaulksAndSealants	463114	Detail→Subclass
NaturalBaseGluesAndAdhesives	4631151	GluesAndAdhesives	463115	Detail→Subclass
SyntheticResinAndRubberAdhesivesAndLaminatingAdhesives	4631152	GluesAndAdhesives	463115	Detail→Subclass
PolyethylenePlasticPlumbingPipeExceptFlexible	4641111	PolyethylenePlasticPipeAndTubeExceptFlexible	464111	Detail→Subclass
PolyethylenePlasticPipeAndTubeExceptFlexibleAndPlumbingUse	4641112	PolyethylenePlasticPipeAndTubeExceptFlexible	464111	Detail→Subclass
OtherPlasticPlumbingPipeExceptFlexibleAndPolyethylene	4641121	PlasticPipeAndTubeExceptFlexibleAndPolyethylene	464112	Detail→Subclass
OtherPlasticPipeAndTubeExceptFlexiblePolyethyleneAndPlumbingUse	4641122	PlasticPipeAndTubeExceptFlexibleAndPolyethylene	464112	Detail→Subclass
PlasticPipeFittingsAndUnions	4641131	PlasticPipeFittingsAndUnions	464113	Detail→Subclass
PlasticPlumbingFixtures	4641141	PlasticPlumbingFixtures	464114	Detail→Subclass
ResilientFloorCoverings	4641151	ResilientFloorCoverings	464115	Detail→Subclass
PolystyreneFoamProductsForBuildingAndConstruction	4641161	PolystyreneFoamProductsForBuildingAndConstruction	464116	Detail→Subclass
PolyurethaneFoamProductsForBuildingAndConstruction	4641171	PolyurethaneFoamProductsForBuildingAndConstruction	464117	Detail→Subclass
OtherFoamProductsForBuildingAndConstruction	4641181	OtherFoamProductsForBuildingAndConstruction	464118	Detail→Subclass
PlasticWindowsAndDoors	4641191	OtherPlasticProductsForBuildingAndConstruction	464119	Detail→Subclass
PlasticProductsForBuildingAndConstructionN.e.c.	4641192	OtherPlasticProductsForBuildingAndConstruction	464119	Detail→Subclass
PortlandCement	4651111	Cement	465111	Detail→Subclass
MasonryCement	4651112	Cement	465111	Detail→Subclass
AluminousCement	4651113	Cement	465111	Detail→Subclass
OilwellCement	4651114	Cement	465111	Detail→Subclass
IntergroundBlendedHydraulicCements	4651115	Cement	465111	Detail→Subclass
CementClinkers	4651116	Cement	465111	Detail→Subclass
OtherCementsN.e.c.	4651117	Cement	465111	Detail→Subclass
ReadyMixedConcrete	4651211	ReadyMixedConcrete	465121	Detail→Subclass
Lime	4651311	Lime	465131	Detail→Subclass
GypsumBuildingMaterialsAndOtherGypsumProducts	4651321	GypsumBuildingMaterialsAndOtherGypsumProducts	465132	Detail→Subclass
ConcreteReinforcingBars	4661111	ConcreteReinforcingBars	466111	Detail→Subclass
FabricatedBarJoists	4661121	FabricatedBarJoists	466112	Detail→Subclass
FabricatedSteelPlateForConstruction	4661131	FabricatedSteelPlate	466113	Detail→Subclass
FabricatedSteelPlateExceptForConstruction	4661132	FabricatedSteelPlate	466113	Detail→Subclass
OtherFabricatedStructuralMetal	4661141	OtherFabricatedStructuralMetal	466114	Detail→Subclass
SingleLeverPlumbingFixtureControls	4661211	PlumbingFixturesAndFittings	466121	Detail→Subclass
LavatoryAndSinkFittingsAndOtherMiscellaneousPlumbingFixturesFittingsAndTrim	4661212	PlumbingFixturesAndFittings	466121	Detail→Subclass
MetalFittingsFlangesAndUnionsForPipingSystems	4661221	OtherValvesAndFittings	466122	Detail→Subclass
PlumbingAndHeatingValvesAndSpecialties	4661222	OtherValvesAndFittings	466122	Detail→Subclass
EnamelledMetalSanitaryWare	4661231	EnamelledMetalSanitaryWare	466123	Detail→Subclass
MetalDoorsAndFrames	4661311	MetalDoorsAndFrames	466131	Detail→Subclass
MetalWindowsAndMetalWindowAndDoorScreens	4661321	MetalWindowsScreensAndExteriorMouldingAndTrim	466132	Detail→Subclass
MetalMouldingAndTrim	4661322	MetalWindowsScreensAndExteriorMouldingAndTrim	466132	Detail→Subclass
MetalFlooring	4661411	MetalFlooring	466141	Detail→Subclass
MetalRoofing	4661421	MetalRoofing	466142	Detail→Subclass
MetalRoofDrainageEquipment	4661431	MetalRoofDrainageEquipment	466143	Detail→Subclass
MetalSiding	4661441	MetalSiding	466144	Detail→Subclass
VentilationDuctsAndStovePipe	4661451	MetalWorkForHeatingAndAirConditioningSystems	466145	Detail→Subclass
MetalGrillesRegistersAirDiffusersAndOtherMetalWorkForHeatingAndAirConditioningSystems	4661452	MetalWorkForHeatingAndAirConditioningSystems	466145	Detail→Subclass
CulvertsFlumesAndIrrigationPipes	4661461	OtherMetalProductsForArchitectureAndConstruction	466146	Detail→Subclass
MetalStuds	4661462	OtherMetalProductsForArchitectureAndConstruction	466146	Detail→Subclass
MetalLadders	4661463	OtherMetalProductsForArchitectureAndConstruction	466146	Detail→Subclass
MetalStairsAndRailings	4661464	OtherMetalProductsForArchitectureAndConstruction	466146	Detail→Subclass
OtherMetalProductsForArchitectureAndConstructionN.e.c.	4661465	OtherMetalProductsForArchitectureAndConstruction	466146	Detail→Subclass
PrefabricatedMetalIndustrialCommercialAndInstitutionalBuildingsAndComponentsThereof	4711111	PrefabricatedMetalBuildingsAndComponentsThereof	471111	Detail→Subclass
PrefabricatedMetalResidentialAndFarmServiceBuildingsAndComponentsThereof	4711112	PrefabricatedMetalBuildingsAndComponentsThereof	471111	Detail→Subclass
PrefabricatedWoodBuildings	4711211	PrefabricatedWoodBuildings	471121	Detail→Subclass
ComponentsForPrefabricatedWoodBuildings	4711221	ComponentsForPrefabricatedWoodBuildings	471122	Detail→Subclass
ManufacturedMobileHomes	4711311	ManufacturedMobileHomes	471131	Detail→Subclass
NonResidentialManufacturedMobileBuildings	4711321	NonResidentialManufacturedMobileBuildings	471132	Detail→Subclass
AutomaticWeaponsMachineGunsRocketLaunchersHowitzersMortarsAndOtherWeaponsIncludingParts	4721111	GunsAmmunitionAndOtherMunitions	472111	Detail→Subclass
SmallArmsIncludingParts	4721112	GunsAmmunitionAndOtherMunitions	472111	Detail→Subclass
ArtilleryAmmunitionBombsMinesAndOtherMunitions	4721113	GunsAmmunitionAndOtherMunitions	472111	Detail→Subclass
SmallArmsAmmunition	4721114	GunsAmmunitionAndOtherMunitions	472111	Detail→Subclass
Builders'Hardware	4722111	Builders'Hardware	472211	Detail→Subclass
FurnitureHardware	4722121	OtherHardware	472212	Detail→Subclass
OtherHardwareN.e.c.	4722122	OtherHardware	472212	Detail→Subclass
MetalFastenersForAircraft	4722211	ThreadedMetalFastenersAndMetalRivetsWashersAndCotters	472221	Detail→Subclass
ExternallyThreadedMetalFastenersExceptForAircraft	4722212	ThreadedMetalFastenersAndMetalRivetsWashersAndCotters	472221	Detail→Subclass
InternallyThreadedMetalFastenersExceptForAircraft	4722213	ThreadedMetalFastenersAndMetalRivetsWashersAndCotters	472221	Detail→Subclass
RivetsWashersAndOtherNonThreadedMetalFastenersExceptForAircraft	4722214	ThreadedMetalFastenersAndMetalRivetsWashersAndCotters	472221	Detail→Subclass
TurnedMetalProductsExceptFastenersAndAutomotiveProducts	4722221	TurnedMetalProductsExceptFastenersAndAutomotiveProducts	472222	Detail→Subclass
NailsStaplesTacksSpikesAndBrads	4723211	NailsStaplesTacksSpikesAndBrads	472321	Detail→Subclass
PrecisionMechanicalWireSprings	4723221	WireSprings	472322	Detail→Subclass
OtherWireSprings	4723222	WireSprings	472322	Detail→Subclass
SteelSpringsExceptWireSprings	4723231	SteelSpringsExceptWireSprings	472323	Detail→Subclass
MetalFencingAndFenceGates	4723241	FencingAndWovenWireProducts	472324	Detail→Subclass
FerrousWireClothAndOtherFerrousWovenWireProducts	4723242	FencingAndWovenWireProducts	472324	Detail→Subclass
NonFerrousWireClothAndOtherNonFerrousWovenWireProducts	4723243	FencingAndWovenWireProducts	472324	Detail→Subclass
NonInsulatedFerrousWireRopeCableAndStrand	4723251	FabricatedWireProductsN.e.c.	472325	Detail→Subclass
OtherFerrousWireProducts	4723252	FabricatedWireProductsN.e.c.	472325	Detail→Subclass
OtherNonFerrousWireProducts	4723253	FabricatedWireProductsN.e.c.	472325	Detail→Subclass
HotImpressionDieImpactPressAndUpsetIronAndSteelForgings	4723311	ForgingsIncludingPowderMetallurgyProducts	472331	Detail→Subclass
ColdImpressionDieImpactPressAndUpsetIronAndSteelForgings	4723312	ForgingsIncludingPowderMetallurgyProducts	472331	Detail→Subclass
OtherIronAndSteelForgingsAndPowderMetallurgyProducts	4723313	ForgingsIncludingPowderMetallurgyProducts	472331	Detail→Subclass
NonFerrousForgingsAndPowderMetallurgyProducts	4723314	ForgingsIncludingPowderMetallurgyProducts	472331	Detail→Subclass
MetalStampingsExceptAutomotive	4723321	MetalStampingsExceptAutomotive	472332	Detail→Subclass
AluminumAndAluminumAlloyDieCastings	4723411	AluminumCastings	472341	Detail→Subclass
AluminumAndAluminumAlloyInvestmentCastings	4723412	AluminumCastings	472341	Detail→Subclass
OtherCastingsOfAluminumAndAluminumBaseAlloys	4723413	AluminumCastings	472341	Detail→Subclass
CopperAndCopperAlloyDieCastings	4723421	CopperCastings	472342	Detail→Subclass
CopperAndCopperAlloyCastingsExceptDieCastings	4723422	CopperCastings	472342	Detail→Subclass
NonFerrousMetalDieCastingsExceptAluminumAndCopper	4723431	OtherNonFerrousMetalCastings	472343	Detail→Subclass
OtherNonFerrousMetalCastingsExceptDieCastingsAluminumAndCopperCastings	4723432	OtherNonFerrousMetalCastings	472343	Detail→Subclass
UnlaminatedConvertedFoilForNonPackagingApplications	4723521	OtherMiscellaneousFabricatedMetalProducts	472352	Detail→Subclass
MetalProductsForMachineryAndTransportationN.e.c.	4723522	OtherMiscellaneousFabricatedMetalProducts	472352	Detail→Subclass
FabricatedMetalCollapsibleTubes	4723523	OtherMiscellaneousFabricatedMetalProducts	472352	Detail→Subclass
FlexibleMetalHoseAndTube	4723524	OtherMiscellaneousFabricatedMetalProducts	472352	Detail→Subclass
PersonalAndHouseholdMetalArticlesN.e.c.	4723525	OtherMiscellaneousFabricatedMetalProducts	472352	Detail→Subclass
OtherFabricatedMetalProductsN.e.c.	4723526	OtherMiscellaneousFabricatedMetalProducts	472352	Detail→Subclass
ConvertedUnmountedAluminumFoilForPackaging	4723531	ConvertedUnmountedAluminumFoilForPackaging	472353	Detail→Subclass
MetalEnclosures	4723541	MetalEnclosures	472354	Detail→Subclass
WoodContainersAndPalletsOfHardwood	4741111	WoodContainersAndPallets	474111	Detail→Subclass
WoodContainersAndPalletsOfSoftwood	4741112	WoodContainersAndPallets	474111	Detail→Subclass
SteelAndTinCans	4741211	LightGaugeMetalContainers	474121	Detail→Subclass
AluminumCans	4741212	LightGaugeMetalContainers	474121	Detail→Subclass
SteelPailsAndFabricatedSteelBoxes	4741213	LightGaugeMetalContainers	474121	Detail→Subclass
MetalCapsCrownsAndClosures	4741221	MetalCapsCrownsAndClosures	474122	Detail→Subclass
MetalStrappingAndShippingMaterials	4741231	MetalStrappingAndShippingMaterials	474123	Detail→Subclass
BagsPouchesAndLinersOfSingleWebPlasticFilm	4741411	PlasticBags	474141	Detail→Subclass
BagsPouchesAndLinersOfMultiWebFilmFilmLaminatedPlastic	4741412	PlasticBags	474141	Detail→Subclass
PlasticBottles	4741511	PlasticBottles	474151	Detail→Subclass
FoamProductsForPackagingOfPolystyreneOrPolyurethane	4741611	FoamProductsForPackagingOfPolystyreneOrPolyurethane	474161	Detail→Subclass
PlasticFilmAndSheetsForPackagingOfPolyethylene	4741711	PlasticFilmAndSheetsForPackagingOfPolyethylene	474171	Detail→Subclass
PlasticFilmAndSheetsForPackagingExceptPolyethylene	4741721	PlasticFilmAndSheetsForPackagingExceptPolyethylene	474172	Detail→Subclass
PlasticPackagingForFood	4741811	PlasticPackagingForFood	474181	Detail→Subclass
OtherPlasticPackagingMaterialsN.e.c.	4741821	OtherPlasticPackagingMaterialsN.e.c.	474182	Detail→Subclass
CorrugatedAndSolidFibreBoxes	4742111	CorrugatedAndSolidFibreBoxes	474211	Detail→Subclass
FoldingPaperboardBoxesIncludingPackagingComponents	4742121	FoldingAndRigidPaperboardBoxes	474212	Detail→Subclass
RigidPaperboardBoxes	4742122	FoldingAndRigidPaperboardBoxes	474212	Detail→Subclass
PaperboardFibreDrums	4742131	PaperboardDrumsCanistersTubesSpoolsAndCones	474213	Detail→Subclass
PaperboardFibreCanistersTubesSpoolsAndCones	4742132	PaperboardDrumsCanistersTubesSpoolsAndCones	474213	Detail→Subclass
PaperboardCartonsForMilkAndOtherBeverages	4742141	PaperboardFoodContainersCupsPlatesAndTrays	474214	Detail→Subclass
CupsAndLiquidTightPaperAndPaperboardContainersExceptBeverageCartons	4742142	PaperboardFoodContainersCupsPlatesAndTrays	474214	Detail→Subclass
PaperAndPaperboardPlatesTraysAndOtherFoodContainersExceptFoldingN.e.c.	4742143	PaperboardFoodContainersCupsPlatesAndTrays	474214	Detail→Subclass
GummedProducts	4742211	GummedAndSelfAdhesiveProducts	474221	Detail→Subclass
SelfAdhesiveProducts	4742212	GummedAndSelfAdhesiveProducts	474221	Detail→Subclass
NonTextileShippingSacksAndMultiwallBags	4742221	NonTextileShippingSacksAndMultiwallBags	474222	Detail→Subclass
UncoatedSingleWebPaperBagsAndSacks	4742231	PaperBagsAndSacks	474223	Detail→Subclass
SpecialtyBagsPouchesAndLinersOfCoatedSingleWebPaper	4742232	PaperBagsAndSacks	474223	Detail→Subclass
SpecialtyBagsPouchesAndLinersOfMultiWebLaminateAndFoilExceptFilmFilm	4742233	PaperBagsAndSacks	474223	Detail→Subclass
MouldedPulpProducts	4742241	MouldedPulpProducts	474224	Detail→Subclass
LaminatedRollsAndSheetsOfPaperForFlexiblePackagingUses	4742251	OtherConvertedPaperAndLaminatedPackagingProducts	474225	Detail→Subclass
LaminatedAluminumFoilRollsAndSheetsForFlexiblePackagingUses	4742252	OtherConvertedPaperAndLaminatedPackagingProducts	474225	Detail→Subclass
OtherCoatedAndTreatedPaperAndPaperboardForPackaging	4742253	OtherConvertedPaperAndLaminatedPackagingProducts	474225	Detail→Subclass
GlassContainers	4743111	GlassContainers	474311	Detail→Subclass
Wheelchairs	4751111	WheelchairsAndOrthopaedicAndProstheticAppliances	475111	Detail→Subclass
OrthopaedicAndProstheticAppliances	4751112	WheelchairsAndOrthopaedicAndProstheticAppliances	475111	Detail→Subclass
SurgicalAndTherapeuticAppliances	4751121	MedicalAppliancesAndSuppliesN.e.c.	475112	Detail→Subclass
SurgicalAndTherapeuticSupplies	4751122	MedicalAppliancesAndSuppliesN.e.c.	475112	Detail→Subclass
DentalProfessionalAndDentalLaboratoryEquipment	4751131	DentalEquipmentAndSupplies	475113	Detail→Subclass
DentalAndDentalLaboratorySupplies	4751132	DentalEquipmentAndSupplies	475113	Detail→Subclass
DenturesArtificialTeethAndOtherProductsOfDentalLaboratories	4751133	DentalEquipmentAndSupplies	475113	Detail→Subclass
