child	childCode	parent	parentCode	level
AnchorStoresAttachedToMallOrShoppingCentre	6221226	ShoppingCentresPlazasMallsAndStores	622122	Detail→Subclass
CommercialBays	6221227	ShoppingCentresPlazasMallsAndStores	622122	Detail→Subclass
ShoppingComplexesMultiStructureOutletMalls	6221228	ShoppingCentresPlazasMallsAndStores	622122	Detail→Subclass
OtherShoppingCentresPlazasMallsAndStoresN.e.c.	6221229	ShoppingCentresPlazasMallsAndStores	622122	Detail→Subclass
NonRefrigeratedWarehouses	6221231	Warehouses	622123	Detail→Subclass
RefrigeratedWarehousesAndColdStorageBuildings	6221232	Warehouses	622123	Detail→Subclass
CrossDockingFacilities	6221233	Warehouses	622123	Detail→Subclass
DistributionAndShippingCentres	6221234	Warehouses	622123	Detail→Subclass
HazardousMaterialHazmatWarehouses	6221235	Warehouses	622123	Detail→Subclass
PublicRentalStorageBuildings	6221236	Warehouses	622123	Detail→Subclass
InternetFulfillmentWarehouses	6221237	Warehouses	622123	Detail→Subclass
VehicleStorageWarehouses	6221238	Warehouses	622123	Detail→Subclass
OtherWarehousesN.e.c.	6221239	Warehouses	622123	Detail→Subclass
FullServiceRestaurants	6221241	Restaurants	622124	Detail→Subclass
DriveThroughAndFastFoodRestaurants	6221242	Restaurants	622124	Detail→Subclass
Bakeries	6221243	Restaurants	622124	Detail→Subclass
BarsOrNightclubs	6221244	Restaurants	622124	Detail→Subclass
CoffeeShopsCafés	6221245	Restaurants	622124	Detail→Subclass
FoodCourts	6221246	Restaurants	622124	Detail→Subclass
ConcessionStands	6221247	Restaurants	622124	Detail→Subclass
OtherRestaurantsN.e.c.	6221249	Restaurants	622124	Detail→Subclass
Hotels	6221252	HotelsAndMotels	622125	Detail→Subclass
Motels	6221253	HotelsAndMotels	622125	Detail→Subclass
Lodges	6221254	HotelsAndMotels	622125	Detail→Subclass
Hostels	6221255	HotelsAndMotels	622125	Detail→Subclass
BedsAndBreakfastsByOwner	6221256	HotelsAndMotels	622125	Detail→Subclass
ShortTermOvernightStaysFacilitiesExceptByOwner	6221257	HotelsAndMotels	622125	Detail→Subclass
OtherShortTermOvernightStaysFacilitiesN.e.c.	6221259	HotelsAndMotels	622125	Detail→Subclass
CommercialAirports	6221262	AirportsAndOtherPassengerTerminals	622126	Detail→Subclass
PrivateAirports	6221263	AirportsAndOtherPassengerTerminals	622126	Detail→Subclass
CargoAirports	6221264	AirportsAndOtherPassengerTerminals	622126	Detail→Subclass
BusStations	6221265	AirportsAndOtherPassengerTerminals	622126	Detail→Subclass
RailwayStations	6221266	AirportsAndOtherPassengerTerminals	622126	Detail→Subclass
MetroSubwayStations	6221267	AirportsAndOtherPassengerTerminals	622126	Detail→Subclass
FerryOrCruiseTerminals	6221268	AirportsAndOtherPassengerTerminals	622126	Detail→Subclass
OtherTerminalsN.e.c.	6221269	AirportsAndOtherPassengerTerminals	622126	Detail→Subclass
CinemasAndPerformingArtTheatres	6221271	TheatresAndSportsAndRecreationalFacilities	622127	Detail→Subclass
ConventionCentresAndHalls	6221272	TheatresAndSportsAndRecreationalFacilities	622127	Detail→Subclass
OtherTheatresAndHallsN.e.c.	6221273	TheatresAndSportsAndRecreationalFacilities	622127	Detail→Subclass
Stadiums	6221274	TheatresAndSportsAndRecreationalFacilities	622127	Detail→Subclass
Arenas	6221275	TheatresAndSportsAndRecreationalFacilities	622127	Detail→Subclass
OtherSportsAndRecreationalFacilitiesWithSpectatorCapacity	6221276	TheatresAndSportsAndRecreationalFacilities	622127	Detail→Subclass
FitnessCentresGymsGymnasiums	6221277	TheatresAndSportsAndRecreationalFacilities	622127	Detail→Subclass
IndoorPools	6221278	TheatresAndSportsAndRecreationalFacilities	622127	Detail→Subclass
IndoorMultisportComplexesAndOtherIndoorRecreationalFacilitiesN.e.c.	6221279	TheatresAndSportsAndRecreationalFacilities	622127	Detail→Subclass
StudentResidences	6221281	StudentResidencesAndOtherCollectiveDwellingsN.e.c.	622128	Detail→Subclass
ReligiousResidences	6221283	StudentResidencesAndOtherCollectiveDwellingsN.e.c.	622128	Detail→Subclass
Shelters	6221284	StudentResidencesAndOtherCollectiveDwellingsN.e.c.	622128	Detail→Subclass
HalfwayHouses	6221285	StudentResidencesAndOtherCollectiveDwellingsN.e.c.	622128	Detail→Subclass
OrphanagesOrGroupHomes	6221286	StudentResidencesAndOtherCollectiveDwellingsN.e.c.	622128	Detail→Subclass
OtherCollectiveDwellingsN.e.c.	6221289	StudentResidencesAndOtherCollectiveDwellingsN.e.c.	622128	Detail→Subclass
IndustrialLaboratoriesAndResearchAndDevelopmentCentres	6221291	OtherCommercialBuildings	622129	Detail→Subclass
PostOffices	6221292	OtherCommercialBuildings	622129	Detail→Subclass
CommunicationsBuildings	6221293	OtherCommercialBuildings	622129	Detail→Subclass
GasStationsAndElectricChargingStations	6221294	OtherCommercialBuildings	622129	Detail→Subclass
VehicleRepairWorkshopsAndGarages	6221295	OtherCommercialBuildings	622129	Detail→Subclass
VehicleDealershipBuildings	6221296	OtherCommercialBuildings	622129	Detail→Subclass
CarwashBuildings	6221297	OtherCommercialBuildings	622129	Detail→Subclass
OtherServiceStationsN.e.c.	6221298	OtherCommercialBuildings	622129	Detail→Subclass
OtherCommercialBuildingsN.e.c.	6221299	OtherCommercialBuildings	622129	Detail→Subclass
Schools	6221312	SchoolsCollegesUniversitiesAndOtherEducationalBuildings	622131	Detail→Subclass
PreschoolCentres	6221313	SchoolsCollegesUniversitiesAndOtherEducationalBuildings	622131	Detail→Subclass
Universities	6221314	SchoolsCollegesUniversitiesAndOtherEducationalBuildings	622131	Detail→Subclass
CommunityColleges	6221315	SchoolsCollegesUniversitiesAndOtherEducationalBuildings	622131	Detail→Subclass
VocationalSchools	6221316	SchoolsCollegesUniversitiesAndOtherEducationalBuildings	622131	Detail→Subclass
LaboratoriesAndResearchCentresNonIndustrial	6221317	SchoolsCollegesUniversitiesAndOtherEducationalBuildings	622131	Detail→Subclass
InstitutionalDevelopmentAndTrainingCentre	6221318	SchoolsCollegesUniversitiesAndOtherEducationalBuildings	622131	Detail→Subclass
OtherEducationalBuildings	6221319	SchoolsCollegesUniversitiesAndOtherEducationalBuildings	622131	Detail→Subclass
GeneralMedicalAndSurgicalHospitals	6221321	HospitalsExceptVeterinaryHospitals	622132	Detail→Subclass
LongTermAcuteCareHospitals	6221322	HospitalsExceptVeterinaryHospitals	622132	Detail→Subclass
CriticalAccessHospitals	6221323	HospitalsExceptVeterinaryHospitals	622132	Detail→Subclass
CancerCentres	6221324	HospitalsExceptVeterinaryHospitals	622132	Detail→Subclass
BehaviourCareFacilities	6221325	HospitalsExceptVeterinaryHospitals	622132	Detail→Subclass
RehabilitationCentresOrHospitals	6221326	HospitalsExceptVeterinaryHospitals	622132	Detail→Subclass
PsychiatricHospitals	6221327	HospitalsExceptVeterinaryHospitals	622132	Detail→Subclass
PostAcuteCareHospitalsAndKilledNursingFacilities	6221328	HospitalsExceptVeterinaryHospitals	622132	Detail→Subclass
OtherHospitalsN.e.c.	6221329	HospitalsExceptVeterinaryHospitals	622132	Detail→Subclass
CommunityHealthCareCentresAndClinics	6221331	HealthCentresClinicsAndOtherHealthCareBuildingsN.e.c.	622133	Detail→Subclass
MedicalDaycareCentresOutpatient	6221332	HealthCentresClinicsAndOtherHealthCareBuildingsN.e.c.	622133	Detail→Subclass
ClinicalTreatmentCentres	6221333	HealthCentresClinicsAndOtherHealthCareBuildingsN.e.c.	622133	Detail→Subclass
RadiologyCentres	6221334	HealthCentresClinicsAndOtherHealthCareBuildingsN.e.c.	622133	Detail→Subclass
PathologyAndLaboratoryMedicineCentres	6221335	HealthCentresClinicsAndOtherHealthCareBuildingsN.e.c.	622133	Detail→Subclass
SpecimenCollectionCentres	6221336	HealthCentresClinicsAndOtherHealthCareBuildingsN.e.c.	622133	Detail→Subclass
EyeCareCentres	6221337	HealthCentresClinicsAndOtherHealthCareBuildingsN.e.c.	622133	Detail→Subclass
VeterinaryHospitals	6221338	HealthCentresClinicsAndOtherHealthCareBuildingsN.e.c.	622133	Detail→Subclass
OtherHealthCareBuildingsN.e.c.	6221339	HealthCentresClinicsAndOtherHealthCareBuildingsN.e.c.	622133	Detail→Subclass
NursingHomesAndSeniorCitizenHomes	6221341	NursingHomesAssistedDailyCareAndAdultCareFacilities	622134	Detail→Subclass
AssistedDailyCareFacilities	6221342	NursingHomesAssistedDailyCareAndAdultCareFacilities	622134	Detail→Subclass
AdultDaycareRespites	6221343	NursingHomesAssistedDailyCareAndAdultCareFacilities	622134	Detail→Subclass
OtherAdultCareCentresN.e.c.	6221349	NursingHomesAssistedDailyCareAndAdultCareFacilities	622134	Detail→Subclass
Museums	6221351	MuseumsAndLibraries	622135	Detail→Subclass
ArtGalleries	6221352	MuseumsAndLibraries	622135	Detail→Subclass
PublicArchives	6221353	MuseumsAndLibraries	622135	Detail→Subclass
Libraries	6221354	MuseumsAndLibraries	622135	Detail→Subclass
ArmouriesMilitaryDrillHallsAndFortifications	6221361	PublicSafetyFacilities	622136	Detail→Subclass
BarracksAndOtherMilitaryHousingAndMilitaryBases	6221362	PublicSafetyFacilities	622136	Detail→Subclass
BorderStations	6221363	PublicSafetyFacilities	622136	Detail→Subclass
CourtHousesAndProbationOffices	6221364	PublicSafetyFacilities	622136	Detail→Subclass
YouthAndMunicipalDetentionCentres	6221365	PublicSafetyFacilities	622136	Detail→Subclass
PrisonsAndPenitentiaries	6221366	PublicSafetyFacilities	622136	Detail→Subclass
FireStations	6221367	PublicSafetyFacilities	622136	Detail→Subclass
PoliceStations	6221368	PublicSafetyFacilities	622136	Detail→Subclass
OtherPublicSafetyFacilities	6221369	PublicSafetyFacilities	622136	Detail→Subclass
ReligiousCentres	6221371	ReligiousCentresAndMemorialSitesExceptResidences	622137	Detail→Subclass
Mausoleums	6221372	ReligiousCentresAndMemorialSitesExceptResidences	622137	Detail→Subclass
FuneralHomes	6221373	ReligiousCentresAndMemorialSitesExceptResidences	622137	Detail→Subclass
CremationFacilities	6221374	ReligiousCentresAndMemorialSitesExceptResidences	622137	Detail→Subclass
MemorialSites	6221375	ReligiousCentresAndMemorialSitesExceptResidences	622137	Detail→Subclass
ChildcareCentres	6221382	ChildcareCentres	622138	Detail→Subclass
OtherChildcareCentresN.e.c.	6221389	ChildcareCentres	622138	Detail→Subclass
HistoricalSitesExceptBuildings	6221391	OtherInstitutionalBuildingsN.e.c.	622139	Detail→Subclass
HistoricalBuildings	6221392	OtherInstitutionalBuildingsN.e.c.	622139	Detail→Subclass
OtherInstitutionalBuildingsN.e.c.	6221399	OtherInstitutionalBuildingsN.e.c.	622139	Detail→Subclass
HighwaysRoadsAndStreets	6231111	HighwaysRoadsAndStreets	623111	Detail→Subclass
Bridges	6231121	Bridges	623112	Detail→Subclass
Tunnels	6231131	Tunnels	623113	Detail→Subclass
EnclosedParkadesAndParkingGarages	6231212	ParkingLotsAndGarages	623121	Detail→Subclass
ParkingLots	6231213	ParkingLotsAndGarages	623121	Detail→Subclass
RailwayTracks	6231221	RailwayTracks	623122	Detail→Subclass
Runways	6231231	Runways	623123	Detail→Subclass
OtherLandTransportationCivilEngineeringWorksN.e.c.	6231241	OtherLandTransportationCivilEngineeringWorksN.e.c.	623124	Detail→Subclass
SeaportsAndHarbours	6231311	SeaportsAndHarbours	623131	Detail→Subclass
Marinas	6231321	Marinas	623132	Detail→Subclass
CanalsAndWaterways	6231331	CanalsAndWaterways	623133	Detail→Subclass
OtherMarineEngineeringWorks	6231341	OtherMarineEngineeringWorks	623134	Detail→Subclass
ProductionFacilitiesInOilAndGasExtraction	6232111	ProductionFacilitiesInOilAndGasExtraction	623211	Detail→Subclass
OilRefineries	6232121	OilRefineriesAndNaturalGasProcessingPlants	623212	Detail→Subclass
NaturalGasProcessingPlants	6232122	OilRefineriesAndNaturalGasProcessingPlants	623212	Detail→Subclass
Pipelines	6232211	Pipelines	623221	Detail→Subclass
OtherOilAndGasEngineeringWorks	6232311	OtherOilAndGasEngineeringWorks	623231	Detail→Subclass
NaturalGasCoalAndOilPowerPlants	6233111	ElectricPowerGeneratingPlants	623311	Detail→Subclass
NuclearPowerPlants	6233112	ElectricPowerGeneratingPlants	623311	Detail→Subclass
HydroElectricPowerPlants	6233113	ElectricPowerGeneratingPlants	623311	Detail→Subclass
WindAndSolarPowerPlants	6233114	ElectricPowerGeneratingPlants	623311	Detail→Subclass
OtherElectricPowerGeneratingPlants	6233115	ElectricPowerGeneratingPlants	623311	Detail→Subclass
PowerTransmissionNetworks	6233121	PowerTransmissionNetworks	623312	Detail→Subclass
PowerDistributionNetworks	6233131	PowerDistributionNetworks	623313	Detail→Subclass
EnergyStorageSystems	6233141	EnergyStorageSystems	623314	Detail→Subclass
TelecommunicationsTransmissionCablesAndLinesExceptOpticalFibre	6234111	CommunicationsNetworks	623411	Detail→Subclass
TelecommunicationsTransmissionOpticalFibreCables	6234112	CommunicationsNetworks	623411	Detail→Subclass
TelecommunicationsTransmissionSupportStructures	6234113	CommunicationsNetworks	623411	Detail→Subclass
OtherCommunicationsNetworks	6234114	CommunicationsNetworks	623411	Detail→Subclass
WaterTowersAndPumpingStations	6235112	WaterFiltrationPlantsAndPumpingStations	623511	Detail→Subclass
WaterFiltrationAndTreatmentPlants	6235113	WaterFiltrationPlantsAndPumpingStations	623511	Detail→Subclass
WaterSupplyEngineeringWorks	6235121	WaterSupplyEngineeringWorks	623512	Detail→Subclass
SewageAndWastewaterTreatmentPlants	6235211	SewageTreatmentPlants	623521	Detail→Subclass
SewageCollectionAndDisposalEngineeringWorks	6235221	SewageCollectionAndDisposalEngineeringWorks	623522	Detail→Subclass
MineStructuresExceptBuildings	6236111	MiningEngineeringWorks	623611	Detail→Subclass
TailingDisposalSystemsAndSettlingPonds	6236112	MiningEngineeringWorks	623611	Detail→Subclass
ReclaimedLand	6236211	ReclaimedLand	623621	Detail→Subclass
FloodProtectionEngineeringWorks	6236221	FloodProtectionEngineeringWorks	623622	Detail→Subclass
WasteDisposalFacilities	6236231	WasteDisposalFacilities	623623	Detail→Subclass
IrrigationNetworks	6236241	IrrigationNetworks	623624	Detail→Subclass
OutdoorRecreationalFacilities	6236251	OutdoorRecreationalFacilities	623625	Detail→Subclass
PollutionAbatementAndControlEngineeringWorks	6236261	OtherCivilEngineeringWorksN.e.c.	623626	Detail→Subclass
AllOtherCivilEngineeringWorksN.e.c.	6236262	OtherCivilEngineeringWorksN.e.c.	623626	Detail→Subclass
Patents	6311111	Patents	631111	Detail→Subclass
IndustrialDesigns	6311121	IndustrialDesigns	631112	Detail→Subclass
IntegratedCircuitTopographies	6311131	IntegratedCircuitTopographies	631113	Detail→Subclass
Trademarks	6311141	Trademarks	631114	Detail→Subclass
OtherIndustrialIntellectualProperty	6311151	OtherIndustrialIntellectualProperty	631115	Detail→Subclass
SoftwareOriginals	6321111	SoftwareOriginals	632111	Detail→Subclass
LiteraryWorksOriginalsExceptSoftware	6322111	LiteraryWorksOriginalsExceptSoftware	632211	Detail→Subclass
ArtisticWorksOriginals	6322121	ArtisticWorksOriginals	632212	Detail→Subclass
DramaticWorksOriginals	6322131	DramaticWorksOriginals	632213	Detail→Subclass
MusicalWorksOriginals	6322141	MusicalWorksOriginals	632214	Detail→Subclass
ExplorationDrillingForOilAndGas	6411111	OilAndGasExploration	641111	Detail→Subclass
OtherOilAndGasExploration	6411112	OilAndGasExploration	641111	Detail→Subclass
MineralExploration	6412111	MineralExploration	641211	Detail→Subclass
ResearchAndExperimentalDevelopmentalServicesInMathematicalSciences	6423111	ResearchAndExperimentalDevelopmentalServicesInMathematicalSciences	642311	Detail→Subclass
ResearchAndExperimentalDevelopmentalServicesInComputerAndInformationSciences	6423121	ResearchAndExperimentalDevelopmentalServicesInComputerAndInformationSciences	642312	Detail→Subclass
ResearchAndExperimentalDevelopmentalServicesInPhysicalSciences	6423131	ResearchAndExperimentalDevelopmentalServicesInPhysicalSciences	642313	Detail→Subclass
ResearchAndExperimentalDevelopmentalServicesInChemicalSciences	6423141	ResearchAndExperimentalDevelopmentalServicesInChemicalSciences	642314	Detail→Subclass
ResearchAndExperimentalDevelopmentalServicesInEarthAndRelatedEnvironmentalSciences	6423151	ResearchAndExperimentalDevelopmentalServicesInEarthAndRelatedEnvironmentalSciences	642315	Detail→Subclass
ResearchAndExperimentalDevelopmentalServicesInBiologicalSciences	6423161	ResearchAndExperimentalDevelopmentalServicesInBiologicalSciences	642316	Detail→Subclass
ResearchAndExperimentalDevelopmentalServicesInOtherNaturalSciences	6423171	ResearchAndExperimentalDevelopmentalServicesInOtherNaturalSciences	642317	Detail→Subclass
ResearchAndExperimentalDevelopmentalServicesInCivilEngineering	6423211	ResearchAndExperimentalDevelopmentalServicesInCivilEngineering	642321	Detail→Subclass
ResearchAndExperimentalDevelopmentalServicesInElectricalEngineeringElectronicEngineeringAndInformationEngineering	6423221	ResearchAndExperimentalDevelopmentalServicesInElectricalEngineeringElectronicEngineeringAndInformationEngineering	642322	Detail→Subclass
ResearchAndExperimentalDevelopmentalServicesInMechanicalEngineering	6423231	ResearchAndExperimentalDevelopmentalServicesInMechanicalEngineering	642323	Detail→Subclass
ResearchAndExperimentalDevelopmentalServicesInChemicalEngineering	6423241	ResearchAndExperimentalDevelopmentalServicesInChemicalEngineering	642324	Detail→Subclass
ResearchAndExperimentalDevelopmentalServicesInMaterialsEngineering	6423251	ResearchAndExperimentalDevelopmentalServicesInMaterialsEngineering	642325	Detail→Subclass
ResearchAndExperimentalDevelopmentalServicesInMedicalEngineering	6423261	ResearchAndExperimentalDevelopmentalServicesInMedicalEngineering	642326	Detail→Subclass
ResearchAndExperimentalDevelopmentalServicesInEnvironmentalEngineering	6423271	ResearchAndExperimentalDevelopmentalServicesInEnvironmentalEngineeringAndBiotechnology	642327	Detail→Subclass
ResearchAndExperimentalDevelopmentalServicesInEnvironmentalBiotechnology	6423272	ResearchAndExperimentalDevelopmentalServicesInEnvironmentalEngineeringAndBiotechnology	642327	Detail→Subclass
ResearchAndExperimentalDevelopmentalServicesInIndustrialBiotechnology	6423281	ResearchAndExperimentalDevelopmentalServicesInIndustrialBiotechnology	642328	Detail→Subclass
ResearchAndExperimentalDevelopmentalServicesInNanotechnology	6423291	ResearchAndExperimentalDevelopmentalServicesInNanotechnologyAndOtherEngineeringAndTechnologies	642329	Detail→Subclass
ResearchAndExperimentalDevelopmentalServicesInOtherEngineeringAndTechnologies	6423292	ResearchAndExperimentalDevelopmentalServicesInNanotechnologyAndOtherEngineeringAndTechnologies	642329	Detail→Subclass
ResearchAndExperimentalDevelopmentalServicesInBasicMedicine	6423311	ResearchAndExperimentalDevelopmentalServicesInBasicMedicine	642331	Detail→Subclass
ResearchAndExperimentalDevelopmentalServicesInClinicalMedicine	6423321	ResearchAndExperimentalDevelopmentalServicesInClinicalMedicine	642332	Detail→Subclass
ResearchAndExperimentalDevelopmentalServicesInHealthSciences	6423331	ResearchAndExperimentalDevelopmentalServicesInHealthSciences	642333	Detail→Subclass
ResearchAndExperimentalDevelopmentalServicesInMedicalBiotechnology	6423341	ResearchAndExperimentalDevelopmentalServicesInMedicalBiotechnology	642334	Detail→Subclass
ResearchAndExperimentalDevelopmentalServicesInOtherMedicalSciences	6423351	ResearchAndExperimentalDevelopmentalServicesInOtherMedicalSciences	642335	Detail→Subclass
ResearchAndExperimentalDevelopmentalServicesInAgricultureForestryAndFisheries	6423411	ResearchAndExperimentalDevelopmentalServicesInAgricultureForestryAndFisheries	642341	Detail→Subclass
ResearchAndExperimentalDevelopmentalServicesInAnimalAndDairyScience	6423421	ResearchAndExperimentalDevelopmentalServicesInAnimalAndDairyScience	642342	Detail→Subclass
ResearchAndExperimentalDevelopmentalServicesInVeterinaryScience	6423431	ResearchAndExperimentalDevelopmentalServicesInVeterinaryScience	642343	Detail→Subclass
ResearchAndExperimentalDevelopmentalServicesInAgriculturalBiotechnologyIncludingFoodSciences	6423441	ResearchAndExperimentalDevelopmentalServicesInAgriculturalBiotechnologyIncludingFoodSciences	642344	Detail→Subclass
ResearchAndExperimentalDevelopmentalServicesInOtherAgriculturalSciences	6423451	ResearchAndExperimentalDevelopmentalServicesInOtherAgriculturalSciences	642345	Detail→Subclass
ResearchAndExperimentalDevelopmentalServicesInPsychologyAndCognitiveSciences	6424111	ResearchAndExperimentalDevelopmentalServicesInPsychologyAndCognitiveSciences	642411	Detail→Subclass
ResearchAndExperimentalDevelopmentalServicesInEconomicsAndBusiness	6424121	ResearchAndExperimentalDevelopmentalServicesInEconomicsAndBusiness	642412	Detail→Subclass
ResearchAndExperimentalDevelopmentalServicesInEducation	6424131	ResearchAndExperimentalDevelopmentalServicesInEducation	642413	Detail→Subclass
ResearchAndExperimentalDevelopmentalServicesInSociology	6424141	ResearchAndExperimentalDevelopmentalServicesInSociology	642414	Detail→Subclass
ResearchAndExperimentalDevelopmentalServicesInLaw	6424151	ResearchAndExperimentalDevelopmentalServicesInLaw	642415	Detail→Subclass
ResearchAndExperimentalDevelopmentalServicesInPoliticalScience	6424161	ResearchAndExperimentalDevelopmentalServicesInPoliticalScience	642416	Detail→Subclass
ResearchAndExperimentalDevelopmentalServicesInSocialAndEconomicGeography	6424171	ResearchAndExperimentalDevelopmentalServicesInSocialAndEconomicGeography	642417	Detail→Subclass
ResearchAndExperimentalDevelopmentalServicesInMediaAndCommunications	6424181	ResearchAndExperimentalDevelopmentalServicesInMediaAndCommunications	642418	Detail→Subclass
ResearchAndExperimentalDevelopmentalServicesInOtherSocialSciences	6424191	ResearchAndExperimentalDevelopmentalServicesInOtherSocialSciences	642419	Detail→Subclass
ResearchAndExperimentalDevelopmentalServicesInHistoryAndArchaeology	6424211	ResearchAndExperimentalDevelopmentalServicesInHistoryAndArchaeology	642421	Detail→Subclass
ResearchAndExperimentalDevelopmentalServicesInLanguagesAndLiterature	6424221	ResearchAndExperimentalDevelopmentalServicesInLanguagesAndLiterature	642422	Detail→Subclass
ResearchAndExperimentalDevelopmentalServicesInPhilosophyEthicsAndReligion	6424231	ResearchAndExperimentalDevelopmentalServicesInPhilosophyEthicsAndReligion	642423	Detail→Subclass
ResearchAndExperimentalDevelopmentalServicesInArtsArtsHistoryOfArtsPerformingArtsMusic	6424241	ResearchAndExperimentalDevelopmentalServicesInArtsArtsHistoryOfArtsPerformingArtsMusic	642424	Detail→Subclass
ResearchAndExperimentalDevelopmentalServicesInOtherHumanities	6424251	ResearchAndExperimentalDevelopmentalServicesInOtherHumanities	642425	Detail→Subclass
WebsiteDesignAndDevelopmentServices	6431111	CustomSoftwareDesignAndDevelopmentServices	643111	Detail→Subclass
DatabaseDesignAndDevelopmentServices	6431112	CustomSoftwareDesignAndDevelopmentServices	643111	Detail→Subclass
GameSoftwareDesignAndDevelopmentServices	6431113	CustomSoftwareDesignAndDevelopmentServices	643111	Detail→Subclass
OtherCustomSoftwareDesignAndDevelopmentServices	6431114	CustomSoftwareDesignAndDevelopmentServices	643111	Detail→Subclass
CustomizationAndIntegrationServicesOfPackagedSoftware	6431115	CustomSoftwareDesignAndDevelopmentServices	643111	Detail→Subclass
LicensingOfRightsForCommercialUseOfPatentedInventions	6511111	LicensingOfRightsForCommercialUseOfIndustrialIntellectualPropertyAndFranchisingAgreements	651111	Detail→Subclass
LicensingOfRightsForCommercialUseOfTrademarks	6511112	LicensingOfRightsForCommercialUseOfIndustrialIntellectualPropertyAndFranchisingAgreements	651111	Detail→Subclass
LicensingOfRightsForCommercialUseOfIndustrialIntellectualPropertyExceptPatentsAndTrademarks	6511113	LicensingOfRightsForCommercialUseOfIndustrialIntellectualPropertyAndFranchisingAgreements	651111	Detail→Subclass
FranchisingAgreements	6511114	LicensingOfRightsForCommercialUseOfIndustrialIntellectualPropertyAndFranchisingAgreements	651111	Detail→Subclass
LicensingOfRightsToExploreForOrExploitRenewableAndNonRenewableResources	6511121	LicensingOfRightsToExploreForOrExploitRenewableAndNonRenewableResources	651112	Detail→Subclass
TaxiLicenceRentalServices	6511131	LicensingOfRightsToOtherNonFinancialIntangibleAssets	651113	Detail→Subclass
LicensingOfRightsToOtherNonFinancialIntangibleAssetsN.e.c.	6511132	LicensingOfRightsToOtherNonFinancialIntangibleAssets	651113	Detail→Subclass
SupportServicesForCropProduction	6611111	SupportServicesForCropProduction	661111	Detail→Subclass
SupportServicesForAnimalProductionHuntingAndFishing	6611211	SupportServicesForAnimalProductionHuntingAndFishing	661121	Detail→Subclass
SupportServicesForForestry	6611311	SupportServicesForForestry	661131	Detail→Subclass
CustomWorkServicesForForestry	6611411	CustomWorkServicesForForestry	661141	Detail→Subclass
DevelopmentDrillingForOilAndGas	6711111	SupportServicesForOilAndGasExtractionExceptOilAndGasExploration	671111	Detail→Subclass
SiteDevelopmentAndMaintenanceServicesForOilAndGasFields	6711112	SupportServicesForOilAndGasExtractionExceptOilAndGasExploration	671111	Detail→Subclass
EnhancedRecoveryTechniquesForOilAndGas	6711113	SupportServicesForOilAndGasExtractionExceptOilAndGasExploration	671111	Detail→Subclass
SiteDevelopmentForMining	6711211	SupportServicesForMiningAndQuarryingExceptMineralExploration	671121	Detail→Subclass
OtherSupportServicesForMiningAndQuarryingExceptMineralExploration	6711212	SupportServicesForMiningAndQuarryingExceptMineralExploration	671121	Detail→Subclass
ConstructionServices	6721111	ConstructionServices	672111	Detail→Subclass
FabricWeavingServices	6811111	FabricWeavingServices	681111	Detail→Subclass
FabricFinishingServices	6811121	FabricFinishingServices	681112	Detail→Subclass
EngravingPrinting	6812111	EngravingPrinting	681211	Detail→Subclass
BindingServices	6812121	BindingServices	681212	Detail→Subclass
PrePressServicesAndPostPressWork	6812131	PrePressServicesAndPostPressWork	681213	Detail→Subclass
Platemaking	6812141	Platemaking	681214	Detail→Subclass
NewspaperPrinting	6812211	NewspaperPrinting	681221	Detail→Subclass
PrintingOfMagazinesAndOtherPeriodicals	6812221	PrintingOfMagazinesAndOtherPeriodicals	681222	Detail→Subclass
BookPrintingAndBinding	6812231	BookPrintingAndBinding	681223	Detail→Subclass
LabelPrinting	6812241	LabelPrinting	681224	Detail→Subclass
CatalogueAndDirectoryPrinting	6812251	CommercialAndGeneralJobPrinting	681225	Detail→Subclass
FinancialAndLegalPrinting	6812252	CommercialAndGeneralJobPrinting	681225	Detail→Subclass
AdvertisingPrinting	6812253	CommercialAndGeneralJobPrinting	681225	Detail→Subclass
BusinessFormsPrinting	6812254	CommercialAndGeneralJobPrinting	681225	Detail→Subclass
OtherCommercialAndGeneralJobPrinting	6812255	CommercialAndGeneralJobPrinting	681225	Detail→Subclass
ScreenPrinting	6812261	ScreenPrinting	681226	Detail→Subclass
QuickAndDigitalPrinting	6812271	QuickAndDigitalPrinting	681227	Detail→Subclass
OtherContractPrintingAndRelatedSupportServices	6812281	OtherContractPrintingAndRelatedSupportServices	681228	Detail→Subclass
MetalHeatTreatingServices	6813111	MetalHeatTreatingServices	681311	Detail→Subclass
MetalCoatingEngravingExceptJewelleryAndSilverwareAndAlliedServices	6813121	MetalCoatingEngravingExceptJewelleryAndSilverwareAndAlliedServices	681312	Detail→Subclass
ElectroplatingPlatingPolishingAnodizingAndColoring	6813131	ElectroplatingPlatingPolishingAnodizingAndColoring	681313	Detail→Subclass
CustomSlaughteringOfAnimals	6814111	FoodAndBeverageManufacturingServices	681411	Detail→Subclass
BlastFreezingServices	6814112	FoodAndBeverageManufacturingServices	681411	Detail→Subclass
OtherFoodAndBeverageManufacturingServices	6814113	FoodAndBeverageManufacturingServices	681411	Detail→Subclass
YarnAndFilamentManufacturingServices	6814121	TextileAndClothingManufacturingServicesExceptFabricWeavingAndFinishingServices	681412	Detail→Subclass
FabricKnittingServices	6814122	TextileAndClothingManufacturingServicesExceptFabricWeavingAndFinishingServices	681412	Detail→Subclass
