id	code	name	description	parent
OtherNonMetallicMineralsN.e.c.	1631253	Other non-metallic minerals, n.e.c.	Other non-metallic minerals, n.e.c.	163125
PreparedFreshFishShellfishAndCrustaceans	1711111	Prepared fresh fish, shellfish and crustaceans	Fresh fish that has been further processed than just dressed, and fresh shellfish and shelled crustaceans.	171111
FreshFishShellfishAndCrustaceansProductsN.e.c.	1711112	Fresh fish, shellfish and crustaceans products, n.e.c.	Fresh fish, shellfish and crustaceans products, n.e.c.	171111
CannedFishShellfishAndCrustaceansIncludingSoups	1711121	Canned fish, shellfish and crustaceans (including soups)	Canned fish, shellfish and crustaceans, including fish and shellfish based soups.	171112
CuredFishShellfishAndCrustaceans	1711131	Cured fish, shellfish and crustaceans	Fish, shellfish and crustaceans cured by addition of either salt, nitrate, nitrites, sugar, seasonings, phosphates or by smoke for preservation and flavor enhancement.	171113
FrozenPreparedFish	1711141	Frozen prepared fish	Frozen fish processed beyond dressing.	171114
FrozenPreparedSeafoodDinnersAndSeafoodProductsN.e.c.	1711142	Frozen prepared seafood dinners and seafood products, n.e.c.	Frozen processed and prepared (ready-to-eat) seafood dinners and seafood products, n.e.c.	171114
FrozenPreparedShellfishAndCrustaceans	1711151	Frozen prepared shellfish and crustaceans	Frozen shelled shellfish and crustaceans, cooked and uncooked, and frozen cooked shellfish and crustaceans in shell.	171115
FreshAndFrozenCarcassesAndHalfCarcassesOfBeefAndVeal	1721111	Fresh and frozen carcasses and half-carcasses of beef and veal	Fresh and frozen carcasses and half-carcasses of beef and veal.	172111
FreshAndFrozenCutsOfBeef	1721121	Fresh and frozen cuts of beef	Fresh and frozen cuts of beef.	172112
FreshAndFrozenGroundBeef	1721131	Fresh and frozen ground beef	Fresh and frozen ground beef.	172113
FreshAndFrozenVealExceptCarcassesAndHalfCarcasses	1721141	Fresh and frozen veal (except carcasses and half-carcasses)	Fresh and frozen veal, except carcasses and half-carcasses.	172114
FreshAndFrozenPorkWholeAndHalfCarcass	1721211	Fresh and frozen pork, whole and half-carcass	Fresh and frozen pork, whole and half-carcass.	172121
FreshAndFrozenCutsOfPork	1721212	Fresh and frozen cuts of pork	Fresh and frozen cuts of pork, except carcasses and half-carcasses.	172121
FreshAndFrozenChicken	1721311	Fresh and frozen chicken	Fresh and frozen chicken.	172131
FreshAndFrozenTurkey	1721321	Fresh and frozen turkey	Fresh and frozen turkey.	172132
OtherFreshAndFrozenPoultryAndFowl	1721331	Other fresh and frozen poultry and fowl	Fresh and frozen poultry and fowl, other than chicken or turkey.	172133
FreshAndFrozenLambMuttonAndGoatWholeAndHalfCarcass	1721411	Fresh and frozen lamb, mutton and goat, whole and half-carcass	Fresh and frozen carcasses and half-carcasses of lamb, mutton and goat.	172141
CutsOfLambMuttonAndGoat	1721412	Cuts of lamb, mutton and goat	Cuts of lamb, mutton and goat.	172141
SausageExceptPoultrySausages	1721511	Sausage (except poultry sausages)	Sausage and similar products, made from mixtures of ground or chopped meat, except poultry, and other ingredients, shaped in a tube, whether or not cased, but not canned.	172151
HamBaconAndOtherProcessedPork	1721521	Ham, bacon and other processed pork	Cooked, dried, smoked, pickled and salted pork cuts, except sausage or similar products.	172152
ProcessedPoultryProductsIncludingCannedPoultryAndPoultrySausages	1721531	Processed poultry products (including canned poultry and poultry sausages)	Processed poultry and game bird products, including canned poultry and poultry sausages.	172153
ProcessedBeefLambAndOtherMeatsN.e.c.	1721541	Processed beef, lamb and other meats, n.e.c.	Processed beef, lamb and other meats, n.e.c.	172154
CannedMeatExceptCannedPoultry	1721542	Canned meat (except canned poultry)	Canned meat, except canned poultry.	172154
Lard	1721551	Lard	Lard.	172155
OilAndFatOfAnimalOrMarineOriginN.e.c.	1721561	Oil and fat of animal or marine origin, n.e.c.	Oil and fat of animal or marine origin, n.e.c.	172156
AnimalOrMarineByProductsForFeedOrFertilizerIngredients	1721562	Animal or marine by-products, for feed or fertilizer ingredients	Animal or marine by-products, for feed or fertilizer ingredients.	172156
HidesSkinsAndPeltsExceptOfFurBearingAnimals	1721571	Hides, skins, and pelts (except of fur-bearing animals)	Hides, skins, and pelts, except of fur-bearing animals.	172157
WholeAndHalfCarcassOfMeatN.e.c.	1721581	Whole and half-carcass of meat, n.e.c.	Whole and half-carcass of meat, n.e.c.	172158
CutsOfMeatN.e.c.	1721582	Cuts of meat, n.e.c.	Cuts of meat, n.e.c.	172158
AnimalByProductsN.e.c.	1721583	Animal by-products, n.e.c.	Animal by-products, n.e.c.	172158
ProcessedFluidMilkAndCreamInBulk	1731111	Processed fluid milk and cream, in bulk	Fluid milk and cream that has been pasteurized, in bulk containers. May also be homogenized or reconstituted.	173111
OtherFluidMilkProductsInBulk	1731112	Other fluid milk products, in bulk	Other fluid milk products, in bulk.	173111
PackagedFluidSkimMilkExceptCannedAndUhtMilk	1731121	Packaged fluid skim milk (except canned and UHT milk)	Fluid skim milk packaged in cartons, bags, bottles and dispenser cans, except canned and UHT milk.	173112
PackagedFluidMilkExceptSkimMilkAndCreamAndCannedAndUhtMilk	1731131	Packaged fluid milk (except skim milk and cream, and canned and UHT milk)	Partly skimmed and whole fluid milk, packaged in cartons, bags, bottles and dispenser cans, except skim milk and cream, and canned and UHT milk.	173113
PackagedFluidCreamExceptCannedAndUhtCream	1731141	Packaged fluid cream (except canned and UHT cream)	Fluid cream packaged in cartons, bags, bottles and dispenser cans, except canned and UHT cream.	173114
FlavouredMilkButtermilkAndSourCreamInBulkOrPackaged	1731151	Flavoured milk, buttermilk, and sour cream, in bulk or packaged	Flavoured milk, buttermilk, and sour cream, in bulk or packaged.	173115
YoghurtExceptFrozen	1731161	Yoghurt (except frozen)	Yoghurt, except frozen.	173116
ButterAndButterProducts	1731211	Butter and butter products	Butter and butter products.	173121
CannedConcentratedAndCondensedMilkProductsIncludingUht	1731221	Canned, concentrated and condensed milk products (including UHT)	Canned, concentrated and condensed milk products, including UHT (ultra high temperature) processed.	173122
DryMilkBasedPowderMixes	1731231	Dry milk-based powder mixes	Dry milk-based powder mixes.	173123
DrySkimMilkPowder	1731241	Dry skim milk powder	Dry skim milk powder.	173124
DryMilkProductsExceptMilkBasedPowderMixesAndSkimMilkPowder	1731251	Dry milk products (except milk-based powder mixes and skim milk powder)	Dry milk products, except milk-based powder mixes and skim milk powder.	173125
DairyProductSubstitutesIncludingNonMilkBasedPowderMixes	1731261	Dairy product substitutes (including non-milk-based powder mixes)	Dairy product substitutes, including non-milk-based powder mixes, except non-dairy ice cream and non-dairy butter.	173126
CheeseExceptCottageCheeseCreamCheeseAndProcessCheese	1731311	Cheese (except cottage cheese, cream cheese and process cheese)	Cheese, except cottage cheese, cream cheese and process cheese. May be in blocks, in slices, grated or powdered form.	173131
CreamCheese	1731312	Cream cheese	Cream cheese.	173131
ProcessCheeseAndProcessedCheeseProducts	1731321	Process cheese and processed cheese products	Process cheese and processed cheese products.	173132
CottageCheese	1731331	Cottage cheese	Cottage cheese.	173133
IceCreamSherbetAndSimilarFrozenDesserts	1731411	Ice cream, sherbet and similar frozen desserts	Ice cream, sherbet and similar frozen desserts.	173141
DogFood	1811111	Dog food	Dog food.	181111
CatFood	1811112	Cat food	Cat food.	181111
CompleteDairyCattleFeed	1811211	Complete dairy cattle feed	Complete dairy cattle feed.	181121
CompleteBeefCattleFeed	1811212	Complete beef cattle feed	Complete beef cattle feed.	181121
CompleteSwineFeed	1811221	Complete swine feed	Complete swine feed.	181122
ChickenAndTurkeyFeed	1811231	Chicken and turkey feed	Complete feed, supplements, and premixes for chickens and turkeys.	181123
PoultryAndLivestockFeedN.e.c.	1811241	Poultry and livestock feed, n.e.c.	Complete feed, supplements, concentrates and premixes for poultry and livestock, n.e.c.	181124
FeedForPetsAndLaboratoryAnimalsN.e.c.	1811242	Feed for pets and laboratory animals, n.e.c.	Feed for pets and laboratory animals, n.e.c.	181124
DairyCattleFeedSupplementsConcentratesAndPremixes	1811251	Dairy cattle feed supplements, concentrates, and premixes	Dairy cattle feed supplements, concentrates, and premixes.	181125
BeefCattleFeedSupplementsConcentratesAndPremixes	1811252	Beef cattle feed supplements, concentrates, and premixes	Beef cattle feed supplements, concentrates, and premixes.	181125
SwineFeedSupplementsConcentratesAndPremixes	1811253	Swine feed supplements, concentrates, and premixes	Swine feed supplements, concentrates, and premixes.	181125
PreparedAnimalFeedN.e.c.	1811254	Prepared animal feed, n.e.c.	Prepared animal feed, n.e.c.	181125
MargarineButterBlendsButterBlendedProductsAndButterSubstitutes	1821111	Margarine, butter blends, butter blended products and butter substitutes	Margarine, butter blends, butter blended products and butter substitutes.	182111
RefinedVegetableOilsExceptCornOilShorteningAndBlendedCookingOils	1821121	Refined vegetable oils (except corn oil, shortening and blended cooking oils)	Refined and deodorized vegetable oils and fats for food use, except corn oil, shortening and blended cooking oils.	182112
ShorteningAndBlendedCookingOils	1821122	Shortening and blended cooking oils	Shortening and blended cooking oils.	182112
HardSpringWheatFlourInBulk	1821211	Hard spring wheat flour, in bulk	Hard spring wheat flour, in bulk.	182121
HardSpringWheatFlourInConsumerPackages	1821212	Hard spring wheat flour, in consumer packages	Hard spring wheat flour, in consumer packages.	182121
WheatFlourInBulkExceptHardSpringWheat	1821221	Wheat flour, in bulk (except hard spring wheat)	Wheat flour, in bulk, except hard spring wheat.	182122
WheatFlourInConsumerPackagesExceptHardSpringWheat	1821222	Wheat flour, in consumer packages (except hard spring wheat)	Wheat flour, in consumer packages, except hard spring wheat.	182122
PulseFlourInBulk	1821241	Pulse flour, in bulk	Pulse flour such as such as bean, pea, lentil and chick-pea flour, in bulk.	182124
PulseFlourInConsumerPackages	1821242	Pulse flour, in consumer packages	Pulse flour such as such as bean, pea, lentil and chick-pea flour, in consumer packages	182124
NonWheatFlourExceptPulseFlourInBulk	1821291	Non-wheat flour (except pulse flour), in bulk	Non-wheat flour, except pulse flour, in bulk.	182129
NonWheatFlourExceptPulseFlourInConsumerPackages	1821292	Non-wheat flour (except pulse flour), in consumer packages	Non-wheat flour, except pulse flour, in consumer packages.	182129
MilledRice	1821293	Milled rice	Husked rice and milled rice, whether or not polished or glazed.	182129
GrainProductsForHumanConsumptionN.e.c.	1821294	Grain products for human consumption, n.e.c.	Grain products for human consumption, n.e.c.	182129
MilledGrainProductsForAnimalFeedIngredients	1821295	Milled grain products for animal feed ingredients	Milled grain products for animal feed ingredients.	182129
CornOilCrudeOnceRefinedFuelGradeOrIndustrial	1821311	Corn oil (crude, once-refined, fuel-grade or industrial)	Crude, once-refined, fuel-grade or industrial corn oil. Corn oil may be partially refined, but not deodorized, winterized or chemically modified.	182131
RefinedCornOil	1821312	Refined corn oil	Refined corn oil that has been deodorized, winterized or chemically modified.	182131
CornSweeteners	1821313	Corn sweeteners	Corn sweeteners.	182131
WetProcessCornByProducts	1821314	Wet process corn by-products	Wet process corn by-products.	182131
SoybeanOilCrudeOnceRefinedFuelGradeOrIndustrial	1821321	Soybean oil (crude, once-refined, fuel-grade or industrial)	Crude, once-refined, fuel-grade or industrial soybean oil. Soybean oil may be partially refined, but not deodorized, winterized or chemically modified.	182132
CanolaOrRapeseedOilCrudeOnceRefinedFuelGradeOrIndustrial	1821331	Canola or rapeseed oil (crude, once-refined, fuel-grade or industrial)	Crude, once-refined, fuel-grade or industrial canola or rapeseed oil. Canola or rapeseed oil may be partially refined, but not deodorized, winterized or chemically modified.	182133
OtherVegetableOilsCrudeOnceRefinedFuelGradeOrIndustrial	1821341	Other vegetable oils (crude, once-refined, fuel-grade or industrial)	Other vegetable oils, crude, once-refined, fuel-grade or industrial. Oils may be partially refined, but not deodorized, winterized or chemically modified.	182134
OilseedCakeAndMeal	1821351	Oilseed cake and meal	Oilseed cake and meal.	182135
StarchInBulk	1821361	Starch, in bulk	Starch, in bulk.	182136
StarchInConsumerPackages	1821362	Starch, in consumer packages	Starch, in consumer packages.	182136
Malt	1821371	Malt	Malt.	182137
VegetableByProductsN.e.c.	1821372	Vegetable by-products, n.e.c.	Vegetable by-products, n.e.c.	182137
RawSugar	1821411	Raw sugar	Raw sugar extracted from sugar cane or sugar beets. Raw sugar may be partly refined, but is unfit for human consumption.	182141
Molasses	1821412	Molasses	Molasses.	182141
SugarMillByProducts	1821413	Sugar mill by-products	Sugar mill by-products, other than molasses.	182141
RefinedSugarInBulkExceptMapleSugar	1821421	Refined sugar, in bulk (except maple sugar)	Refined sugar, in bulk, except maple sugar.	182142
RefinedSugarInConsumerPackagesExceptMapleSugar	1821422	Refined sugar, in consumer packages (except maple sugar)	Refined sugar, in consumer packages, except maple sugar.	182142
BreakfastCerealAndOtherCerealProducts	1831111	Breakfast cereal and other cereal products	Breakfast cereal and other cereal products.	183111
FlourMixesAndRefrigeratedAndFrozenDoughsBattersAndBreading	1831211	Flour mixes, and refrigerated and frozen doughs, batters and breading	Flour mixes, and refrigerated and frozen doughs, batters and breading.	183121
DryPasta	1831221	Dry pasta	Dry pasta.	183122
BreadAndRolls	1831311	Bread and rolls	Fresh and frozen bread and bread rolls.	183131
Flatbreads	1831312	Flatbreads	Fresh and frozen flatbreads.	183131
CookiesWafersAndIceCreamCones	1831411	Cookies, wafers and ice cream cones	Cookies, wafers and ice cream cones.	183141
CrackersAndSimilarProducts	1831412	Crackers and similar products	Crackers and similar unsweetened dry products made from flour.	183141
FreshBakedDessertsAndDoughnuts	1831421	Fresh baked desserts and doughnuts	Fresh baked desserts and fresh doughnuts.	183142
FrozenBakedDessertsAndDoughnuts	1831431	Frozen baked desserts and doughnuts	Frozen baked desserts and frozen doughnuts.	183143
DrinkingAndBakingChocolateAndCocoaInConsumerPackages	1832111	Drinking and baking chocolate and cocoa, in consumer packages	Drinking and baking chocolate and cocoa, in consumer packages.	183211
ChocolateAndCocoaProductsN.e.c.	1832112	Chocolate and cocoa products, n.e.c.	Chocolate and cocoa products, n.e.c.	183211
ChocolateAndChocolateTypeConfectioneryProducts	1832211	Chocolate and chocolate-type confectionery products	Chocolate and chocolate-type confectionery products.	183221
NonChocolateConfectioneryProducts	1832221	Non-chocolate confectionery products	Non-chocolate confectionery products.	183222
ChewingGumAndBubbleGum	1832231	Chewing gum and bubble gum	Chewing gum and bubble gum.	183223
PotatoChips	1833111	Potato chips	Potato chips.	183311
ProcessedNutsAndSeeds	1833121	Processed nuts and seeds	Nuts and seeds that have been processed by salting, roasting, cooking or blanching.	183312
CornBasedSnacks	1833122	Corn-based snacks	Corn-based snacks.	183312
SnackFoodsN.e.c.	1833123	Snack foods n.e.c.	Snack foods n.e.c.	183312
