url	ns	type	id	name	description	code	level	parent	sourceUrl
https://napcs.org.ai/Product/1311111	napcs.org.ai	Product	1311111	Detail	Detail	1311111	4	131111	
https://napcs.org.ai/Product/131112	napcs.org.ai	Product	131112	Subclass	Subclass	131112	3	13111	
https://napcs.org.ai/Product/1311121	napcs.org.ai	Product	1311121	Detail	Detail	1311121	4	131112	
https://napcs.org.ai/Product/1311122	napcs.org.ai	Product	1311122	Detail	Detail	1311122	4	131112	
https://napcs.org.ai/Product/1311123	napcs.org.ai	Product	1311123	Detail	Detail	1311123	4	131112	
https://napcs.org.ai/Product/1311124	napcs.org.ai	Product	1311124	Detail	Detail	1311124	4	131112	
https://napcs.org.ai/Product/1311125	napcs.org.ai	Product	1311125	Detail	Detail	1311125	4	131112	
https://napcs.org.ai/Product/13112	napcs.org.ai	Product	13112	Class	Class	13112	2	131	
https://napcs.org.ai/Product/131121	napcs.org.ai	Product	131121	Subclass	Subclass	131121	3	13112	
https://napcs.org.ai/Product/1311211	napcs.org.ai	Product	1311211	Detail	Detail	1311211	4	131121	
https://napcs.org.ai/Product/131122	napcs.org.ai	Product	131122	Subclass	Subclass	131122	3	13112	
https://napcs.org.ai/Product/1311221	napcs.org.ai	Product	1311221	Detail	Detail	1311221	4	131122	
https://napcs.org.ai/Product/13113	napcs.org.ai	Product	13113	Class	Class	13113	2	131	
https://napcs.org.ai/Product/131131	napcs.org.ai	Product	131131	Subclass	Subclass	131131	3	13113	
https://napcs.org.ai/Product/1311311	napcs.org.ai	Product	1311311	Detail	Detail	1311311	4	131131	
https://napcs.org.ai/Product/1311312	napcs.org.ai	Product	1311312	Detail	Detail	1311312	4	131131	
https://napcs.org.ai/Product/141	napcs.org.ai	Product	141	Group	Group	141	1		
https://napcs.org.ai/Product/14111	napcs.org.ai	Product	14111	Class	Class	14111	2	141	
https://napcs.org.ai/Product/141111	napcs.org.ai	Product	141111	Subclass	Subclass	141111	3	14111	
https://napcs.org.ai/Product/1411111	napcs.org.ai	Product	1411111	Detail	Detail	1411111	4	141111	
https://napcs.org.ai/Product/1411112	napcs.org.ai	Product	1411112	Detail	Detail	1411112	4	141111	
https://napcs.org.ai/Product/14112	napcs.org.ai	Product	14112	Class	Class	14112	2	141	
https://napcs.org.ai/Product/141121	napcs.org.ai	Product	141121	Subclass	Subclass	141121	3	14112	
https://napcs.org.ai/Product/1411211	napcs.org.ai	Product	1411211	Detail	Detail	1411211	4	141121	
https://napcs.org.ai/Product/1411212	napcs.org.ai	Product	1411212	Detail	Detail	1411212	4	141121	
https://napcs.org.ai/Product/14113	napcs.org.ai	Product	14113	Class	Class	14113	2	141	
https://napcs.org.ai/Product/141131	napcs.org.ai	Product	141131	Subclass	Subclass	141131	3	14113	
https://napcs.org.ai/Product/1411311	napcs.org.ai	Product	1411311	Detail	Detail	1411311	4	141131	
https://napcs.org.ai/Product/142	napcs.org.ai	Product	142	Group	Group	142	1		
https://napcs.org.ai/Product/14211	napcs.org.ai	Product	14211	Class	Class	14211	2	142	
https://napcs.org.ai/Product/142111	napcs.org.ai	Product	142111	Subclass	Subclass	142111	3	14211	
https://napcs.org.ai/Product/1421111	napcs.org.ai	Product	1421111	Detail	Detail	1421111	4	142111	
https://napcs.org.ai/Product/143	napcs.org.ai	Product	143	Group	Group	143	1		
https://napcs.org.ai/Product/14311	napcs.org.ai	Product	14311	Class	Class	14311	2	143	
https://napcs.org.ai/Product/143111	napcs.org.ai	Product	143111	Subclass	Subclass	143111	3	14311	
https://napcs.org.ai/Product/1431111	napcs.org.ai	Product	1431111	Detail	Detail	1431111	4	143111	
