id	code	name	description	parent
OtherLiabilityInsuranceProducts	763142	Other liability insurance products	This subclass comprises underwriting insurance policies that insure against financial loss arising from legal liability.	76314
OtherDirectInsuranceProducts	763143	Other direct insurance products	This subclass comprises travel insurance products, and other miscellaneous direct insurance products.	76314
LifeHealthAndAnnuityReinsuranceProducts	763211	Life, health and annuity reinsurance products	This subclass comprises reinsurance services for life and health insurance, and for annuities.	76321
SuretyBondsAndRelatedReinsuranceProducts	763212	Surety bonds and related reinsurance products	This subclass comprises reinsurance services for surety bonds.	76321
PropertyAndCasualtyReinsuranceProducts	763213	Property and casualty reinsurance products	This subclass comprises reinsurance services for property and casualty insurance policies.	76321
OtherReinsuranceProducts	763214	Other reinsurance products	This subclass comprises reinsurance services, n.e.c.	76321
InsuranceBrokerageAndAgencyServices	763311	Insurance brokerage and agency services	This subclass comprises serving as an agent or broker in selling insurance policies or reinsurance contracts.	76331
ClaimsAdjustmentServices	763312	Claims adjustment services	This subclass comprises determining the amount, if any, to be paid to an insurance policyholder making a claim under the policy.	76331
InsuranceConsultingServices	763313	Insurance consulting services	This subclass comprises insurance and actuarial consulting services.	76331
OtherServicesRelatedToInsurance	763314	Other services related to insurance	This subclass comprises services that support the underwriting and reinsuring of insurance policies, n.e.c.	76331
RentalOfLandForResidentialUse	764111	Rental of land for residential use	This subclass comprises rental or leasing of land for residential use.	76411
RentalOfResidentialSpaceInBuildingsOrOtherFacilitiesForUseAsPrincipalResidence	764112	Rental of residential space in buildings or other facilities, for use as principal residence	This subclass comprises rental or leasing of space in buildings or other facilities, for use as the principal residence of a household. May include additional facilities, such as parking and recreational amenities.	76411
RoomingAndBoardingServices	764121	Rooming and boarding services	This subclass comprises rental or leasing of space for use as the principal residence of a tenant in rooming and boarding houses. May include additional services, such as housekeeping, meal and laundry services.	76412
RentalOfLandForNonResidentialUse	764211	Rental of land for non-residential use	This subclass comprises rental or leasing of land for non-residential use.	76421
RentalOfOfficeAndProfessionalSpace	764212	Rental of office and professional space	This subclass comprises rental or leasing of buildings or other space for office and professional use.	76421
RentalOfCommercialSpace	764213	Rental of commercial space	This subclass comprises rental or leasing of buildings or other space for commercial use.	76421
RentalOfIndustrialSpace	764214	Rental of industrial space	This subclass comprises rental or leasing of buildings or other space for use in manufacturing, research, storage, distribution and similar industrial activities.	76421
RentalOfSpaceInMiniWarehousesAndSelfStorageUnits	764215	Rental of space in mini-warehouses and self-storage units	This subclass comprises rental of storage space which can be accessed directly by the renter.	76421
RentalOfOtherNonResidentialSpace	764216	Rental of other non-residential space	This subclass comprises rental of space for meetings, conventions, and similar short-term business use; rental of space for weddings, banquets, parties, and similar short-term social use; rental of theatres, auditoriums, stadiums, arenas, and similar facilities; hosting of coin-operated or card-operating machines; and rental of other non-residential space, n.e.c.	76421
BrokerageServicesForTheSaleAndRentalOfResidentialRealEstate	764321	Brokerage services for the sale and rental of residential real estate	This subclass comprises assisting buyers and sellers of individual residential dwellings and associated land, and owners in renting residential buildings or units and associated land, acting in an agency capacity, for a fee or commission.	76432
BrokerageServicesForTheSaleAndRentalOfNonResidentialRealEstate	764322	Brokerage services for the sale and rental of non-residential real estate	This subclass comprises assisting buyers and sellers of non-residential buildings or other non-residential facilities and associated land, and owners in renting non-residential buildings or other non-residential facilities and associated land, acting in an agency capacity, for a fee or commission.	76432
BrokerageServicesForTheSaleAndRentalOfVacantLand	764323	Brokerage services for the sale and rental of vacant land	This subclass comprises brokerage services for the sale and rental of vacant land.	76432
RealEstateConsultingServices	764324	Real estate consulting services	This subclass comprises providing advice and guidance to clients regarding real estate, including advice on accountancy, financing and similar matters. These real estate consulting services are provided to clients independently of general accountancy, financial and similar services.	76432
PropertyManagementServices	764325	Property management services	This subclass comprises management of real estate properties on behalf of property owners.	76432
RealEstateAppraisalServices	764326	Real estate appraisal services	This subclass comprises providing assessments of the value of urban and rural real estate, in order to assist clients in buying, selling, or financing the purchase of real estate, or in dealing with tax matters.	76432
RealEstateListingServices	764327	Real estate listing services	This subclass comprises providing a register of real estate offered for sale in an area, in a printed directory, electronic database or other format.	76432
ServicesProvidedByRealEstateAgenciesToTheirRealEstateAssociates	764328	Services provided by real estate agencies to their real estate associates	This subclass comprises the services provided by real estate agencies to their real estate associates.	76432
LegalServicesConcerningCriminalLaw	771111	Legal services concerning criminal law	This subclass comprises providing legal advice concerning the application or interpretation of criminal law; representing clients before courts, administrative agencies, and other official tribunals in such matters; and participating with or on behalf of clients in negotiations and other dealings with third parties concerning the application or interpretation of criminal law.	77111
LegalServicesConcerningNonCriminalLaw	771112	Legal services concerning non-criminal law	This subclass comprises providing legal advice concerning the application or interpretation of the law in non-criminal (civil) matters; representing clients before courts, administrative agencies, and other official tribunals in non-criminal law matters; and participating with or on behalf of clients in negotiations and other dealings with third parties concerning the application or interpretation of non-criminal law.	77111
LegalSupportServices	771113	Legal support services	This subclass comprises patent and trademark office representation services; and legal document filing and search services, process serving services, and notarization and certification services, not bundled with legal services, arbitration or mediation services, or with patent and trademark prosecution services.	77111
AuditingAndOtherAssuranceServices	771211	Auditing and other assurance services	This subclass comprises financial auditing services; financial statement review engagements and agreed-upon procedures for financial information; other financial assurance services; and non-financial assurance services.	77121
TaxPreparationAndRepresentationServices	771212	Tax preparation and representation services	This subclass comprises services related to tax preparation and representation at audits and appeals for individuals and unincorporated businesses as well as for corporate and other clients.	77121
BookkeepingFinancialStatementCompilationAndPayrollServices	771213	Bookkeeping, financial statement compilation, and payroll services	This subclass comprises financial statement compilation services; bookkeeping services; and payroll services.	77121
ArchitecturalServicesForResidentialBuildingProjects	772111	Architectural services for residential building projects	This subclass comprises architectural services for residential building projects, including the provision of architectural designs, plans and studies; advisory services; construction documents; and construction contract administration.	77211
ArchitecturalServicesForNonResidentialBuildingProjects	772112	Architectural services for non-residential building projects	This subclass comprises architectural services for non-residential building projects, including the provision of architectural designs, plans and studies; advisory services; construction documents; and construction contract administration.	77211
HistoricalRestorationArchitecturalServices	772113	Historical restoration architectural services	This subclass comprises architectural services that incorporate legal requirements to preserve or restore the historic character of a building.	77211
ArchitecturalAdvisoryServices	772114	Architectural advisory services	This subclass comprises expert-witness services, and provision of advice, studies and reports, on architectural matters.	77211
LandscapeArchitecturalServices	772115	Landscape architectural services	This subclass comprises landscape architectural services for the design of the built landscape, including designs, plans and studies; advisory services; construction documents; and construction contract administration.	77211
UrbanPlanningServices	772116	Urban planning services	This subclass comprises the provision of urban planning services that articulate public policies related to land use and development; design the urban environment of buildings, parks and infrastructure networks; create plans for land use; and provide a zoning framework within which plans for specific sites can be developed.	77211
ProjectSiteMasterPlanningServices	772117	Project site master planning services	This subclass comprises services consisting in developing plans for a construction site showing the proposed location of buildings, roads, parking lots and other features.	77211
ResidentialBuildingEngineeringProjects	772211	Residential building engineering projects	This subclass comprises engineering design services related to residential buildings.	77221
CommercialPublicAndInstitutionalBuildingEngineeringProjects	772212	Commercial, public and institutional building engineering projects	This subclass comprises engineering design services related to commercial, public and institutional buildings.	77221
IndustrialAndManufacturingEngineeringProjects	772213	Industrial and manufacturing engineering projects	This subclass comprises engineering design services related to industrial and manufacturing facilities, processes, and products.	77221
TransportationEngineeringProjects	772214	Transportation engineering projects	This subclass comprises engineering design services related to transportation infrastructure.	77221
MunicipalUtilityEngineeringProjects	772215	Municipal utility engineering projects	This subclass comprises engineering design services related to municipal utilities.	77221
PowerEngineeringProjects	772216	Power engineering projects	This subclass comprises engineering design services related to power generating units, power transmission and distribution lines, and related infrastructure.	77221
TelecommunicationsAndBroadcastingEngineeringProjects	772217	Telecommunications and broadcasting engineering projects	This subclass comprises engineering design services related to systems for the transmission or distribution of voice, data and programming.	77221
HazardousAndIndustrialWasteEngineeringProjects	772218	Hazardous and industrial waste engineering projects	This subclass comprises engineering design services related to systems for the collection, treatment and disposal of hazardous and industrial waste and to systems for the control of pollution.	77221
OtherEngineeringProjectsAndEngineeringAdvisoryServices	772219	Other engineering projects and engineering advisory services	This subclass comprises engineering design services, n.e.c., and engineering advisory services.	77221
DraftingServices	772311	Drafting services	This subclass comprises producing detailed layouts, plans, drawings, illustrations, graphics and models based on engineering or architectural specifications, for use in the design, manufacture, installation, construction, repair or maintenance of buildings, structures, systems or components.	77231
BuildingInspectionServices	772312	Building inspection services	This subclass comprises making a visual examination of the components forming a residential or commercial property, making a visual examination of a home during construction, detecting the presence of environmental hazards, making a visual examination of a specific element of a property, and related services, such as making a visual examination of a building for wood-destroying pests or providing expert-witness services.	77231
TestingLaboratoryServices	772313	Testing laboratory services	This subclass comprises providing conformity assessment services.	77231
ProjectManagementServices	772314	Project management services	This subclass comprises planning, supervising and coordinating the activities involved in carrying out a project, with regard to time, cost, performance requirements, and other constraints.	77231
GeophysicalDataAcquisition	772411	Geophysical data acquisition	This subclass comprises the collection of geophysical data (seismic, gravity, magnetic, etc.) for the purpose of characterizing subsurface conditions.	77241
GeophysicalDataProcessingAndInterpretation	772412	Geophysical data processing and interpretation	This subclass comprises geophysical data processing and interpretation.	77241
IntegratedGeophysicalServices	772413	Integrated geophysical services	This subclass comprises services which cover two or more phases of the process used to carry out geophysical surveys.	77241
OtherGeologicalAndGeophysicalServices	772414	Other geological and geophysical services	This subclass comprises geological and geophysical consulting services; geophysical data sales; and other geological and geophysical services, n.e.c.	77241
GeospatialPhotoAndImageAcquisitionProcessingAndInterpretationServices	772415	Geospatial photo and image acquisition, processing and interpretation services	This subclass comprises geospatial photo and image acquisition, processing and data interpretation services.	77241
ThematicMappingOrthophotoMappingAndCharting	772416	Thematic mapping, orthophoto mapping, and charting	This subclass comprises preparation and revision of thematic maps, orthophoto maps, and nautical and aeronautical charts.	77241
IntegratedSurveyingAndMappingServices	772417	Integrated surveying and mapping services	This subclass comprises acquisition of data and information about real property and/or the earth's surface, and the subsequent portrayal of this information in report, map or plan format.	77241
ConsultingAndExpertWitnessServicesForGeospatialSurveyingAndMapping	772418	Consulting and expert-witness services for geospatial surveying and mapping	This subclass comprises consulting and expert-witness services concerning geospatial surveying and mapping.	77241
InteriorDesignServices	773111	Interior design services	This subclass comprises design of interior spaces, in order to meet the physical and aesthetic needs of people, taking into consideration building codes, health and safety regulations, traffic patterns and floor planning, mechanical and electrical needs, and interior fittings and furniture.	77311
InteriorDecoratingServices	773112	Interior decorating services	This subclass comprises providing aesthetic services associated with interior spaces.	77311
IndustrialDesignServices	773113	Industrial design services	This subclass comprises design services that optimize the manufacturing efficiency, functionality and appearance of manufactured goods; and services for the design and fabrication of models of new product concepts. Industrial designs specify such things as the materials, shape and appearance of a good, in order to optimize its ergonomics and aesthetics, and efficiency in the production, use and maintenance of the good. The service is presented in the form of designs, plans, and models.	77311
GraphicDesignServices	773114	Graphic design services	This subclass comprises designing visual communications of businesses and other entities, in order to convey specific messages or concepts, clarify complex information, or project visual identities.	77311
FashionJewelleryAndFootwearDesignServicesAndOtherDesignServicesN.e.c.	773115	Fashion, jewellery and footwear design services, and other design services n.e.c.	This subclass comprises design services for fashion, jewellery and footwear, and other design services n.e.c.	77311
NetworkDesignAndDevelopmentServices	774111	Network design and development services	This subclass comprises designing, developing and implementing customers' computer networks.	77411
ComputerSystemsDesignDevelopmentAndIntegrationServices	774112	Computer systems design, development and integration services	This subclass comprises assessing an organization's informatics requirements, providing advice on hardware and software acquisitions, developing system specifications, and either putting the new system in place or providing the client with the specifications necessary to put the new system in place.	77411
InformationTechnologyItTechnicalConsultingServices	774113	Information technology (IT) technical consulting services	This subclass comprises the provision of advice or expert opinion on technical matters related to the use of information technology (IT).	77411
InformationTechnologyItTechnicalSupportServices	774114	Information technology (IT) technical support services	This subclass comprises the provision of technical expertise to solve problems for the client in using software, hardware, or the entire computer system.	77411
ManagementConsultingServices	775111	Management consulting services	This subclass comprises providing advice and guidance on management issues, such as strategic and organizational planning, finance, human resources, marketing and production.	77511
EnvironmentalConsultingServices	775121	Environmental consulting services	This subclass comprises the provision of information, advice, and guidance to clients concerning the preservation of air, water and soil quality; natural resource development; waste management; pollution control; and other environmental issues.	77512
EconomicConsultingServices	775131	Economic consulting services	This subclass comprises providing advice related to the description and analysis of the production, distribution and consumption of goods and services.	77513
OtherScientificAndTechnicalConsultingServices	775132	Other scientific and technical consulting services	This subclass comprises providing advice on soil management, crop and animal production; occupational health and safety; heritage; and other scientific and technical matters n.e.c.	77513
PortraitPhotographyServices	776111	Portrait photography services	This subclass comprises the provision of photographic portraits of individuals or groups. Portrait photography may be carried out in a studio or in locations such as school auditoriums. Covers still photographs and video recordings, both chemistry-based and digital.	77611
WeddingPhotographyServices	776112	Wedding photography services	This subclass comprises provision of photography services for weddings and related events such as rehearsal dinners and engagement parties. The services may include the provision of pre-event photographs, such as studio portraits of the bride and groom or the wedding party, in addition to images of the event.	77611
OtherPrivateSpecialEventPhotographyServices	776113	Other private special event photography services	This subclass comprises provision of photography services for private special events, except weddings.	77611
ConventionAndMeetingPhotographyServices	776114	Convention and meeting photography services	This subclass comprises provision of photography services for corporate or public special events.	77611
CommercialAndIndustrialPhotographyServices	776115	Commercial and industrial photography services	This subclass comprises provision of photography services for commercial and industrial uses.	77611
VeterinaryServices	776121	Veterinary services	This subclass comprises prevention, diagnosis, treatment, and health care management services for animals.	77612
AlternativeDisputeResolutionServices	776131	Alternative dispute resolution services	This subclass comprises the provision of alternative dispute resolution services.	77613
MarketingResearchAndPublicOpinionPollingServices	776132	Marketing research and public opinion polling services	This subclass comprises services that provide information about markets for goods and services, and about public opinion.	77613
TranslationInterpretationAndStenographicServicesAndRelatedServices	776133	Translation, interpretation and stenographic services, and related services	This subclass comprises services for the translation of written material, the interpretation of speech, from one language into another, and the transcription of oral proceedings, in either paper or electronic form, as well as providing captions that can be superimposed on a video showing of a meeting or other event, as the event is taking place. This service is also used to provide a sign language interpretation service to deaf people or to provide a real-time translation.	77613
AnimalTrainingServicesForSportsAndEntertainment	776134	Animal training services for sports and entertainment	This subclass comprises animal training or breaking services for sports and entertainment.	77613
OtherProfessionalScientificAndTechnicalServicesN.e.c.	776135	Other professional, scientific and technical services, n.e.c.	This subclass comprises other professional, scientific and technical services, n.e.c.	77613
OfficeAdministrativeServices	781111	Office administrative services	This subclass comprises providing a range of office administrative services to another establishment. At least some of the services are provided on the premises of that establishment. The services that may be provided include billing, record keeping, personnel, secretarial, mail room, and other administrative activities.	78111
PermanentPlacement	781121	Permanent placement	This subclass comprises recruiting and referring candidates for permanent (indeterminate) positions for a client, who pays a fee upon successful placement of the employee. The candidate is selected and hired by the client.	78112
ContractStaffing	781122	Contract staffing	This subclass comprises finding people to fill positions as independent (self-employed) contractors.	78112
TemporaryStaffing	781123	Temporary staffing	This subclass comprises supplying personnel for temporary work assignments to clients for the purpose of supporting or supplementing the client's workforce in work situations such as employee absences, temporary skill shortages, seasonal workloads, and special assignments and projects. The personnel are employees of the staffing agency but when working are supervised by the client.	78112
TemporaryStaffingToPermanentPlacement	781124	Temporary staffing to permanent placement	This subclass comprises supplying personnel for temporary employment with the expectation of permanent work at the end of a trial period with the client. The employee remains on the payroll of the temporary help staffing firm until the hiring decision is made, at which time he or she becomes an employee of the client or, if not, returns to the temporary help staffing firm.	78112
LongTermStaffingPayrollingAndCoEmploymentServices	781125	Long-term staffing (payrolling) and co-employment services	This subclass comprises supplying personnel for extended work assignments. Under the terms of this arrangement, the client may recruit the person or persons hired by the staffing firm and assigned to the client's place of work, or transfer a portion of the client's existing workforce to the staffing firm. Long-term employees are placed on the payroll of the staffing firm, which is legally responsible for their actions, but when working they are supervised by the client. This service also covers a staffing arrangement in which an organization (i.e., a professional employer organization (PEO)) co-employs a client's workforce. The PEO and the client enter into a contractual agreement whereby the rights and responsibilities in respect of co-employees are shared or allocated, with the service provider assuming responsibility for certain activities as agreed with the client. The services range from basic to full-service packages.	78112
OnsiteManagementOfTemporaryHelp	781126	Onsite management of temporary help	This subclass comprises supplying personnel who, in the work area of the client, assign, co-ordinate, and monitor employees provided by the temporary help staffing firm. This service ensures a single point of contact for the client. Activities include recruitment, testing, selection, training, reporting, and quality monitoring. Assignment of an onsite manager requires a request from the client.	78112
OnlineJobListingServices	781127	Online job listing services	This subclass comprises soliciting and posting job openings to a website which may be known as a job board, job bank, recruiting site, directory, labour exchange or employment registry. Organizations that post job listings to these sites are usually charged a fee, whereas job seekers usually have free access.	78112
ExecutiveRetainedSearch	781128	Executive/retained search	This subclass comprises recruiting and referring candidates for permanent senior-level positions for a client, who pays a fee that is not contingent upon a successful hiring. The candidate is selected and hired by the client.	78112
OtherEmploymentServices	781129	Other employment services	This subclass comprises other employment services.	78112
DocumentProcessingServicesAndContractPublishingServicesForOthers	781131	Document processing services, and contract publishing services for others	This subclass comprises document preparation services; reprography services; document finishing services; and contract publishing services for others.	78113
MailroomServicesMailboxRentalsAndMailPresortingServices	781132	Mailroom services, mailbox rentals, and mail-presorting services	This subclass comprises providing mailbox rental services, mailroom services, such as mail assembly, sorting (including sorting mail by postal code), and delivery to post office, and other processing of mail prior to mailing, such as putting the sorted mail into mail trays.	78113
TelemarketingAndCallSupportServices	781133	Telemarketing and call support services	This subclass comprises making or receiving telephone calls on behalf of others, for such purposes as marketing clients' goods or services, providing customer assistance, and providing answering services.	78113
DebtCollectionAndRecoveryServices	781134	Debt collection, and recovery services	This subclass comprises initiating and securing the receipt of payment from delinquent debtors, and retrieving goods put up as collateral for a loan.	78113
SeizureAndCivilExecutionServices	781135	Seizure and civil execution services	This subclass comprises providing services for the seizure of real or personal property in response to or in settlement of a court order or judgment.	78113
CreditRatingServices	781136	Credit rating services	This subclass comprises providing reports on individuals, businesses or governments containing information on their credit status.	78113
FundraisingOrganizationServices	781137	Fundraising organization services	This subclass comprises preparing and carrying out fundraising campaigns, for others. This also covers support services for live events for fundraising.	78113
OtherBusinessSupportServices	781138	Other business support services	This subclass comprises facsimile transmission services, distance conferencing services, short-term computer rental services, and other business support services n.e.c.	78113
InvestigationServices	781211	Investigation services	This subclass comprises conducting investigations to provide information about people, events or documents for use in legal proceedings, pre-employment verification, or domestic matters, or for other uses, about such things as insurance claims and missing persons.	78121
SecurityGuardAndPatrolServices	781212	Security guard and patrol services	This subclass comprises providing protection of people and property using guards and patrols. May include the use of dogs. Patrol officers provide protection to an establishment by patrolling in clearly marked vehicles or on foot, for the purpose of preventing and detecting criminal activity or safety problems such as fires.	78121
BodyguardServices	781213	Bodyguard services	This subclass comprises providing personal protection by deterring and preventing hazards to people's security, using specialized personnel (escorts and bodyguards).	78121
ArmouredCarServices	781214	Armoured car services	This subclass comprises providing armoured car transportation of cash and valuables, servicing automatic teller machines, and providing other armoured car services.	78121
BuildingSecuritySystemMonitoringServices	781215	Building security system monitoring services	This subclass comprises monitoring of building alarm and security systems to detect intrusions and other problems. The response to an activated alarm may be notification of official agencies and/or a physical response by the monitoring service. Security systems may monitor for conditions such as fire and flooding, or the status of industrial equipment.	78121
BuildingSecuritySystemAndLockInstallationAndRepairServices	781216	Building security system and lock installation and repair services	This subclass comprises installation and repair of building locks and security systems, without monitoring services.	78121
VehicleSecuritySystemAndServicesAndOtherSecuritySystemAndLockServicesN.e.c.	781217	Vehicle security system and services, and other security system and lock services n.e.c.	This subclass comprises provision of vehicle security system and services, and other security system services and other lock services n.e.c.	78121
ResidentialCleaningServices	781221	Residential cleaning services	This subclass comprises cleaning services for residential dwellings. Covers interior cleaning; cleaning on-site and off-site residential carpet, rug and upholstery; and chimney and other specialized dwelling cleaning services.	78122
NonResidentialCleaningServices	781222	Non-residential cleaning services	This subclass comprises cleaning services for non-residential buildings. Covers general-purpose and comprehensive cleaning of rooms and other spaces; building exterior cleaning; on-site and off-site cleaning of non-residential carpets, rugs and upholstery; and disaster restoration and other specialized building cleaning services.	78122
PestExterminationAndControlServices	781231	Pest extermination and control services	This subclass comprises preventing, eliminating or controlling infestations of insects, rodents and other pests.	78123
LandscapingServicesAndSnowRemovalServicesForParkingLotsAndDriveways	781232	Landscaping services and snow removal services for parking lots and driveways	This subclass comprises caring for (including installation and removal) trees, shrubs, plants, lawns or gardens, and ploughing and removing snow from parking lots and driveways.	78123
FacilitiesManagementSupportServices	781241	Facilities management support services	This subclass comprises provision of a range of services to manage and service facilities which the client uses to carry out its own activity. The services provided are non-core with respect to the client's activity. The range of services provided depends on the nature of the facility, but generally includes administrative and building management services.	78124
OtherSupportServices	781242	Other support services	This subclass comprises packaging and labelling services; fulfillment services; convention and trade show organization services; and other support services, n.e.c.	78124
WaterDeliveredByWaterWorksAndIrrigationSystems	782111	Water delivered by water works and irrigation systems	This subclass comprises water delivered by water works and irrigation systems.	78211
SewageAndDirtyWaterDisposalAndCleaningServices	782211	Sewage and dirty water disposal and cleaning services	This subclass comprises sewage and dirty water disposal and cleaning services.	78221
NonHazardousWasteManagementServices	782311	Non-hazardous waste management services	This subclass comprises non-hazardous waste and recyclable material collection services (residential and non-residential); non-hazardous construction and demolition waste collection services; destruction services for non-hazardous waste; non-hazardous waste and recyclable material consolidation, storage and preparation services; and non-hazardous waste disposal and facilities operation and maintenance services.	78231
HazardousWasteManagementServices	782312	Hazardous waste management services	This subclass comprises hazardous waste collection services (residential and non-residential); hazardous waste and hazardous recyclable material consolidation, storage and preparation services; hazardous waste treatment services; and hazardous waste disposal and facilities operation and maintenance services.	78231
RemediationServices	782313	Remediation services	This subclass comprises a wide variety of services provided for the remediation of sites whose air, water, and/or soil that has been contaminated by hazardous materials and substances.	78231
PhysicianServices	811111	Physician services	This subclass comprises physician services.	81111
OtherHealthPractitionerServicesExceptPhysicianAndDentalServices	811121	Other health practitioner services (except physician and dental services)	This subclass comprises other health practitioner services, except physician and dental services.	81112
DentalServices	811211	Dental services	This subclass comprises dental services.	81121
MedicalLaboratoryDiagnosticAndTestingServices	811311	Medical laboratory diagnostic and testing services	This subclass comprises medical laboratory diagnostic and testing services.	81131
HospitalServices	811411	Hospital services	This subclass comprises hospital services.	81141
AmbulanceServices	811511	Ambulance services	This subclass comprises transportation of individuals by paramedic or higher level medical personnel staffed ambulance services.	81151
StandbySpecialEventAndFirstAidServices	811611	Standby, special event, and first aid services	This subclass comprises first aid services and standby ambulance services at events.	81161
BloodOrganAndTissueBankServices	811612	Blood, organ and tissue bank services	This subclass comprises collection, processing, storage and distribution of blood, organs, tissues or cells for human use.	81161
OtherHealthCareServicesN.e.c.	811613	Other health care services, n.e.c.	This subclass comprises other health care services, n.e.c.	81161
ResidentialCareServicesWithSkilledNursing	812111	Residential care services with skilled nursing	This subclass comprises residential care services with skilled nursing care.	81211
ResidentialCareServicesExceptWithSkilledNursing	812112	Residential care services (except with skilled nursing)	This subclass comprises residential care services without skilled nursing care but with assistance with daily living.	81211
ResidentialCareServicesWithIndependentLiving	812113	Residential care services with independent living	This subclass comprises residential care services for those requiring at most minor assistance with daily living.	81211
RightsToOccupancyServices	812114	Rights to occupancy services	This subclass comprises complete range of residential care services, over the remainder of the patient's life, in a single facility. There is generally a large initial lump sum payment, and there may be monthly fees as well. A single contract covers the entire arrangement.	81211
SocialAssistanceServicesForChildrenYouthAndFamilies	812211	Social assistance services for children, youth and families	This subclass comprises social assistance services for children, youth, and families.	81221
SocialAssistanceServicesForElderlyAndDisabledAdults	812212	Social assistance services for elderly and disabled adults	This subclass comprises social assistance services for elderly and disabled adults. These services are non-medical in nature, and do not include long-term residential care.	81221
SocialAssistanceServicesForImmigrantsAndRefugees	812213	Social assistance services for immigrants and refugees	This subclass comprises social assistance services for immigrants and refugees. These services are non-medical in nature, and do not include long-term residential care.	81221
SocialAssistanceServicesForTheGeneralPopulation	812214	Social assistance services for the general population	This subclass comprises social assistance services for the general population. These services are non-medical in nature, and do not include long-term residential care.	81221
ChildDayCareServices	812311	Child day-care services	This subclass comprises day-care services for children.	81231
BasicEducationAndSkillsPrograms	821111	Basic education and skills programs	This subclass comprises pre-primary, elementary and secondary programs and courses providing a formal basic education for children and adults as well as other programs that provide fundamental knowledge and skills needed by individuals to function productively in society.	82111
TradeCareerTechnicalAndProfessionalDevelopmentTrainingPrograms	821121	Trade, career, technical and professional development training programs	This subclass comprises programs and courses designed to train, upgrade or for professional development of individuals in the skilled trades or in entry level vocations, career and technical occupation. Programs are generally less than two years in length.	82112
HigherCareerTechnicalAcademicAndAdvancedResearchQualificationPrograms	821131	Higher career, technical, academic and advanced research qualification programs	This subclass comprises programs and courses in higher technical and theoretical subjects which prepare students for further research or for occupations with high skills requirements. Programs are normally two years or more in length.	82113
LeisureAndRecreationalInstructionalPrograms	821211	Leisure and recreational instructional programs	This subclass comprises programs and courses that focus on the development of an appreciation for and competency in recreational and leisure-related activities. These may result in an award or other form of recognition, but do not qualify for academic credit or career qualifications.	82121
ExamPreparationAndTutoringServices	821311	Exam preparation and tutoring services	This subclass comprises programs and courses designed to prepare individuals to write or undertake academic and professional tests and exams, and tutoring services for students with their course work.	82131
StudentServices	821312	Student services	This subclass comprises services and support provided to students. Compulsory and supplementary fees may be charged to the students for the services.	82131
OtherEducationalSupportServices	821313	Other educational support services	This subclass comprises educational support services, n.e.c.	82131
EducationConsultingServices	821314	Education consulting services	This subclass comprises advice, consulting and counselling services in educational matters.	82131
SportsCoachingServices	821315	Sports coaching services	This subclass comprises sports coaching services provided to recreational, amateur, professional or semi-professional sports clubs' player athletes.	82131
ContractProductionOfLivePerformingArtsPerformances	831111	Contract production of live performing arts performances	This subclass comprises live arts performances carried out by artists and companies under contract to promoters, venue owners, or others.	83111
ContractProductionOfLiveSportingEvents	831112	Contract production of live sporting events	This subclass comprises live sporting events at which athletes and teams perform under contract to promoters, venue owners, or others.	83111
ContractProductionOfCopyrightedWorksExceptLivePerformancesAndAudiovisualWorks	831113	Contract production of copyrighted works (except live performances and audiovisual works)	This subclass comprises works protected by copyright produced under contract to others, except live performances and audiovisual works.	83111
SportAndPerformingArtsEventOrganizationServices	831211	Sport and performing arts event organization services	This subclass comprises planning, organizing, marketing, and managing live sports or performing arts events on behalf of others, including venue owners and performers. This also covers support services for the production of live sports or performing arts events.	83121
CareerManagementAndRepresentationServicesOfArtistsAthletesEntertainersAndOtherPublicFigures	831311	Career management and representation services of artists, athletes, entertainers and other public figures	This subclass comprises acting on behalf of artists, athletes, entertainers, and other public figures in a wide range of activities that enhance the client's career, including negotiating contracts and bookings for performances and public appearances.	83131
AdmissionsToLiveSportingEvents	832111	Admissions to live sporting events	This subclass comprises admissions to attend live sporting events.	83211
AdmissionsToLiveTheatricalExceptMusicalPerformances	832211	Admissions to live theatrical (except musical) performances	This subclass comprises admissions to live performances of non-musical theatrical artists and companies.	83221
AdmissionsToLiveMusicalTheatreAndOperaPerformances	832212	Admissions to live musical theatre and opera performances	This subclass comprises admissions to live musical theatre and opera performances.	83221
AdmissionsToLiveSymphonyAndClassicalMusicPerformances	832213	Admissions to live symphony and classical music performances	This subclass comprises admissions to live performances of symphony orchestras and other classical music artists and orchestras.	83221
AdmissionsToLivePopularMusicPerformances	832214	Admissions to live popular music performances	This subclass comprises admissions to live performances of popular music artists and bands.	83221
AdmissionsToLiveDancePerformances	832215	Admissions to live dance performances	This subclass comprises admissions to live performances of ballet and other dancers and dance companies.	83221
AdmissionsToLivePublicAppearancesAndSpeeches	832216	Admissions to live public appearances and speeches	This subclass comprises admissions to attend live public appearances and speeches by artists, athletes, entertainers, and other public figures.	83221
AdmissionsToLivePerformingArtsPerformancesN.e.c.	832217	Admissions to live performing arts performances, n.e.c.	This subclass comprises admissions to attend live performing arts performances, n.e.c.	83221
AdmissionsToCanadianFilmExhibitions	832311	Admissions to Canadian film exhibitions	This subclass comprises admissions to exhibitions of Canadian films in cinemas, and other venues such as film festivals, drive-in theatres, and film clubs.	83231
AdmissionsToForeignFilmExhibitions	832312	Admissions to foreign film exhibitions	This subclass comprises admissions to exhibitions of foreign motion picture films in cinemas, and other venues such as film festivals, drive-in theatres, and film clubs.	83231
